city_name;city_code;age;sex;measurement_date;value;unit
Kypros;CY00;65 to 69 years old;Males;2016;21044;Number
Kypros;CY00;65 to 69 years old;Total;2016;43395;Number
Kypros;CY00;65 to 69 years old;Females;2022;22837;Number
Kypros;CY00;65 to 69 years old;Males;2022;22060;Number
Kypros;CY00;65 to 69 years old;Total;2022;44897;Number
Praha;CZ01;65 to 69 years old;Females;2004;26483;Number
Praha;CZ01;65 to 69 years old;Males;2004;20697;Number
Praha;CZ01;65 to 69 years old;Total;2004;47180;Number
Praha;CZ01;65 to 69 years old;Females;2010;36570;Number
Praha;CZ01;65 to 69 years old;Males;2010;30206;Number
Praha;CZ01;65 to 69 years old;Total;2010;66776;Number
Praha;CZ01;65 to 69 years old;Females;2016;44177;Number
Praha;CZ01;65 to 69 years old;Males;2016;35515;Number
Praha;CZ01;65 to 69 years old;Total;2016;79692;Number
Praha;CZ01;65 to 69 years old;Females;2022;38782;Number
Praha;CZ01;65 to 69 years old;Males;2022;31953;Number
Praha;CZ01;65 to 69 years old;Total;2022;70735;Number
Severozápad;CZ04;65 to 69 years old;Females;2004;23931;Number
Severozápad;CZ04;65 to 69 years old;Males;2004;19065;Number
Severozápad;CZ04;65 to 69 years old;Total;2004;42996;Number
Severozápad;CZ04;65 to 69 years old;Females;2010;30808;Number
Severozápad;CZ04;65 to 69 years old;Males;2010;25670;Number
Severozápad;CZ04;65 to 69 years old;Total;2010;56478;Number
Severozápad;CZ04;65 to 69 years old;Females;2016;42633;Number
Severozápad;CZ04;65 to 69 years old;Males;2016;36693;Number
Severozápad;CZ04;65 to 69 years old;Total;2016;79326;Number
Severozápad;CZ04;65 to 69 years old;Females;2022;37338;Number
Severozápad;CZ04;65 to 69 years old;Males;2022;32604;Number
Severozápad;CZ04;65 to 69 years old;Total;2022;69942;Number
Strední Morava;CZ07;65 to 69 years old;Females;2004;28659;Number
Strední Morava;CZ07;65 to 69 years old;Males;2004;21946;Number
Strední Morava;CZ07;65 to 69 years old;Total;2004;50605;Number
Strední Morava;CZ07;65 to 69 years old;Females;2010;34676;Number
Strední Morava;CZ07;65 to 69 years old;Males;2010;28141;Number
Strední Morava;CZ07;65 to 69 years old;Total;2010;62817;Number
Strední Morava;CZ07;65 to 69 years old;Females;2016;43043;Number
Strední Morava;CZ07;65 to 69 years old;Males;2016;36298;Number
Strední Morava;CZ07;65 to 69 years old;Total;2016;79341;Number
Strední Morava;CZ07;65 to 69 years old;Females;2022;41989;Number
Strední Morava;CZ07;65 to 69 years old;Males;2022;36781;Number
Strední Morava;CZ07;65 to 69 years old;Total;2022;78770;Number
Moravskoslezsko;CZ08;65 to 69 years old;Females;2004;26672;Number
Moravskoslezsko;CZ08;65 to 69 years old;Males;2004;22219;Number
Moravskoslezsko;CZ08;65 to 69 years old;Total;2004;48891;Number
Moravskoslezsko;CZ08;65 to 69 years old;Females;2010;37046;Number
Moravskoslezsko;CZ08;65 to 69 years old;Males;2010;29631;Number
Moravskoslezsko;CZ08;65 to 69 years old;Total;2010;66677;Number
Moravskoslezsko;CZ08;65 to 69 years old;Females;2016;42811;Number
Moravskoslezsko;CZ08;65 to 69 years old;Males;2016;34895;Number
Moravskoslezsko;CZ08;65 to 69 years old;Total;2016;77706;Number
Moravskoslezsko;CZ08;65 to 69 years old;Females;2022;40991;Number
Moravskoslezsko;CZ08;65 to 69 years old;Males;2022;34891;Number
Moravskoslezsko;CZ08;65 to 69 years old;Total;2022;75882;Number
Karlsruhe;DE12;65 to 69 years old;Females;2004;81372;Number
Karlsruhe;DE12;65 to 69 years old;Males;2004;74849;Number
Karlsruhe;DE12;65 to 69 years old;Total;2004;156221;Number
Karlsruhe;DE12;65 to 69 years old;Females;2010;78649;Number
Karlsruhe;DE12;65 to 69 years old;Males;2010;74124;Number
Karlsruhe;DE12;65 to 69 years old;Total;2010;152773;Number
Karlsruhe;DE12;65 to 69 years old;Females;2016;74087;Number
Karlsruhe;DE12;65 to 69 years old;Males;2016;67434;Number
Karlsruhe;DE12;65 to 69 years old;Total;2016;141521;Number
Karlsruhe;DE12;65 to 69 years old;Females;2022;82957;Number
Karlsruhe;DE12;65 to 69 years old;Males;2022;75619;Number
Karlsruhe;DE12;65 to 69 years old;Total;2022;158576;Number
Freiburg;DE13;65 to 69 years old;Females;2004;64262;Number
Freiburg;DE13;65 to 69 years old;Males;2004;58783;Number
Freiburg;DE13;65 to 69 years old;Total;2004;123045;Number
Freiburg;DE13;65 to 69 years old;Females;2010;62310;Number
Freiburg;DE13;65 to 69 years old;Males;2010;57201;Number
Freiburg;DE13;65 to 69 years old;Total;2010;119511;Number
Freiburg;DE13;65 to 69 years old;Females;2016;57163;Number
Freiburg;DE13;65 to 69 years old;Males;2016;53742;Number
Freiburg;DE13;65 to 69 years old;Total;2016;110905;Number
Freiburg;DE13;65 to 69 years old;Females;2022;69838;Number
Freiburg;DE13;65 to 69 years old;Males;2022;64211;Number
Freiburg;DE13;65 to 69 years old;Total;2022;134049;Number
Tübingen;DE14;65 to 69 years old;Females;2004;50160;Number
Tübingen;DE14;65 to 69 years old;Males;2004;46638;Number
Tübingen;DE14;65 to 69 years old;Total;2004;96798;Number
Tübingen;DE14;65 to 69 years old;Females;2010;49315;Number
Tübingen;DE14;65 to 69 years old;Males;2010;46637;Number
Tübingen;DE14;65 to 69 years old;Total;2010;95952;Number
Tübingen;DE14;65 to 69 years old;Females;2016;46007;Number
Tübingen;DE14;65 to 69 years old;Males;2016;44039;Number
Tübingen;DE14;65 to 69 years old;Total;2016;90046;Number
Tübingen;DE14;65 to 69 years old;Females;2022;55484;Number
Tübingen;DE14;65 to 69 years old;Males;2022;51207;Number
Tübingen;DE14;65 to 69 years old;Total;2022;106691;Number
Oberpfalz;DE23;65 to 69 years old;Females;2004;31753;Number
Oberpfalz;DE23;65 to 69 years old;Males;2004;28116;Number
Oberpfalz;DE23;65 to 69 years old;Total;2004;59869;Number
Oberpfalz;DE23;65 to 69 years old;Females;2010;28606;Number
Oberpfalz;DE23;65 to 69 years old;Males;2010;26912;Number
Oberpfalz;DE23;65 to 69 years old;Total;2010;55518;Number
Oberpfalz;DE23;65 to 69 years old;Females;2016;28701;Number
Oberpfalz;DE23;65 to 69 years old;Males;2016;28008;Number
Oberpfalz;DE23;65 to 69 years old;Total;2016;56709;Number
Oberpfalz;DE23;65 to 69 years old;Females;2022;34725;Number
Oberpfalz;DE23;65 to 69 years old;Males;2022;33155;Number
Oberpfalz;DE23;65 to 69 years old;Total;2022;67880;Number
Oberfranken;DE24;65 to 69 years old;Females;2004;35922;Number
Oberfranken;DE24;65 to 69 years old;Males;2004;31204;Number
Oberfranken;DE24;65 to 69 years old;Total;2004;67126;Number
Oberfranken;DE24;65 to 69 years old;Females;2010;31256;Number
Oberfranken;DE24;65 to 69 years old;Males;2010;29339;Number
Oberfranken;DE24;65 to 69 years old;Total;2010;60595;Number
Oberfranken;DE24;65 to 69 years old;Females;2016;30778;Number
Oberfranken;DE24;65 to 69 years old;Males;2016;29147;Number
Oberfranken;DE24;65 to 69 years old;Total;2016;59925;Number
Oberfranken;DE24;65 to 69 years old;Females;2022;35021;Number
Oberfranken;DE24;65 to 69 years old;Males;2022;32929;Number
Oberfranken;DE24;65 to 69 years old;Total;2022;67950;Number
Mittelfranken;DE25;65 to 69 years old;Females;2004;51782;Number
Mittelfranken;DE25;65 to 69 years old;Males;2004;46327;Number
Mittelfranken;DE25;65 to 69 years old;Total;2004;98109;Number
Mittelfranken;DE25;65 to 69 years old;Females;2010;50511;Number
Mittelfranken;DE25;65 to 69 years old;Males;2010;47128;Number
Mittelfranken;DE25;65 to 69 years old;Total;2010;97639;Number
Mittelfranken;DE25;65 to 69 years old;Females;2016;47382;Number
Mittelfranken;DE25;65 to 69 years old;Males;2016;43722;Number
Mittelfranken;DE25;65 to 69 years old;Total;2016;91104;Number
Mittelfranken;DE25;65 to 69 years old;Females;2022;52556;Number
Mittelfranken;DE25;65 to 69 years old;Males;2022;48071;Number
Mittelfranken;DE25;65 to 69 years old;Total;2022;100627;Number
Unterfranken;DE26;65 to 69 years old;Females;2004;39855;Number
Unterfranken;DE26;65 to 69 years old;Males;2004;36964;Number
Unterfranken;DE26;65 to 69 years old;Total;2004;76819;Number
Unterfranken;DE26;65 to 69 years old;Females;2010;35697;Number
Unterfranken;DE26;65 to 69 years old;Males;2010;34025;Number
Unterfranken;DE26;65 to 69 years old;Total;2010;69722;Number
Unterfranken;DE26;65 to 69 years old;Females;2016;36008;Number
Unterfranken;DE26;65 to 69 years old;Males;2016;35386;Number
Unterfranken;DE26;65 to 69 years old;Total;2016;71394;Number
Unterfranken;DE26;65 to 69 years old;Females;2022;43446;Number
Unterfranken;DE26;65 to 69 years old;Males;2022;41329;Number
Unterfranken;DE26;65 to 69 years old;Total;2022;84775;Number
Schwaben;DE27;65 to 69 years old;Females;2004;50398;Number
Schwaben;DE27;65 to 69 years old;Males;2004;46501;Number
Schwaben;DE27;65 to 69 years old;Total;2004;96899;Number
Schwaben;DE27;65 to 69 years old;Females;2010;52980;Number
Schwaben;DE27;65 to 69 years old;Males;2010;50751;Number
Schwaben;DE27;65 to 69 years old;Total;2010;103731;Number
Schwaben;DE27;65 to 69 years old;Females;2016;49951;Number
Schwaben;DE27;65 to 69 years old;Males;2016;46603;Number
Schwaben;DE27;65 to 69 years old;Total;2016;96554;Number
Schwaben;DE27;65 to 69 years old;Females;2022;56006;Number
Schwaben;DE27;65 to 69 years old;Males;2022;51605;Number
Schwaben;DE27;65 to 69 years old;Total;2022;107611;Number
Berlin;DE3;65 to 69 years old;Females;2004;104635;Number
Berlin;DE3;65 to 69 years old;Males;2004;91839;Number
Berlin;DE3;65 to 69 years old;Total;2004;196474;Number
Berlin;DE3;65 to 69 years old;Females;2010;114884;Number
Berlin;DE3;65 to 69 years old;Males;2010;105812;Number
Berlin;DE3;65 to 69 years old;Total;2010;220696;Number
Berlin;DE3;65 to 69 years old;Females;2016;89803;Number
Berlin;DE3;65 to 69 years old;Males;2016;78531;Number
Berlin;DE3;65 to 69 years old;Total;2016;168334;Number
Berlin;DE3;65 to 69 years old;Females;2022;94899;Number
Berlin;DE3;65 to 69 years old;Males;2022;83121;Number
Berlin;DE3;65 to 69 years old;Total;2022;178020;Number
Berlin;DE30;65 to 69 years old;Females;2004;104635;Number
Berlin;DE30;65 to 69 years old;Males;2004;91839;Number
Berlin;DE30;65 to 69 years old;Total;2004;196474;Number
Berlin;DE30;65 to 69 years old;Females;2010;114884;Number
Berlin;DE30;65 to 69 years old;Males;2010;105812;Number
Berlin;DE30;65 to 69 years old;Total;2010;220696;Number
Berlin;DE30;65 to 69 years old;Females;2016;89803;Number
Berlin;DE30;65 to 69 years old;Males;2016;78531;Number
Berlin;DE30;65 to 69 years old;Total;2016;168334;Number
Berlin;DE30;65 to 69 years old;Females;2022;94899;Number
Berlin;DE30;65 to 69 years old;Males;2022;83121;Number
Berlin;DE30;65 to 69 years old;Total;2022;178020;Number
Bremen;DE5;65 to 69 years old;Females;2004;22239;Number
Bremen;DE5;65 to 69 years old;Males;2004;19424;Number
Bremen;DE5;65 to 69 years old;Total;2004;41663;Number
Bremen;DE5;65 to 69 years old;Females;2010;21020;Number
Bremen;DE5;65 to 69 years old;Males;2010;19807;Number
Bremen;DE5;65 to 69 years old;Total;2010;40827;Number
Bremen;DE5;65 to 69 years old;Females;2016;18913;Number
Bremen;DE5;65 to 69 years old;Males;2016;17069;Number
Bremen;DE5;65 to 69 years old;Total;2016;35982;Number
Bremen;DE5;65 to 69 years old;Females;2022;19510;Number
Bremen;DE5;65 to 69 years old;Males;2022;16928;Number
Bremen;DE5;65 to 69 years old;Total;2022;36438;Number
Bremen;DE50;65 to 69 years old;Females;2004;22239;Number
Bremen;DE50;65 to 69 years old;Males;2004;19424;Number
Bremen;DE50;65 to 69 years old;Total;2004;41663;Number
Bremen;DE50;65 to 69 years old;Females;2010;21020;Number
Bremen;DE50;65 to 69 years old;Males;2010;19807;Number
Bremen;DE50;65 to 69 years old;Total;2010;40827;Number
Bremen;DE50;65 to 69 years old;Females;2016;18913;Number
Bremen;DE50;65 to 69 years old;Males;2016;17069;Number
Bremen;DE50;65 to 69 years old;Total;2016;35982;Number
Bremen;DE50;65 to 69 years old;Females;2022;19510;Number
Bremen;DE50;65 to 69 years old;Males;2022;16928;Number
Bremen;DE50;65 to 69 years old;Total;2022;36438;Number
Hamburg;DE6;65 to 69 years old;Females;2004;52783;Number
Hamburg;DE6;65 to 69 years old;Males;2004;46190;Number
Hamburg;DE6;65 to 69 years old;Total;2004;98973;Number
Hamburg;DE6;65 to 69 years old;Females;2010;52034;Number
Hamburg;DE6;65 to 69 years old;Males;2010;47949;Number
Hamburg;DE6;65 to 69 years old;Total;2010;99983;Number
Hamburg;DE6;65 to 69 years old;Females;2016;43531;Number
Hamburg;DE6;65 to 69 years old;Males;2016;39050;Number
Hamburg;DE6;65 to 69 years old;Total;2016;82581;Number
Hamburg;DE6;65 to 69 years old;Females;2022;43407;Number
Hamburg;DE6;65 to 69 years old;Males;2022;38205;Number
Hamburg;DE6;65 to 69 years old;Total;2022;81612;Number
Hamburg;DE60;65 to 69 years old;Females;2004;52783;Number
Hamburg;DE60;65 to 69 years old;Males;2004;46190;Number
Hamburg;DE60;65 to 69 years old;Total;2004;98973;Number
Hamburg;DE60;65 to 69 years old;Females;2010;52034;Number
Hamburg;DE60;65 to 69 years old;Males;2010;47949;Number
Hamburg;DE60;65 to 69 years old;Total;2010;99983;Number
Hamburg;DE60;65 to 69 years old;Females;2016;43531;Number
Hamburg;DE60;65 to 69 years old;Males;2016;39050;Number
Hamburg;DE60;65 to 69 years old;Total;2016;82581;Number
Hamburg;DE60;65 to 69 years old;Females;2022;43407;Number
Hamburg;DE60;65 to 69 years old;Males;2022;38205;Number
Hamburg;DE60;65 to 69 years old;Total;2022;81612;Number
Darmstadt;DE71;65 to 69 years old;Females;2004;109883;Number
Darmstadt;DE71;65 to 69 years old;Males;2004;102720;Number
Darmstadt;DE71;65 to 69 years old;Total;2004;212603;Number
Darmstadt;DE71;65 to 69 years old;Females;2010;114013;Number
Darmstadt;DE71;65 to 69 years old;Males;2010;108176;Number
Darmstadt;DE71;65 to 69 years old;Total;2010;222189;Number
Darmstadt;DE71;65 to 69 years old;Females;2016;107363;Number
Darmstadt;DE71;65 to 69 years old;Males;2016;98067;Number
Darmstadt;DE71;65 to 69 years old;Total;2016;205430;Number
Darmstadt;DE71;65 to 69 years old;Females;2022;112640;Number
Darmstadt;DE71;65 to 69 years old;Males;2022;101030;Number
Darmstadt;DE71;65 to 69 years old;Total;2022;213670;Number
Gießen;DE72;65 to 69 years old;Females;2004;31124;Number
Gießen;DE72;65 to 69 years old;Males;2004;28933;Number
Gießen;DE72;65 to 69 years old;Total;2004;60057;Number
Gießen;DE72;65 to 69 years old;Females;2010;28077;Number
Gießen;DE72;65 to 69 years old;Males;2010;26917;Number
Gießen;DE72;65 to 69 years old;Total;2010;54994;Number
Gießen;DE72;65 to 69 years old;Females;2016;28592;Number
Gießen;DE72;65 to 69 years old;Males;2016;27341;Number
Gießen;DE72;65 to 69 years old;Total;2016;55933;Number
Gießen;DE72;65 to 69 years old;Females;2022;32705;Number
Gießen;DE72;65 to 69 years old;Males;2022;30739;Number
Gießen;DE72;65 to 69 years old;Total;2022;63444;Number
Kassel;DE73;65 to 69 years old;Females;2004;39861;Number
Kassel;DE73;65 to 69 years old;Males;2004;36715;Number
Kassel;DE73;65 to 69 years old;Total;2004;76576;Number
Kassel;DE73;65 to 69 years old;Females;2010;37080;Number
Kassel;DE73;65 to 69 years old;Males;2010;35273;Number
Kassel;DE73;65 to 69 years old;Total;2010;72353;Number
Kassel;DE73;65 to 69 years old;Females;2016;35663;Number
Kassel;DE73;65 to 69 years old;Males;2016;33857;Number
Kassel;DE73;65 to 69 years old;Total;2016;69520;Number
Kassel;DE73;65 to 69 years old;Females;2022;39340;Number
Kassel;DE73;65 to 69 years old;Males;2022;37018;Number
Kassel;DE73;65 to 69 years old;Total;2022;76358;Number
Braunschweig;DE91;65 to 69 years old;Females;2004;54149;Number
Braunschweig;DE91;65 to 69 years old;Males;2004;49944;Number
Braunschweig;DE91;65 to 69 years old;Total;2004;104093;Number
Braunschweig;DE91;65 to 69 years old;Females;2010;51124;Number
Braunschweig;DE91;65 to 69 years old;Males;2010;47914;Number
Braunschweig;DE91;65 to 69 years old;Total;2010;99038;Number
Braunschweig;DE91;65 to 69 years old;Females;2016;44807;Number
Braunschweig;DE91;65 to 69 years old;Males;2016;42725;Number
Braunschweig;DE91;65 to 69 years old;Total;2016;87532;Number
Braunschweig;DE91;65 to 69 years old;Females;2022;49949;Number
Braunschweig;DE91;65 to 69 years old;Males;2022;46782;Number
Braunschweig;DE91;65 to 69 years old;Total;2022;96731;Number
Hannover;DE92;65 to 69 years old;Females;2004;71025;Number
Hannover;DE92;65 to 69 years old;Males;2004;65690;Number
Hannover;DE92;65 to 69 years old;Total;2004;136715;Number
Hannover;DE92;65 to 69 years old;Females;2010;68075;Number
Hannover;DE92;65 to 69 years old;Males;2010;62919;Number
Hannover;DE92;65 to 69 years old;Total;2010;130994;Number
Hannover;DE92;65 to 69 years old;Females;2016;59714;Number
Hannover;DE92;65 to 69 years old;Males;2016;55429;Number
Hannover;DE92;65 to 69 years old;Total;2016;115143;Number
Hannover;DE92;65 to 69 years old;Females;2022;65520;Number
Hannover;DE92;65 to 69 years old;Males;2022;60021;Number
Hannover;DE92;65 to 69 years old;Total;2022;125541;Number
Köln;DEA2;65 to 69 years old;Females;2004;131220;Number
Köln;DEA2;65 to 69 years old;Males;2004;122752;Number
Köln;DEA2;65 to 69 years old;Total;2004;253972;Number
Köln;DEA2;65 to 69 years old;Females;2010;128326;Number
Köln;DEA2;65 to 69 years old;Males;2010;118090;Number
Köln;DEA2;65 to 69 years old;Total;2010;246416;Number
Köln;DEA2;65 to 69 years old;Females;2016;116921;Number
Köln;DEA2;65 to 69 years old;Males;2016;105118;Number
Köln;DEA2;65 to 69 years old;Total;2016;222039;Number
Köln;DEA2;65 to 69 years old;Females;2022;131120;Number
Köln;DEA2;65 to 69 years old;Males;2022;117598;Number
Köln;DEA2;65 to 69 years old;Total;2022;248718;Number
Münster;DEA3;65 to 69 years old;Females;2004;78609;Number
Münster;DEA3;65 to 69 years old;Males;2004;69343;Number
Münster;DEA3;65 to 69 years old;Total;2004;147952;Number
Münster;DEA3;65 to 69 years old;Females;2010;70647;Number
Münster;DEA3;65 to 69 years old;Males;2010;65116;Number
Münster;DEA3;65 to 69 years old;Total;2010;135763;Number
Münster;DEA3;65 to 69 years old;Females;2016;68404;Number
Münster;DEA3;65 to 69 years old;Males;2016;64660;Number
Münster;DEA3;65 to 69 years old;Total;2016;133064;Number
Münster;DEA3;65 to 69 years old;Females;2022;82642;Number
Münster;DEA3;65 to 69 years old;Males;2022;76007;Number
Münster;DEA3;65 to 69 years old;Total;2022;158649;Number
Detmold;DEA4;65 to 69 years old;Females;2004;63694;Number
Detmold;DEA4;65 to 69 years old;Males;2004;57085;Number
Detmold;DEA4;65 to 69 years old;Total;2004;120779;Number
Detmold;DEA4;65 to 69 years old;Females;2010;56562;Number
Detmold;DEA4;65 to 69 years old;Males;2010;52451;Number
Detmold;DEA4;65 to 69 years old;Total;2010;109013;Number
Detmold;DEA4;65 to 69 years old;Females;2016;52195;Number
Detmold;DEA4;65 to 69 years old;Males;2016;48950;Number
Detmold;DEA4;65 to 69 years old;Total;2016;101145;Number
Detmold;DEA4;65 to 69 years old;Females;2022;62478;Number
Detmold;DEA4;65 to 69 years old;Males;2022;57963;Number
Detmold;DEA4;65 to 69 years old;Total;2022;120441;Number
Arnsberg;DEA5;65 to 69 years old;Females;2004;122357;Number
Arnsberg;DEA5;65 to 69 years old;Males;2004;110850;Number
Arnsberg;DEA5;65 to 69 years old;Total;2004;233207;Number
Arnsberg;DEA5;65 to 69 years old;Females;2010;110898;Number
Arnsberg;DEA5;65 to 69 years old;Males;2010;101692;Number
Arnsberg;DEA5;65 to 69 years old;Total;2010;212590;Number
Arnsberg;DEA5;65 to 69 years old;Females;2016;99692;Number
Arnsberg;DEA5;65 to 69 years old;Males;2016;91389;Number
Arnsberg;DEA5;65 to 69 years old;Total;2016;191081;Number
Arnsberg;DEA5;65 to 69 years old;Females;2022;114448;Number
Arnsberg;DEA5;65 to 69 years old;Males;2022;103083;Number
Arnsberg;DEA5;65 to 69 years old;Total;2022;217531;Number
Koblenz;DEB1;65 to 69 years old;Females;2004;48451;Number
Koblenz;DEB1;65 to 69 years old;Males;2004;45101;Number
Koblenz;DEB1;65 to 69 years old;Total;2004;93552;Number
Koblenz;DEB1;65 to 69 years old;Females;2010;43693;Number
Koblenz;DEB1;65 to 69 years old;Males;2010;40822;Number
Koblenz;DEB1;65 to 69 years old;Total;2010;84515;Number
Koblenz;DEB1;65 to 69 years old;Females;2016;42780;Number
Koblenz;DEB1;65 to 69 years old;Males;2016;41433;Number
Koblenz;DEB1;65 to 69 years old;Total;2016;84213;Number
Koblenz;DEB1;65 to 69 years old;Females;2022;50901;Number
Koblenz;DEB1;65 to 69 years old;Males;2022;47833;Number
Koblenz;DEB1;65 to 69 years old;Total;2022;98734;Number
Trier;DEB2;65 to 69 years old;Females;2004;15678;Number
Trier;DEB2;65 to 69 years old;Males;2004;14323;Number
Trier;DEB2;65 to 69 years old;Total;2004;30001;Number
Trier;DEB2;65 to 69 years old;Females;2010;13665;Number
Trier;DEB2;65 to 69 years old;Males;2010;12704;Number
Trier;DEB2;65 to 69 years old;Total;2010;26369;Number
Trier;DEB2;65 to 69 years old;Females;2016;13518;Number
Trier;DEB2;65 to 69 years old;Males;2016;13517;Number
Trier;DEB2;65 to 69 years old;Total;2016;27035;Number
Trier;DEB2;65 to 69 years old;Females;2022;17589;Number
Trier;DEB2;65 to 69 years old;Males;2022;16987;Number
Trier;DEB2;65 to 69 years old;Total;2022;34576;Number
Rheinhessen-Pfalz;DEB3;65 to 69 years old;Females;2004;61620;Number
Rheinhessen-Pfalz;DEB3;65 to 69 years old;Males;2004;57577;Number
Rheinhessen-Pfalz;DEB3;65 to 69 years old;Total;2004;119197;Number
Rheinhessen-Pfalz;DEB3;65 to 69 years old;Females;2010;58006;Number
Rheinhessen-Pfalz;DEB3;65 to 69 years old;Males;2010;54275;Number
Rheinhessen-Pfalz;DEB3;65 to 69 years old;Total;2010;112281;Number
Rheinhessen-Pfalz;DEB3;65 to 69 years old;Females;2016;56069;Number
Rheinhessen-Pfalz;DEB3;65 to 69 years old;Males;2016;52513;Number
Rheinhessen-Pfalz;DEB3;65 to 69 years old;Total;2016;108582;Number
Rheinhessen-Pfalz;DEB3;65 to 69 years old;Females;2022;66665;Number
Rheinhessen-Pfalz;DEB3;65 to 69 years old;Males;2022;62009;Number
Rheinhessen-Pfalz;DEB3;65 to 69 years old;Total;2022;128674;Number
Saarland;DEC;65 to 69 years old;Females;2004;37070;Number
Saarland;DEC;65 to 69 years old;Males;2004;32739;Number
Saarland;DEC;65 to 69 years old;Total;2004;69809;Number
Saarland;DEC;65 to 69 years old;Females;2010;31729;Number
Saarland;DEC;65 to 69 years old;Males;2010;28406;Number
Saarland;DEC;65 to 69 years old;Total;2010;60135;Number
Saarland;DEC;65 to 69 years old;Females;2016;29783;Number
Saarland;DEC;65 to 69 years old;Males;2016;28386;Number
Saarland;DEC;65 to 69 years old;Total;2016;58169;Number
Saarland;DEC;65 to 69 years old;Females;2022;35832;Number
Saarland;DEC;65 to 69 years old;Males;2022;33420;Number
Saarland;DEC;65 to 69 years old;Total;2022;69252;Number
Saarland;DEC0;65 to 69 years old;Females;2004;37070;Number
Saarland;DEC0;65 to 69 years old;Males;2004;32739;Number
Saarland;DEC0;65 to 69 years old;Total;2004;69809;Number
Saarland;DEC0;65 to 69 years old;Females;2010;31729;Number
Saarland;DEC0;65 to 69 years old;Males;2010;28406;Number
Saarland;DEC0;65 to 69 years old;Total;2010;60135;Number
Saarland;DEC0;65 to 69 years old;Females;2016;29783;Number
Saarland;DEC0;65 to 69 years old;Males;2016;28386;Number
Saarland;DEC0;65 to 69 years old;Total;2016;58169;Number
Saarland;DEC0;65 to 69 years old;Females;2022;35832;Number
Saarland;DEC0;65 to 69 years old;Males;2022;33420;Number
Saarland;DEC0;65 to 69 years old;Total;2022;69252;Number
Dresden;DED2;65 to 69 years old;Females;2004;60972;Number
Dresden;DED2;65 to 69 years old;Males;2004;54227;Number
Dresden;DED2;65 to 69 years old;Total;2004;115199;Number
Dresden;DED2;65 to 69 years old;Females;2010;62872;Number
Dresden;DED2;65 to 69 years old;Males;2010;55477;Number
Dresden;DED2;65 to 69 years old;Total;2010;118349;Number
Dresden;DED2;65 to 69 years old;Females;2016;44226;Number
Dresden;DED2;65 to 69 years old;Males;2016;39808;Number
Dresden;DED2;65 to 69 years old;Total;2016;84034;Number
Dresden;DED2;65 to 69 years old;Females;2022;56638;Number
Dresden;DED2;65 to 69 years old;Males;2022;51612;Number
Dresden;DED2;65 to 69 years old;Total;2022;108250;Number
Chemnitz;DED4;65 to 69 years old;Females;2004;0;Number
Chemnitz;DED4;65 to 69 years old;Males;2004;0;Number
Chemnitz;DED4;65 to 69 years old;Total;2004;0;Number
Chemnitz;DED4;65 to 69 years old;Females;2010;0;Number
Chemnitz;DED4;65 to 69 years old;Males;2010;0;Number
Chemnitz;DED4;65 to 69 years old;Total;2010;0;Number
Chemnitz;DED4;65 to 69 years old;Females;2016;48576;Number
Chemnitz;DED4;65 to 69 years old;Males;2016;43902;Number
Chemnitz;DED4;65 to 69 years old;Total;2016;92478;Number
Chemnitz;DED4;65 to 69 years old;Females;2022;58970;Number
Chemnitz;DED4;65 to 69 years old;Males;2022;52254;Number
Chemnitz;DED4;65 to 69 years old;Total;2022;111224;Number
Leipzig;DED5;65 to 69 years old;Females;2004;0;Number
Leipzig;DED5;65 to 69 years old;Males;2004;0;Number
Leipzig;DED5;65 to 69 years old;Total;2004;0;Number
Leipzig;DED5;65 to 69 years old;Females;2010;0;Number
Leipzig;DED5;65 to 69 years old;Males;2010;0;Number
Leipzig;DED5;65 to 69 years old;Total;2010;0;Number
Leipzig;DED5;65 to 69 years old;Females;2016;26687;Number
Leipzig;DED5;65 to 69 years old;Males;2016;23563;Number
Leipzig;DED5;65 to 69 years old;Total;2016;50250;Number
Leipzig;DED5;65 to 69 years old;Females;2022;33917;Number
Leipzig;DED5;65 to 69 years old;Males;2022;30126;Number
Leipzig;DED5;65 to 69 years old;Total;2022;64043;Number
Hovedstaden;DK01;65 to 69 years old;Females;2004;0;Number
Hovedstaden;DK01;65 to 69 years old;Males;2004;0;Number
Hovedstaden;DK01;65 to 69 years old;Total;2004;0;Number
Hovedstaden;DK01;65 to 69 years old;Females;2010;44448;Number
Hovedstaden;DK01;65 to 69 years old;Males;2010;40299;Number
Hovedstaden;DK01;65 to 69 years old;Total;2010;84747;Number
Hovedstaden;DK01;65 to 69 years old;Females;2016;49596;Number
Hovedstaden;DK01;65 to 69 years old;Males;2016;44778;Number
Hovedstaden;DK01;65 to 69 years old;Total;2016;94374;Number
Hovedstaden;DK01;65 to 69 years old;Females;2022;44928;Number
Hovedstaden;DK01;65 to 69 years old;Males;2022;40770;Number
Hovedstaden;DK01;65 to 69 years old;Total;2022;85698;Number
Sjælland;DK02;65 to 69 years old;Females;2004;0;Number
Sjælland;DK02;65 to 69 years old;Males;2004;0;Number
Sjælland;DK02;65 to 69 years old;Total;2004;0;Number
Sjælland;DK02;65 to 69 years old;Females;2010;25703;Number
Sjælland;DK02;65 to 69 years old;Males;2010;25231;Number
Sjælland;DK02;65 to 69 years old;Total;2010;50934;Number
