city_name;city_code;age;sex;measurement_date;value;unit
Molise;ITF2;20 to 24 years old;Females;2004;9607;Number
Molise;ITF2;20 to 24 years old;Males;2004;10022;Number
Molise;ITF2;20 to 24 years old;Total;2004;19629;Number
Molise;ITF2;20 to 24 years old;Females;2010;8658;Number
Molise;ITF2;20 to 24 years old;Males;2010;9059;Number
Molise;ITF2;20 to 24 years old;Total;2010;17717;Number
Molise;ITF2;20 to 24 years old;Females;2016;8062;Number
Molise;ITF2;20 to 24 years old;Males;2016;8826;Number
Molise;ITF2;20 to 24 years old;Total;2016;16888;Number
Molise;ITF2;20 to 24 years old;Females;2022;6773;Number
Molise;ITF2;20 to 24 years old;Males;2022;7675;Number
Molise;ITF2;20 to 24 years old;Total;2022;14448;Number
Provincia Autonoma di Bolzano/Bozen;ITH1;20 to 24 years old;Females;2004;13479;Number
Provincia Autonoma di Bolzano/Bozen;ITH1;20 to 24 years old;Males;2004;13854;Number
Provincia Autonoma di Bolzano/Bozen;ITH1;20 to 24 years old;Total;2004;27333;Number
Provincia Autonoma di Bolzano/Bozen;ITH1;20 to 24 years old;Females;2010;13180;Number
Provincia Autonoma di Bolzano/Bozen;ITH1;20 to 24 years old;Males;2010;13782;Number
Provincia Autonoma di Bolzano/Bozen;ITH1;20 to 24 years old;Total;2010;26962;Number
Provincia Autonoma di Bolzano/Bozen;ITH1;20 to 24 years old;Females;2016;14245;Number
Provincia Autonoma di Bolzano/Bozen;ITH1;20 to 24 years old;Males;2016;15056;Number
Provincia Autonoma di Bolzano/Bozen;ITH1;20 to 24 years old;Total;2016;29301;Number
Provincia Autonoma di Bolzano/Bozen;ITH1;20 to 24 years old;Females;2022;14574;Number
Provincia Autonoma di Bolzano/Bozen;ITH1;20 to 24 years old;Males;2022;15842;Number
Provincia Autonoma di Bolzano/Bozen;ITH1;20 to 24 years old;Total;2022;30416;Number
Provincia Autonoma di Trento;ITH2;20 to 24 years old;Females;2004;12310;Number
Provincia Autonoma di Trento;ITH2;20 to 24 years old;Males;2004;12665;Number
Provincia Autonoma di Trento;ITH2;20 to 24 years old;Total;2004;24975;Number
Provincia Autonoma di Trento;ITH2;20 to 24 years old;Females;2010;12648;Number
Provincia Autonoma di Trento;ITH2;20 to 24 years old;Males;2010;12859;Number
Provincia Autonoma di Trento;ITH2;20 to 24 years old;Total;2010;25507;Number
Provincia Autonoma di Trento;ITH2;20 to 24 years old;Females;2016;13352;Number
Provincia Autonoma di Trento;ITH2;20 to 24 years old;Males;2016;14143;Number
Provincia Autonoma di Trento;ITH2;20 to 24 years old;Total;2016;27495;Number
Provincia Autonoma di Trento;ITH2;20 to 24 years old;Females;2022;13791;Number
Provincia Autonoma di Trento;ITH2;20 to 24 years old;Males;2022;14892;Number
Provincia Autonoma di Trento;ITH2;20 to 24 years old;Total;2022;28683;Number
Friuli-Venezia Giulia;ITH4;20 to 24 years old;Females;2004;26290;Number
Friuli-Venezia Giulia;ITH4;20 to 24 years old;Males;2004;29068;Number
Friuli-Venezia Giulia;ITH4;20 to 24 years old;Total;2004;55358;Number
Friuli-Venezia Giulia;ITH4;20 to 24 years old;Females;2010;25400;Number
Friuli-Venezia Giulia;ITH4;20 to 24 years old;Males;2010;26047;Number
Friuli-Venezia Giulia;ITH4;20 to 24 years old;Total;2010;51447;Number
Friuli-Venezia Giulia;ITH4;20 to 24 years old;Females;2016;25226;Number
Friuli-Venezia Giulia;ITH4;20 to 24 years old;Males;2016;26685;Number
Friuli-Venezia Giulia;ITH4;20 to 24 years old;Total;2016;51911;Number
Friuli-Venezia Giulia;ITH4;20 to 24 years old;Females;2022;25718;Number
Friuli-Venezia Giulia;ITH4;20 to 24 years old;Males;2022;28932;Number
Friuli-Venezia Giulia;ITH4;20 to 24 years old;Total;2022;54650;Number
Umbria;ITI2;20 to 24 years old;Females;2004;21414;Number
Umbria;ITI2;20 to 24 years old;Males;2004;22526;Number
Umbria;ITI2;20 to 24 years old;Total;2004;43940;Number
Umbria;ITI2;20 to 24 years old;Females;2010;20715;Number
Umbria;ITI2;20 to 24 years old;Males;2010;21244;Number
Umbria;ITI2;20 to 24 years old;Total;2010;41959;Number
Umbria;ITI2;20 to 24 years old;Females;2016;19693;Number
Umbria;ITI2;20 to 24 years old;Males;2016;20655;Number
Umbria;ITI2;20 to 24 years old;Total;2016;40348;Number
Umbria;ITI2;20 to 24 years old;Females;2022;18608;Number
Umbria;ITI2;20 to 24 years old;Males;2022;20663;Number
Umbria;ITI2;20 to 24 years old;Total;2022;39271;Number
Marche;ITI3;20 to 24 years old;Females;2004;38725;Number
Marche;ITI3;20 to 24 years old;Males;2004;40064;Number
Marche;ITI3;20 to 24 years old;Total;2004;78789;Number
Marche;ITI3;20 to 24 years old;Females;2010;36676;Number
Marche;ITI3;20 to 24 years old;Males;2010;37828;Number
Marche;ITI3;20 to 24 years old;Total;2010;74504;Number
Marche;ITI3;20 to 24 years old;Females;2016;35113;Number
Marche;ITI3;20 to 24 years old;Males;2016;37423;Number
Marche;ITI3;20 to 24 years old;Total;2016;72536;Number
Marche;ITI3;20 to 24 years old;Females;2022;33691;Number
Marche;ITI3;20 to 24 years old;Males;2022;37625;Number
Marche;ITI3;20 to 24 years old;Total;2022;71316;Number
Liechtenstein;LI;20 to 24 years old;Females;2004;1066;Number
Liechtenstein;LI;20 to 24 years old;Males;2004;1089;Number
Liechtenstein;LI;20 to 24 years old;Total;2004;2155;Number
Liechtenstein;LI;20 to 24 years old;Females;2010;1065;Number
Liechtenstein;LI;20 to 24 years old;Males;2010;1129;Number
Liechtenstein;LI;20 to 24 years old;Total;2010;2194;Number
Liechtenstein;LI;20 to 24 years old;Females;2016;1100;Number
Liechtenstein;LI;20 to 24 years old;Males;2016;1144;Number
Liechtenstein;LI;20 to 24 years old;Total;2016;2244;Number
Liechtenstein;LI;20 to 24 years old;Females;2022;1054;Number
Liechtenstein;LI;20 to 24 years old;Males;2022;1052;Number
Liechtenstein;LI;20 to 24 years old;Total;2022;2106;Number
Liechtenstein;LI0;20 to 24 years old;Females;2004;1066;Number
Liechtenstein;LI0;20 to 24 years old;Males;2004;1089;Number
Liechtenstein;LI0;20 to 24 years old;Total;2004;2155;Number
Liechtenstein;LI0;20 to 24 years old;Females;2010;1065;Number
Liechtenstein;LI0;20 to 24 years old;Males;2010;1129;Number
Liechtenstein;LI0;20 to 24 years old;Total;2010;2194;Number
Liechtenstein;LI0;20 to 24 years old;Females;2016;1100;Number
Liechtenstein;LI0;20 to 24 years old;Males;2016;1144;Number
Liechtenstein;LI0;20 to 24 years old;Total;2016;2244;Number
Liechtenstein;LI0;20 to 24 years old;Females;2022;1054;Number
Liechtenstein;LI0;20 to 24 years old;Males;2022;1052;Number
Liechtenstein;LI0;20 to 24 years old;Total;2022;2106;Number
Liechtenstein;LI00;20 to 24 years old;Females;2004;1066;Number
Liechtenstein;LI00;20 to 24 years old;Males;2004;1089;Number
Liechtenstein;LI00;20 to 24 years old;Total;2004;2155;Number
Liechtenstein;LI00;20 to 24 years old;Females;2010;1065;Number
Liechtenstein;LI00;20 to 24 years old;Males;2010;1129;Number
Liechtenstein;LI00;20 to 24 years old;Total;2010;2194;Number
Liechtenstein;LI00;20 to 24 years old;Females;2016;1100;Number
Liechtenstein;LI00;20 to 24 years old;Males;2016;1144;Number
Liechtenstein;LI00;20 to 24 years old;Total;2016;2244;Number
Liechtenstein;LI00;20 to 24 years old;Females;2022;1054;Number
Liechtenstein;LI00;20 to 24 years old;Males;2022;1052;Number
Liechtenstein;LI00;20 to 24 years old;Total;2022;2106;Number
Sostines regionas;LT01;20 to 24 years old;Females;2004;33027;Number
Sostines regionas;LT01;20 to 24 years old;Males;2004;32015;Number
Sostines regionas;LT01;20 to 24 years old;Total;2004;65042;Number
Sostines regionas;LT01;20 to 24 years old;Females;2010;27876;Number
Sostines regionas;LT01;20 to 24 years old;Males;2010;28319;Number
Sostines regionas;LT01;20 to 24 years old;Total;2010;56195;Number
Sostines regionas;LT01;20 to 24 years old;Females;2016;24117;Number
Sostines regionas;LT01;20 to 24 years old;Males;2016;24296;Number
Sostines regionas;LT01;20 to 24 years old;Total;2016;48413;Number
Sostines regionas;LT01;20 to 24 years old;Females;2022;17824;Number
Sostines regionas;LT01;20 to 24 years old;Males;2022;18707;Number
Sostines regionas;LT01;20 to 24 years old;Total;2022;36531;Number
Luxembourg;LU;20 to 24 years old;Females;2004;13220;Number
Luxembourg;LU;20 to 24 years old;Males;2004;13633;Number
Luxembourg;LU;20 to 24 years old;Total;2004;26853;Number
Luxembourg;LU;20 to 24 years old;Females;2010;14646;Number
Luxembourg;LU;20 to 24 years old;Males;2010;15105;Number
Luxembourg;LU;20 to 24 years old;Total;2010;29751;Number
Luxembourg;LU;20 to 24 years old;Females;2016;17433;Number
Luxembourg;LU;20 to 24 years old;Males;2016;17944;Number
Luxembourg;LU;20 to 24 years old;Total;2016;35377;Number
Luxembourg;LU;20 to 24 years old;Females;2022;18844;Number
Luxembourg;LU;20 to 24 years old;Males;2022;19913;Number
Luxembourg;LU;20 to 24 years old;Total;2022;38757;Number
Luxembourg;LU0;20 to 24 years old;Females;2004;13220;Number
Luxembourg;LU0;20 to 24 years old;Males;2004;13633;Number
Luxembourg;LU0;20 to 24 years old;Total;2004;26853;Number
Luxembourg;LU0;20 to 24 years old;Females;2010;14646;Number
Luxembourg;LU0;20 to 24 years old;Males;2010;15105;Number
Luxembourg;LU0;20 to 24 years old;Total;2010;29751;Number
Luxembourg;LU0;20 to 24 years old;Females;2016;17433;Number
Luxembourg;LU0;20 to 24 years old;Males;2016;17944;Number
Luxembourg;LU0;20 to 24 years old;Total;2016;35377;Number
Luxembourg;LU0;20 to 24 years old;Females;2022;18844;Number
Luxembourg;LU0;20 to 24 years old;Males;2022;19913;Number
Luxembourg;LU0;20 to 24 years old;Total;2022;38757;Number
Luxembourg;LU00;20 to 24 years old;Females;2004;13220;Number
Luxembourg;LU00;20 to 24 years old;Males;2004;13633;Number
Luxembourg;LU00;20 to 24 years old;Total;2004;26853;Number
Luxembourg;LU00;20 to 24 years old;Females;2010;14646;Number
Luxembourg;LU00;20 to 24 years old;Males;2010;15105;Number
Luxembourg;LU00;20 to 24 years old;Total;2010;29751;Number
Luxembourg;LU00;20 to 24 years old;Females;2016;17433;Number
Luxembourg;LU00;20 to 24 years old;Males;2016;17944;Number
Luxembourg;LU00;20 to 24 years old;Total;2016;35377;Number
Luxembourg;LU00;20 to 24 years old;Females;2022;18844;Number
Luxembourg;LU00;20 to 24 years old;Males;2022;19913;Number
Luxembourg;LU00;20 to 24 years old;Total;2022;38757;Number
Malta;MT;20 to 24 years old;Females;2004;14728;Number
Malta;MT;20 to 24 years old;Males;2004;15493;Number
Malta;MT;20 to 24 years old;Total;2004;30221;Number
Malta;MT;20 to 24 years old;Females;2010;14212;Number
Malta;MT;20 to 24 years old;Males;2010;15373;Number
Malta;MT;20 to 24 years old;Total;2010;29585;Number
Malta;MT;20 to 24 years old;Females;2016;14600;Number
Malta;MT;20 to 24 years old;Males;2016;15969;Number
Malta;MT;20 to 24 years old;Total;2016;30569;Number
Malta;MT;20 to 24 years old;Females;2022;13470;Number
Malta;MT;20 to 24 years old;Males;2022;15214;Number
Malta;MT;20 to 24 years old;Total;2022;28684;Number
Malta;MT0;20 to 24 years old;Females;2004;14728;Number
Malta;MT0;20 to 24 years old;Males;2004;15493;Number
Malta;MT0;20 to 24 years old;Total;2004;30221;Number
Malta;MT0;20 to 24 years old;Females;2010;14212;Number
Malta;MT0;20 to 24 years old;Males;2010;15373;Number
Malta;MT0;20 to 24 years old;Total;2010;29585;Number
Malta;MT0;20 to 24 years old;Females;2016;14600;Number
Malta;MT0;20 to 24 years old;Males;2016;15969;Number
Malta;MT0;20 to 24 years old;Total;2016;30569;Number
Malta;MT0;20 to 24 years old;Females;2022;13470;Number
Malta;MT0;20 to 24 years old;Males;2022;15214;Number
Malta;MT0;20 to 24 years old;Total;2022;28684;Number
Malta;MT00;20 to 24 years old;Females;2004;14728;Number
Malta;MT00;20 to 24 years old;Males;2004;15493;Number
Malta;MT00;20 to 24 years old;Total;2004;30221;Number
Malta;MT00;20 to 24 years old;Females;2010;14212;Number
Malta;MT00;20 to 24 years old;Males;2010;15373;Number
Malta;MT00;20 to 24 years old;Total;2010;29585;Number
Malta;MT00;20 to 24 years old;Females;2016;14600;Number
Malta;MT00;20 to 24 years old;Males;2016;15969;Number
Malta;MT00;20 to 24 years old;Total;2016;30569;Number
Malta;MT00;20 to 24 years old;Females;2022;13470;Number
Malta;MT00;20 to 24 years old;Males;2022;15214;Number
Malta;MT00;20 to 24 years old;Total;2022;28684;Number
Noord-Nederland;NL1;20 to 24 years old;Females;2004;51335;Number
Noord-Nederland;NL1;20 to 24 years old;Males;2004;55104;Number
Noord-Nederland;NL1;20 to 24 years old;Total;2004;106439;Number
Noord-Nederland;NL1;20 to 24 years old;Females;2010;52913;Number
Noord-Nederland;NL1;20 to 24 years old;Males;2010;55361;Number
Noord-Nederland;NL1;20 to 24 years old;Total;2010;108274;Number
Noord-Nederland;NL1;20 to 24 years old;Females;2016;54260;Number
Noord-Nederland;NL1;20 to 24 years old;Males;2016;57323;Number
Noord-Nederland;NL1;20 to 24 years old;Total;2016;111583;Number
Noord-Nederland;NL1;20 to 24 years old;Females;2022;58725;Number
Noord-Nederland;NL1;20 to 24 years old;Males;2022;61070;Number
Noord-Nederland;NL1;20 to 24 years old;Total;2022;119795;Number
Groningen;NL11;20 to 24 years old;Females;2004;22315;Number
Groningen;NL11;20 to 24 years old;Males;2004;22969;Number
Groningen;NL11;20 to 24 years old;Total;2004;45284;Number
Groningen;NL11;20 to 24 years old;Females;2010;24237;Number
Groningen;NL11;20 to 24 years old;Males;2010;23971;Number
Groningen;NL11;20 to 24 years old;Total;2010;48208;Number
Groningen;NL11;20 to 24 years old;Females;2016;26488;Number
Groningen;NL11;20 to 24 years old;Males;2016;26265;Number
Groningen;NL11;20 to 24 years old;Total;2016;52753;Number
Groningen;NL11;20 to 24 years old;Females;2022;27755;Number
Groningen;NL11;20 to 24 years old;Males;2022;26503;Number
Groningen;NL11;20 to 24 years old;Total;2022;54258;Number
Friesland (NL);NL12;20 to 24 years old;Females;2004;18248;Number
Friesland (NL);NL12;20 to 24 years old;Males;2004;20132;Number
Friesland (NL);NL12;20 to 24 years old;Total;2004;38380;Number
Friesland (NL);NL12;20 to 24 years old;Females;2010;17815;Number
Friesland (NL);NL12;20 to 24 years old;Males;2010;19278;Number
Friesland (NL);NL12;20 to 24 years old;Total;2010;37093;Number
Friesland (NL);NL12;20 to 24 years old;Females;2016;17510;Number
Friesland (NL);NL12;20 to 24 years old;Males;2016;19414;Number
Friesland (NL);NL12;20 to 24 years old;Total;2016;36924;Number
Friesland (NL);NL12;20 to 24 years old;Females;2022;18861;Number
Friesland (NL);NL12;20 to 24 years old;Males;2022;20563;Number
Friesland (NL);NL12;20 to 24 years old;Total;2022;39424;Number
Drenthe;NL13;20 to 24 years old;Females;2004;10772;Number
Drenthe;NL13;20 to 24 years old;Males;2004;12003;Number
Drenthe;NL13;20 to 24 years old;Total;2004;22775;Number
Drenthe;NL13;20 to 24 years old;Females;2010;10861;Number
Drenthe;NL13;20 to 24 years old;Males;2010;12112;Number
Drenthe;NL13;20 to 24 years old;Total;2010;22973;Number
Drenthe;NL13;20 to 24 years old;Females;2016;10262;Number
Drenthe;NL13;20 to 24 years old;Males;2016;11644;Number
Drenthe;NL13;20 to 24 years old;Total;2016;21906;Number
Drenthe;NL13;20 to 24 years old;Females;2022;12109;Number
Drenthe;NL13;20 to 24 years old;Males;2022;14004;Number
Drenthe;NL13;20 to 24 years old;Total;2022;26113;Number
Overijssel;NL21;20 to 24 years old;Females;2004;33091;Number
Overijssel;NL21;20 to 24 years old;Males;2004;36439;Number
Overijssel;NL21;20 to 24 years old;Total;2004;69530;Number
Overijssel;NL21;20 to 24 years old;Females;2010;33258;Number
Overijssel;NL21;20 to 24 years old;Males;2010;36650;Number
Overijssel;NL21;20 to 24 years old;Total;2010;69908;Number
Overijssel;NL21;20 to 24 years old;Females;2016;33109;Number
Overijssel;NL21;20 to 24 years old;Males;2016;36337;Number
Overijssel;NL21;20 to 24 years old;Total;2016;69446;Number
Overijssel;NL21;20 to 24 years old;Females;2022;36330;Number
Overijssel;NL21;20 to 24 years old;Males;2022;40962;Number
Overijssel;NL21;20 to 24 years old;Total;2022;77292;Number
Gelderland;NL22;20 to 24 years old;Females;2004;56783;Number
Gelderland;NL22;20 to 24 years old;Males;2004;57623;Number
Gelderland;NL22;20 to 24 years old;Total;2004;114406;Number
Gelderland;NL22;20 to 24 years old;Females;2010;58218;Number
Gelderland;NL22;20 to 24 years old;Males;2010;59046;Number
Gelderland;NL22;20 to 24 years old;Total;2010;117264;Number
Gelderland;NL22;20 to 24 years old;Females;2016;62453;Number
Gelderland;NL22;20 to 24 years old;Males;2016;63579;Number
Gelderland;NL22;20 to 24 years old;Total;2016;126032;Number
Gelderland;NL22;20 to 24 years old;Females;2022;66650;Number
Gelderland;NL22;20 to 24 years old;Males;2022;68500;Number
Gelderland;NL22;20 to 24 years old;Total;2022;135150;Number
Flevoland;NL23;20 to 24 years old;Females;2004;11126;Number
Flevoland;NL23;20 to 24 years old;Males;2004;11355;Number
Flevoland;NL23;20 to 24 years old;Total;2004;22481;Number
Flevoland;NL23;20 to 24 years old;Females;2010;11784;Number
Flevoland;NL23;20 to 24 years old;Males;2010;12590;Number
Flevoland;NL23;20 to 24 years old;Total;2010;24374;Number
Flevoland;NL23;20 to 24 years old;Females;2016;11837;Number
Flevoland;NL23;20 to 24 years old;Males;2016;13165;Number
Flevoland;NL23;20 to 24 years old;Total;2016;25002;Number
Flevoland;NL23;20 to 24 years old;Females;2022;12582;Number
Flevoland;NL23;20 to 24 years old;Males;2022;14044;Number
Flevoland;NL23;20 to 24 years old;Total;2022;26626;Number
Utrecht;NL31;20 to 24 years old;Females;2004;39300;Number
Utrecht;NL31;20 to 24 years old;Males;2004;35895;Number
Utrecht;NL31;20 to 24 years old;Total;2004;75195;Number
Utrecht;NL31;20 to 24 years old;Females;2010;43707;Number
Utrecht;NL31;20 to 24 years old;Males;2010;39312;Number
Utrecht;NL31;20 to 24 years old;Total;2010;83019;Number
Utrecht;NL31;20 to 24 years old;Females;2016;44858;Number
Utrecht;NL31;20 to 24 years old;Males;2016;40866;Number
Utrecht;NL31;20 to 24 years old;Total;2016;85724;Number
Utrecht;NL31;20 to 24 years old;Females;2022;46205;Number
Utrecht;NL31;20 to 24 years old;Males;2022;43679;Number
Utrecht;NL31;20 to 24 years old;Total;2022;89884;Number
Noord-Holland;NL32;20 to 24 years old;Females;2004;73936;Number
Noord-Holland;NL32;20 to 24 years old;Males;2004;71418;Number
Noord-Holland;NL32;20 to 24 years old;Total;2004;145354;Number
Noord-Holland;NL32;20 to 24 years old;Females;2010;82091;Number
Noord-Holland;NL32;20 to 24 years old;Males;2010;78417;Number
Noord-Holland;NL32;20 to 24 years old;Total;2010;160508;Number
Noord-Holland;NL32;20 to 24 years old;Females;2016;88712;Number
Noord-Holland;NL32;20 to 24 years old;Males;2016;85202;Number
Noord-Holland;NL32;20 to 24 years old;Total;2016;173914;Number
Noord-Holland;NL32;20 to 24 years old;Females;2022;92788;Number
Noord-Holland;NL32;20 to 24 years old;Males;2022;90407;Number
Noord-Holland;NL32;20 to 24 years old;Total;2022;183195;Number
Zuid-Holland;NL33;20 to 24 years old;Females;2004;107796;Number
Zuid-Holland;NL33;20 to 24 years old;Males;2004;109374;Number
Zuid-Holland;NL33;20 to 24 years old;Total;2004;217170;Number
Zuid-Holland;NL33;20 to 24 years old;Females;2010;110831;Number
Zuid-Holland;NL33;20 to 24 years old;Males;2010;114169;Number
Zuid-Holland;NL33;20 to 24 years old;Total;2010;225000;Number
Zuid-Holland;NL33;20 to 24 years old;Females;2016;115893;Number
Zuid-Holland;NL33;20 to 24 years old;Males;2016;122002;Number
Zuid-Holland;NL33;20 to 24 years old;Total;2016;237895;Number
Zuid-Holland;NL33;20 to 24 years old;Females;2022;123257;Number
Zuid-Holland;NL33;20 to 24 years old;Males;2022;126199;Number
Zuid-Holland;NL33;20 to 24 years old;Total;2022;249456;Number
Zeeland;NL34;20 to 24 years old;Females;2004;8890;Number
Zeeland;NL34;20 to 24 years old;Males;2004;10188;Number
Zeeland;NL34;20 to 24 years old;Total;2004;19078;Number
Zeeland;NL34;20 to 24 years old;Females;2010;8805;Number
Zeeland;NL34;20 to 24 years old;Males;2010;9994;Number
Zeeland;NL34;20 to 24 years old;Total;2010;18799;Number
Zeeland;NL34;20 to 24 years old;Females;2016;9341;Number
Zeeland;NL34;20 to 24 years old;Males;2016;10010;Number
Zeeland;NL34;20 to 24 years old;Total;2016;19351;Number
Zeeland;NL34;20 to 24 years old;Females;2022;9671;Number
Zeeland;NL34;20 to 24 years old;Males;2022;10895;Number
Zeeland;NL34;20 to 24 years old;Total;2022;20566;Number
Zuid-Nederland;NL4;20 to 24 years old;Females;2004;97009;Number
Zuid-Nederland;NL4;20 to 24 years old;Males;2004;102201;Number
Zuid-Nederland;NL4;20 to 24 years old;Total;2004;199210;Number
Zuid-Nederland;NL4;20 to 24 years old;Females;2010;99387;Number
Zuid-Nederland;NL4;20 to 24 years old;Males;2010;106377;Number
Zuid-Nederland;NL4;20 to 24 years old;Total;2010;205764;Number
Zuid-Nederland;NL4;20 to 24 years old;Females;2016;104463;Number
Zuid-Nederland;NL4;20 to 24 years old;Males;2016;112536;Number
Zuid-Nederland;NL4;20 to 24 years old;Total;2016;216999;Number
Zuid-Nederland;NL4;20 to 24 years old;Females;2022;111725;Number
Zuid-Nederland;NL4;20 to 24 years old;Males;2022;119196;Number
Zuid-Nederland;NL4;20 to 24 years old;Total;2022;230921;Number
Noord-Brabant;NL41;20 to 24 years old;Females;2004;67276;Number
Noord-Brabant;NL41;20 to 24 years old;Males;2004;71287;Number
Noord-Brabant;NL41;20 to 24 years old;Total;2004;138563;Number
Noord-Brabant;NL41;20 to 24 years old;Females;2010;68295;Number
Noord-Brabant;NL41;20 to 24 years old;Males;2010;73887;Number
Noord-Brabant;NL41;20 to 24 years old;Total;2010;142182;Number
Noord-Brabant;NL41;20 to 24 years old;Females;2016;71941;Number
Noord-Brabant;NL41;20 to 24 years old;Males;2016;79199;Number
Noord-Brabant;NL41;20 to 24 years old;Total;2016;151140;Number
Noord-Brabant;NL41;20 to 24 years old;Females;2022;77862;Number
Noord-Brabant;NL41;20 to 24 years old;Males;2022;85033;Number
Noord-Brabant;NL41;20 to 24 years old;Total;2022;162895;Number
Limburg (NL);NL42;20 to 24 years old;Females;2004;29733;Number
Limburg (NL);NL42;20 to 24 years old;Males;2004;30914;Number
Limburg (NL);NL42;20 to 24 years old;Total;2004;60647;Number
Limburg (NL);NL42;20 to 24 years old;Females;2010;31092;Number
Limburg (NL);NL42;20 to 24 years old;Males;2010;32490;Number
Limburg (NL);NL42;20 to 24 years old;Total;2010;63582;Number
Limburg (NL);NL42;20 to 24 years old;Females;2016;32522;Number
Limburg (NL);NL42;20 to 24 years old;Males;2016;33337;Number
Limburg (NL);NL42;20 to 24 years old;Total;2016;65859;Number
Limburg (NL);NL42;20 to 24 years old;Females;2022;33863;Number
Limburg (NL);NL42;20 to 24 years old;Males;2022;34163;Number
Limburg (NL);NL42;20 to 24 years old;Total;2022;68026;Number
Opolskie;PL52;20 to 24 years old;Females;2004;44315;Number
Opolskie;PL52;20 to 24 years old;Males;2004;43846;Number
Opolskie;PL52;20 to 24 years old;Total;2004;88161;Number
Opolskie;PL52;20 to 24 years old;Females;2010;37103;Number
Opolskie;PL52;20 to 24 years old;Males;2010;38263;Number
Opolskie;PL52;20 to 24 years old;Total;2010;75366;Number
Opolskie;PL52;20 to 24 years old;Females;2016;29884;Number
Opolskie;PL52;20 to 24 years old;Males;2016;30700;Number
Opolskie;PL52;20 to 24 years old;Total;2016;60584;Number
Opolskie;PL52;20 to 24 years old;Females;2022;22716;Number
Opolskie;PL52;20 to 24 years old;Males;2022;23559;Number
Opolskie;PL52;20 to 24 years old;Total;2022;46275;Number
Warszawski stoleczny;PL91;20 to 24 years old;Females;2004;0;Number
Warszawski stoleczny;PL91;20 to 24 years old;Males;2004;0;Number
Warszawski stoleczny;PL91;20 to 24 years old;Total;2004;0;Number
Warszawski stoleczny;PL91;20 to 24 years old;Females;2010;0;Number
Warszawski stoleczny;PL91;20 to 24 years old;Males;2010;0;Number
Warszawski stoleczny;PL91;20 to 24 years old;Total;2010;0;Number
Warszawski stoleczny;PL91;20 to 24 years old;Females;2016;71275;Number
Warszawski stoleczny;PL91;20 to 24 years old;Males;2016;72950;Number
Warszawski stoleczny;PL91;20 to 24 years old;Total;2016;144225;Number
Warszawski stoleczny;PL91;20 to 24 years old;Females;2022;62088;Number
Warszawski stoleczny;PL91;20 to 24 years old;Males;2022;64815;Number
Warszawski stoleczny;PL91;20 to 24 years old;Total;2022;126903;Number
Algarve;PT15;20 to 24 years old;Females;2004;13632;Number
Algarve;PT15;20 to 24 years old;Males;2004;13798;Number
Algarve;PT15;20 to 24 years old;Total;2004;27430;Number
Algarve;PT15;20 to 24 years old;Females;2010;11939;Number
Algarve;PT15;20 to 24 years old;Males;2010;12215;Number
Algarve;PT15;20 to 24 years old;Total;2010;24154;Number
Algarve;PT15;20 to 24 years old;Females;2016;11015;Number
Algarve;PT15;20 to 24 years old;Males;2016;11167;Number
Algarve;PT15;20 to 24 years old;Total;2016;22182;Number
Algarve;PT15;20 to 24 years old;Females;2022;10979;Number
Algarve;PT15;20 to 24 years old;Males;2022;11488;Number
Algarve;PT15;20 to 24 years old;Total;2022;22467;Number
Área Metropolitana de Lisboa;PT17;20 to 24 years old;Females;2004;92462;Number
Área Metropolitana de Lisboa;PT17;20 to 24 years old;Males;2004;92164;Number
Área Metropolitana de Lisboa;PT17;20 to 24 years old;Total;2004;184626;Number
Área Metropolitana de Lisboa;PT17;20 to 24 years old;Females;2010;75152;Number
Área Metropolitana de Lisboa;PT17;20 to 24 years old;Males;2010;74009;Number
Área Metropolitana de Lisboa;PT17;20 to 24 years old;Total;2010;149161;Number
Área Metropolitana de Lisboa;PT17;20 to 24 years old;Females;2016;68941;Number
Área Metropolitana de Lisboa;PT17;20 to 24 years old;Males;2016;68752;Number
Área Metropolitana de Lisboa;PT17;20 to 24 years old;Total;2016;137693;Number
Área Metropolitana de Lisboa;PT17;20 to 24 years old;Females;2022;77410;Number
Área Metropolitana de Lisboa;PT17;20 to 24 years old;Males;2022;79169;Number
Área Metropolitana de Lisboa;PT17;20 to 24 years old;Total;2022;156579;Number
Região Autónoma dos Açores (PT);PT2;20 to 24 years old;Females;2004;9975;Number
Região Autónoma dos Açores (PT);PT2;20 to 24 years old;Males;2004;10509;Number
Região Autónoma dos Açores (PT);PT2;20 to 24 years old;Total;2004;20484;Number
Região Autónoma dos Açores (PT);PT2;20 to 24 years old;Females;2010;8741;Number
Região Autónoma dos Açores (PT);PT2;20 to 24 years old;Males;2010;9313;Number
Região Autónoma dos Açores (PT);PT2;20 to 24 years old;Total;2010;18054;Number
Região Autónoma dos Açores (PT);PT2;20 to 24 years old;Females;2016;8484;Number
Região Autónoma dos Açores (PT);PT2;20 to 24 years old;Males;2016;8709;Number
Região Autónoma dos Açores (PT);PT2;20 to 24 years old;Total;2016;17193;Number
Região Autónoma dos Açores (PT);PT2;20 to 24 years old;Females;2022;7074;Number
Região Autónoma dos Açores (PT);PT2;20 to 24 years old;Males;2022;7266;Number
Região Autónoma dos Açores (PT);PT2;20 to 24 years old;Total;2022;14340;Number
Região Autónoma dos Açores (PT);PT20;20 to 24 years old;Females;2004;9975;Number
