NUTS level;NUTS value;country;name;latitude;longitude
3;DEB21;DE;Trier;49.7596208;6.6441878
0;DE;DE;Tübingen;48.5236164;9.0535531
1;DE1;DE;Tübingen;48.5236164;9.0535531
2;DE14;DE;Tübingen;48.5236164;9.0535531
3;DE142;DE;Tübingen;48.5236164;9.0535531
0;DE;DE;Ulm;48.3974003;9.9934336
1;DE1;DE;Ulm;48.3974003;9.9934336
2;DE14;DE;Ulm;48.3974003;9.9934336
3;DE144;DE;Ulm;48.3974003;9.9934336
0;DE;DE;Villingen-Schwenningen;48.0632359;8.4945022
1;DE1;DE;Villingen-Schwenningen;48.0632359;8.4945022
2;DE13;DE;Villingen-Schwenningen;48.0632359;8.4945022
3;DE136;DE;Villingen-Schwenningen;48.0632359;8.4945022
0;DE;DE;Weimar;50.9810486;11.3296637
1;DEG;DE;Weimar;50.9810486;11.3296637
2;DEG0;DE;Weimar;50.9810486;11.3296637
3;DEG05;DE;Weimar;50.9810486;11.3296637
0;DE;DE;Wetzlar;50.5525346;8.5074406
1;DE7;DE;Wetzlar;50.5525346;8.5074406
2;DE72;DE;Wetzlar;50.5525346;8.5074406
3;DE722;DE;Wetzlar;50.5525346;8.5074406
0;DE;DE;Wiesbaden;50.0820384;8.2416556
1;DE7;DE;Wiesbaden;50.0820384;8.2416556
2;DE71;DE;Wiesbaden;50.0820384;8.2416556
3;DE714;DE;Wiesbaden;50.0820384;8.2416556
0;DE;DE;Witten;51.4370171;7.335124
1;DEA;DE;Witten;51.4370171;7.335124
2;DEA5;DE;Witten;51.4370171;7.335124
3;DEA56;DE;Witten;51.4370171;7.335124
0;DE;DE;Wolfsburg;52.4205588;10.7861682
1;DE9;DE;Wolfsburg;52.4205588;10.7861682
2;DE91;DE;Wolfsburg;52.4205588;10.7861682
3;DE913;DE;Wolfsburg;52.4205588;10.7861682
0;DE;DE;Wuppertal;51.264018;7.1780374
1;DEA;DE;Wuppertal;51.264018;7.1780374
2;DEA1;DE;Wuppertal;51.264018;7.1780374
3;DEA1A;DE;Wuppertal;51.264018;7.1780374
0;DE;DE;Würzburg;49.79245;9.932966
1;DE2;DE;Würzburg;49.79245;9.932966
2;DE26;DE;Würzburg;49.79245;9.932966
3;DE263;DE;Würzburg;49.79245;9.932966
0;DE;DE;Zwickau;50.7185043;12.4939267
1;DED;DE;Zwickau;50.7185043;12.4939267
2;DED4;DE;Zwickau;50.7185043;12.4939267
3;DED45;DE;Zwickau;50.7185043;12.4939267
0;DK;DK;Aalborg;57.0462626;9.9215263
1;DK0;DK;Aalborg;57.0462626;9.9215263
2;DK05;DK;Aalborg;57.0462626;9.9215263
3;DK050;DK;Aalborg;57.0462626;9.9215263
0;DK;DK;Odense;55.3997225;10.3852104
1;DK0;DK;Odense;55.3997225;10.3852104
2;DK03;DK;Odense;55.3997225;10.3852104
3;DK031;DK;Odense;55.3997225;10.3852104
0;EE;EE;Narva;59.3766729;28.1921457
1;EE0;EE;Narva;59.3766729;28.1921457
2;EE00;EE;Narva;59.3766729;28.1921457
3;EE00A;EE;Narva;59.3766729;28.1921457
0;EE;EE;Tallinn;59.4372155;24.7453688
1;EE0;EE;Tallinn;59.4372155;24.7453688
2;EE00;EE;Tallinn;59.4372155;24.7453688
3;EE001;EE;Tallinn;59.4372155;24.7453688
0;EE;EE;Tartu;58.3801207;26.72245
1;EE0;EE;Tartu;58.3801207;26.72245
2;EE00;EE;Tartu;58.3801207;26.72245
3;EE008;EE;Tartu;58.3801207;26.72245
0;ES;ES;A Coruña;43.3709703;-8.3959425
1;ES1;ES;A Coruña;43.3709703;-8.3959425
2;ES11;ES;A Coruña;43.3709703;-8.3959425
3;ES111;ES;A Coruña;43.3709703;-8.3959425
0;ES;ES;Albacete;38.9950921;-1.8559154
1;ES4;ES;Albacete;38.9950921;-1.8559154
2;ES42;ES;Albacete;38.9950921;-1.8559154
3;ES421;ES;Albacete;38.9950921;-1.8559154
0;ES;ES;Alcalá de Henares;40.4818396;-3.3644973
1;ES3;ES;Alcalá de Henares;40.4818396;-3.3644973
2;ES30;ES;Alcalá de Henares;40.4818396;-3.3644973
3;ES300;ES;Alcalá de Henares;40.4818396;-3.3644973
0;ES;ES;Alcobendas;40.5400082;-3.6358494
1;ES3;ES;Alcobendas;40.5400082;-3.6358494
2;ES30;ES;Alcobendas;40.5400082;-3.6358494
3;ES300;ES;Alcobendas;40.5400082;-3.6358494
0;ES;ES;Alcorcón;40.3492998;-3.8284295
1;ES3;ES;Alcorcón;40.3492998;-3.8284295
2;ES30;ES;Alcorcón;40.3492998;-3.8284295
3;ES300;ES;Alcorcón;40.3492998;-3.8284295
0;ES;ES;Algeciras;36.1311725;-5.4473991
1;ES6;ES;Algeciras;36.1311725;-5.4473991
2;ES61;ES;Algeciras;36.1311725;-5.4473991
3;ES612;ES;Algeciras;36.1311725;-5.4473991
0;ES;ES;Arrecife;28.9639681;-13.5499014
1;ES7;ES;Arrecife;28.9639681;-13.5499014
2;ES70;ES;Arrecife;28.9639681;-13.5499014
3;ES708;ES;Arrecife;28.9639681;-13.5499014
0;ES;ES;Avilés;43.5554436;-5.9222466
1;ES1;ES;Avilés;43.5554436;-5.9222466
2;ES12;ES;Avilés;43.5554436;-5.9222466
3;ES120;ES;Avilés;43.5554436;-5.9222466
0;ES;ES;Badajoz;38.88964355;-6.980142450723942
1;ES4;ES;Badajoz;38.88964355;-6.980142450723942
2;ES43;ES;Badajoz;38.88964355;-6.980142450723942
3;ES431;ES;Badajoz;38.88964355;-6.980142450723942
0;ES;ES;Barcelona;41.3828939;2.1774322
1;ES5;ES;Barcelona;41.3828939;2.1774322
2;ES51;ES;Barcelona;41.3828939;2.1774322
3;ES511;ES;Barcelona;41.3828939;2.1774322
0;ES;ES;Benidorm;38.5406255;-0.1290929
1;ES5;ES;Benidorm;38.5406255;-0.1290929
2;ES52;ES;Benidorm;38.5406255;-0.1290929
3;ES521;ES;Benidorm;38.5406255;-0.1290929
0;ES;ES;Bilbao;43.2630018;-2.9350039
1;ES2;ES;Bilbao;43.2630018;-2.9350039
2;ES21;ES;Bilbao;43.2630018;-2.9350039
3;ES213;ES;Bilbao;43.2630018;-2.9350039
0;ES;ES;Burgos;42.343926;-3.696977
1;ES4;ES;Burgos;42.343926;-3.696977
2;ES41;ES;Burgos;42.343926;-3.696977
3;ES412;ES;Burgos;42.343926;-3.696977
0;ES;ES;Cáceres;39.4745175;-6.3716761
1;ES4;ES;Cáceres;39.4745175;-6.3716761
2;ES43;ES;Cáceres;39.4745175;-6.3716761
3;ES432;ES;Cáceres;39.4745175;-6.3716761
0;ES;ES;Cádiz;36.5297438;-6.2928976
1;ES6;ES;Cádiz;36.5297438;-6.2928976
2;ES61;ES;Cádiz;36.5297438;-6.2928976
3;ES612;ES;Cádiz;36.5297438;-6.2928976
0;ES;ES;Cartagena;37.6019353;-0.9841152
1;ES6;ES;Cartagena;37.6019353;-0.9841152
2;ES62;ES;Cartagena;37.6019353;-0.9841152
3;ES620;ES;Cartagena;37.6019353;-0.9841152
0;ES;ES;Ciudad Real;38.9854201;-3.9285138
1;ES4;ES;Ciudad Real;38.9854201;-3.9285138
2;ES42;ES;Ciudad Real;38.9854201;-3.9285138
3;ES422;ES;Ciudad Real;38.9854201;-3.9285138
0;ES;ES;Coslada;40.423802;-3.5552882
1;ES3;ES;Coslada;40.423802;-3.5552882
2;ES30;ES;Coslada;40.423802;-3.5552882
3;ES300;ES;Coslada;40.423802;-3.5552882
0;ES;ES;Dos Hermanas;37.283689;-5.9226718
1;ES6;ES;Dos Hermanas;37.283689;-5.9226718
2;ES61;ES;Dos Hermanas;37.283689;-5.9226718
3;ES618;ES;Dos Hermanas;37.283689;-5.9226718
0;ES;ES;Elda;38.4789671;-0.7956759
1;ES5;ES;Elda;38.4789671;-0.7956759
2;ES52;ES;Elda;38.4789671;-0.7956759
3;ES521;ES;Elda;38.4789671;-0.7956759
0;ES;ES;Ferrol;43.4846862;-8.233162
1;ES1;ES;Ferrol;43.4846862;-8.233162
2;ES11;ES;Ferrol;43.4846862;-8.233162
3;ES111;ES;Ferrol;43.4846862;-8.233162
0;ES;ES;Gandia;38.9675925;-0.1803423
1;ES5;ES;Gandia;38.9675925;-0.1803423
2;ES52;ES;Gandia;38.9675925;-0.1803423
3;ES523;ES;Gandia;38.9675925;-0.1803423
0;ES;ES;Getafe;40.3081807;-3.7302679
1;ES3;ES;Getafe;40.3081807;-3.7302679
2;ES30;ES;Getafe;40.3081807;-3.7302679
3;ES300;ES;Getafe;40.3081807;-3.7302679
0;ES;ES;Girona;41.9793006;2.8199439
1;ES5;ES;Girona;41.9793006;2.8199439
2;ES51;ES;Girona;41.9793006;2.8199439
3;ES512;ES;Girona;41.9793006;2.8199439
0;ES;ES;Granada;37.1734995;-3.5995337
1;ES6;ES;Granada;37.1734995;-3.5995337
2;ES61;ES;Granada;37.1734995;-3.5995337
3;ES614;ES;Granada;37.1734995;-3.5995337
0;ES;ES;Granollers;41.6079555;2.2876008
1;ES5;ES;Granollers;41.6079555;2.2876008
2;ES51;ES;Granollers;41.6079555;2.2876008
3;ES511;ES;Granollers;41.6079555;2.2876008
0;ES;ES;Guadalajara;40.6326979;-3.1646067
1;ES4;ES;Guadalajara;40.6326979;-3.1646067
2;ES42;ES;Guadalajara;40.6326979;-3.1646067
3;ES424;ES;Guadalajara;40.6326979;-3.1646067
0;ES;ES;Jaén;37.7728858;-3.7883289
1;ES6;ES;Jaén;37.7728858;-3.7883289
2;ES61;ES;Jaén;37.7728858;-3.7883289
3;ES616;ES;Jaén;37.7728858;-3.7883289
0;ES;ES;Las Palmas;28.3472919;-16.8451184
1;ES7;ES;Las Palmas;28.3472919;-16.8451184
2;ES70;ES;Las Palmas;28.3472919;-16.8451184
3;ES709;ES;Las Palmas;28.3472919;-16.8451184
0;ES;ES;Leganés;40.3281942;-3.76527
1;ES3;ES;Leganés;40.3281942;-3.76527
2;ES30;ES;Leganés;40.3281942;-3.76527
3;ES300;ES;Leganés;40.3281942;-3.76527
0;ES;ES;León;42.5989995;-5.5682413
1;ES4;ES;León;42.5989995;-5.5682413
2;ES41;ES;León;42.5989995;-5.5682413
3;ES413;ES;León;42.5989995;-5.5682413
0;ES;ES;Lleida;41.6147605;0.6267842
1;ES5;ES;Lleida;41.6147605;0.6267842
2;ES51;ES;Lleida;41.6147605;0.6267842
3;ES513;ES;Lleida;41.6147605;0.6267842
0;ES;ES;Logroño;42.4661196;-2.4396676
1;ES2;ES;Logroño;42.4661196;-2.4396676
2;ES23;ES;Logroño;42.4661196;-2.4396676
3;ES230;ES;Logroño;42.4661196;-2.4396676
0;ES;ES;Lugo;43.0118437;-7.5565749
1;ES1;ES;Lugo;43.0118437;-7.5565749
2;ES11;ES;Lugo;43.0118437;-7.5565749
3;ES112;ES;Lugo;43.0118437;-7.5565749
0;ES;ES;Madrid;40.4167047;-3.7035825
1;ES3;ES;Madrid;40.4167047;-3.7035825
2;ES30;ES;Madrid;40.4167047;-3.7035825
3;ES300;ES;Madrid;40.4167047;-3.7035825
0;ES;ES;Majadahonda;40.473055;-3.8724138
1;ES3;ES;Majadahonda;40.473055;-3.8724138
2;ES30;ES;Majadahonda;40.473055;-3.8724138
3;ES300;ES;Majadahonda;40.473055;-3.8724138
0;ES;ES;Málaga;36.7213028;-4.4216366
1;ES6;ES;Málaga;36.7213028;-4.4216366
2;ES61;ES;Málaga;36.7213028;-4.4216366
3;ES617;ES;Málaga;36.7213028;-4.4216366
0;ES;ES;Manresa;41.7288939;1.8286765
1;ES5;ES;Manresa;41.7288939;1.8286765
2;ES51;ES;Manresa;41.7288939;1.8286765
3;ES511;ES;Manresa;41.7288939;1.8286765
0;ES;ES;Marbella;36.508976;-4.88562
1;ES6;ES;Marbella;36.508976;-4.88562
2;ES61;ES;Marbella;36.508976;-4.88562
3;ES617;ES;Marbella;36.508976;-4.88562
0;ES;ES;Mataró;41.5398348;2.4448926
1;ES5;ES;Mataró;41.5398348;2.4448926
2;ES51;ES;Mataró;41.5398348;2.4448926
3;ES511;ES;Mataró;41.5398348;2.4448926
0;ES;ES;Mollet del Vallès;41.5393484;2.2130934
1;ES5;ES;Mollet del Vallès;41.5393484;2.2130934
2;ES51;ES;Mollet del Vallès;41.5393484;2.2130934
3;ES511;ES;Mollet del Vallès;41.5393484;2.2130934
0;ES;ES;Móstoles;40.3238525;-3.8649214
1;ES3;ES;Móstoles;40.3238525;-3.8649214
2;ES30;ES;Móstoles;40.3238525;-3.8649214
3;ES300;ES;Móstoles;40.3238525;-3.8649214
0;ES;ES;Murcia;37.9923795;-1.1305431
1;ES6;ES;Murcia;37.9923795;-1.1305431
2;ES62;ES;Murcia;37.9923795;-1.1305431
3;ES620;ES;Murcia;37.9923795;-1.1305431
0;ES;ES;Ourense;42.3436415;-7.8674242
1;ES1;ES;Ourense;42.3436415;-7.8674242
2;ES11;ES;Ourense;42.3436415;-7.8674242
3;ES113;ES;Ourense;42.3436415;-7.8674242
0;ES;ES;Oviedo;43.3604218;-5.8450534
1;ES1;ES;Oviedo;43.3604218;-5.8450534
2;ES12;ES;Oviedo;43.3604218;-5.8450534
3;ES120;ES;Oviedo;43.3604218;-5.8450534
0;ES;ES;Palencia;42.0108856;-4.5328735
1;ES4;ES;Palencia;42.0108856;-4.5328735
2;ES41;ES;Palencia;42.0108856;-4.5328735
3;ES414;ES;Palencia;42.0108856;-4.5328735
0;ES;ES;Ponferrada;42.5454124;-6.5938719
1;ES4;ES;Ponferrada;42.5454124;-6.5938719
2;ES41;ES;Ponferrada;42.5454124;-6.5938719
3;ES413;ES;Ponferrada;42.5454124;-6.5938719
0;ES;ES;Pontevedra;42.4318876;-8.6431592
1;ES1;ES;Pontevedra;42.4318876;-8.6431592
2;ES11;ES;Pontevedra;42.4318876;-8.6431592
3;ES114;ES;Pontevedra;42.4318876;-8.6431592
0;ES;ES;Salamanca;40.9651572;-5.6640182
1;ES4;ES;Salamanca;40.9651572;-5.6640182
2;ES41;ES;Salamanca;40.9651572;-5.6640182
3;ES415;ES;Salamanca;40.9651572;-5.6640182
0;ES;ES;Santa Cruz de Tenerife;28.469648;-16.2540884
1;ES7;ES;Santa Cruz de Tenerife;28.469648;-16.2540884
2;ES70;ES;Santa Cruz de Tenerife;28.469648;-16.2540884
3;ES709;ES;Santa Cruz de Tenerife;28.469648;-16.2540884
0;ES;ES;Santiago de Compostela;42.8804219;-8.5458608
1;ES1;ES;Santiago de Compostela;42.8804219;-8.5458608
2;ES11;ES;Santiago de Compostela;42.8804219;-8.5458608
3;ES111;ES;Santiago de Compostela;42.8804219;-8.5458608
0;ES;ES;Talavera de la Reina;39.9603798;-4.8311717
1;ES4;ES;Talavera de la Reina;39.9603798;-4.8311717
2;ES42;ES;Talavera de la Reina;39.9603798;-4.8311717
3;ES425;ES;Talavera de la Reina;39.9603798;-4.8311717
0;ES;ES;Tarragona;41.1172364;1.2546057
1;ES5;ES;Tarragona;41.1172364;1.2546057
2;ES51;ES;Tarragona;41.1172364;1.2546057
3;ES514;ES;Tarragona;41.1172364;1.2546057
0;ES;ES;Telde;27.9813108;-15.4242731
1;ES7;ES;Telde;27.9813108;-15.4242731
2;ES70;ES;Telde;27.9813108;-15.4242731
3;ES705;ES;Telde;27.9813108;-15.4242731
0;ES;ES;Terrassa;41.5629623;2.0100492
1;ES5;ES;Terrassa;41.5629623;2.0100492
2;ES51;ES;Terrassa;41.5629623;2.0100492
3;ES511;ES;Terrassa;41.5629623;2.0100492
0;ES;ES;Torrejón de Ardoz;40.4587767;-3.4793343
1;ES3;ES;Torrejón de Ardoz;40.4587767;-3.4793343
2;ES30;ES;Torrejón de Ardoz;40.4587767;-3.4793343
3;ES300;ES;Torrejón de Ardoz;40.4587767;-3.4793343
0;ES;ES;Torrevieja;37.9775416;-0.6828446
1;ES5;ES;Torrevieja;37.9775416;-0.6828446
2;ES52;ES;Torrevieja;37.9775416;-0.6828446
3;ES521;ES;Torrevieja;37.9775416;-0.6828446
0;ES;ES;Valencia;39.4697065;-0.3763353
1;ES5;ES;Valencia;39.4697065;-0.3763353
2;ES52;ES;Valencia;39.4697065;-0.3763353
3;ES523;ES;Valencia;39.4697065;-0.3763353
0;ES;ES;Valladolid;41.6521328;-4.728562
1;ES4;ES;Valladolid;41.6521328;-4.728562
2;ES41;ES;Valladolid;41.6521328;-4.728562
3;ES418;ES;Valladolid;41.6521328;-4.728562
0;ES;ES;Viladecans;41.3163083;2.0156034
1;ES5;ES;Viladecans;41.3163083;2.0156034
2;ES51;ES;Viladecans;41.3163083;2.0156034
3;ES511;ES;Viladecans;41.3163083;2.0156034
0;ES;ES;Vilanova i la Geltrú;41.2241992;1.7256327
1;ES5;ES;Vilanova i la Geltrú;41.2241992;1.7256327
2;ES51;ES;Vilanova i la Geltrú;41.2241992;1.7256327
3;ES511;ES;Vilanova i la Geltrú;41.2241992;1.7256327
0;ES;ES;Zamora;41.5056574;-5.7448039
1;ES4;ES;Zamora;41.5056574;-5.7448039
2;ES41;ES;Zamora;41.5056574;-5.7448039
3;ES419;ES;Zamora;41.5056574;-5.7448039
0;ES;ES;Zaragoza;41.6521342;-0.8809428
1;ES2;ES;Zaragoza;41.6521342;-0.8809428
2;ES24;ES;Zaragoza;41.6521342;-0.8809428
3;ES243;ES;Zaragoza;41.6521342;-0.8809428
0;FI;FI;Jyväskylä;62.2393431;25.7458236
1;FI1;FI;Jyväskylä;62.2393431;25.7458236
2;FI19;FI;Jyväskylä;62.2393431;25.7458236
3;FI193;FI;Jyväskylä;62.2393431;25.7458236
0;FI;FI;Kuopio;62.8241424;27.594561484488977
1;FI1;FI;Kuopio;62.8241424;27.594561484488977
2;FI1D;FI;Kuopio;62.8241424;27.594561484488977
3;FI1D2;FI;Kuopio;62.8241424;27.594561484488977
0;FR;FR;Aix-en-Provence;43.5298424;5.4474738
1;FRL;FR;Aix-en-Provence;43.5298424;5.4474738
2;FRL0;FR;Aix-en-Provence;43.5298424;5.4474738
3;FRL04;FR;Aix-en-Provence;43.5298424;5.4474738
0;FR;FR;Ajaccio;41.9263991;8.7376029
1;FRM;FR;Ajaccio;41.9263991;8.7376029
2;FRM0;FR;Ajaccio;41.9263991;8.7376029
3;FRM01;FR;Ajaccio;41.9263991;8.7376029
0;FR;FR;Albi;43.9277552;2.147899
1;FRJ;FR;Albi;43.9277552;2.147899
2;FRJ2;FR;Albi;43.9277552;2.147899
3;FRJ27;FR;Albi;43.9277552;2.147899
0;FR;FR;Amiens;49.8941708;2.2956951
1;FRE;FR;Amiens;49.8941708;2.2956951
2;FRE2;FR;Amiens;49.8941708;2.2956951
3;FRE23;FR;Amiens;49.8941708;2.2956951
0;FR;FR;Angers;47.4739884;-0.5515588
1;FRG;FR;Angers;47.4739884;-0.5515588
2;FRG0;FR;Angers;47.4739884;-0.5515588
3;FRG02;FR;Angers;47.4739884;-0.5515588
0;FR;FR;Annecy;45.8992348;6.1288847
1;FRK;FR;Annecy;45.8992348;6.1288847
2;FRK2;FR;Annecy;45.8992348;6.1288847
3;FRK28;FR;Annecy;45.8992348;6.1288847
0;FR;FR;Annemasse;46.1934005;6.2341093
1;FRK;FR;Annemasse;46.1934005;6.2341093
2;FRK2;FR;Annemasse;46.1934005;6.2341093
3;FRK28;FR;Annemasse;46.1934005;6.2341093
0;FR;FR;Arras;50.291048;2.7772211
1;FRE;FR;Arras;50.291048;2.7772211
2;FRE1;FR;Arras;50.291048;2.7772211
3;FRE12;FR;Arras;50.291048;2.7772211
0;FR;FR;Aubagne;43.2924385;5.5703031
1;FRL;FR;Aubagne;43.2924385;5.5703031
2;FRL0;FR;Aubagne;43.2924385;5.5703031
3;FRL04;FR;Aubagne;43.2924385;5.5703031
0;FR;FR;Avignon;43.9492493;4.8059012
1;FRL;FR;Avignon;43.9492493;4.8059012
2;FRL0;FR;Avignon;43.9492493;4.8059012
3;FRL06;FR;Avignon;43.9492493;4.8059012
0;FR;FR;Bayonne;43.4945144;-1.4736657
1;FRI;FR;Bayonne;43.4945144;-1.4736657
2;FRI1;FR;Bayonne;43.4945144;-1.4736657
3;FRI15;FR;Bayonne;43.4945144;-1.4736657
0;FR;FR;Beauvais;49.4300997;2.0823355
1;FRE;FR;Beauvais;49.4300997;2.0823355
2;FRE2;FR;Beauvais;49.4300997;2.0823355
3;FRE22;FR;Beauvais;49.4300997;2.0823355
0;FR;FR;Belfort;47.6379599;6.8628942
1;FRC;FR;Belfort;47.6379599;6.8628942
2;FRC2;FR;Belfort;47.6379599;6.8628942
3;FRC24;FR;Belfort;47.6379599;6.8628942
0;FR;FR;Besançon;47.2380222;6.0243622
1;FRC;FR;Besançon;47.2380222;6.0243622
2;FRC2;FR;Besançon;47.2380222;6.0243622
3;FRC21;FR;Besançon;47.2380222;6.0243622
0;FR;FR;Bordeaux;44.841225;-0.5800364
1;FRI;FR;Bordeaux;44.841225;-0.5800364
2;FRI1;FR;Bordeaux;44.841225;-0.5800364
3;FRI12;FR;Bordeaux;44.841225;-0.5800364
0;FR;FR;Bourges;47.0811658;2.399125
1;FRB;FR;Bourges;47.0811658;2.399125
2;FRB0;FR;Bourges;47.0811658;2.399125
3;FRB01;FR;Bourges;47.0811658;2.399125
0;FR;FR;Brest;48.3905283;-4.4860088
1;FRH;FR;Brest;48.3905283;-4.4860088
2;FRH0;FR;Brest;48.3905283;-4.4860088
3;FRH02;FR;Brest;48.3905283;-4.4860088
0;FR;FR;Brive-la-Gaillarde;45.1584982;1.5332389
1;FRI;FR;Brive-la-Gaillarde;45.1584982;1.5332389
2;FRI2;FR;Brive-la-Gaillarde;45.1584982;1.5332389
3;FRI21;FR;Brive-la-Gaillarde;45.1584982;1.5332389
0;FR;FR;Caen;49.1813403;-0.3635615
1;FRD;FR;Caen;49.1813403;-0.3635615
2;FRD1;FR;Caen;49.1813403;-0.3635615
3;FRD11;FR;Caen;49.1813403;-0.3635615
0;FR;FR;Calais;50.9524769;1.8538446
1;FRE;FR;Calais;50.9524769;1.8538446
2;FRE1;FR;Calais;50.9524769;1.8538446
3;FRE12;FR;Calais;50.9524769;1.8538446
0;FR;FR;Châlons-en-Champagne;48.9566218;4.3628851
1;FRF;FR;Châlons-en-Champagne;48.9566218;4.3628851
2;FRF2;FR;Châlons-en-Champagne;48.9566218;4.3628851
3;FRF23;FR;Châlons-en-Champagne;48.9566218;4.3628851
0;FR;FR;Chalon-sur-Saône;46.7888997;4.8529605
1;FRC;FR;Chalon-sur-Saône;46.7888997;4.8529605
2;FRC1;FR;Chalon-sur-Saône;46.7888997;4.8529605
3;FRC13;FR;Chalon-sur-Saône;46.7888997;4.8529605
0;FR;FR;Charleville-Mézières;49.7735712;4.7206939
1;FRF;FR;Charleville-Mézières;49.7735712;4.7206939
2;FRF2;FR;Charleville-Mézières;49.7735712;4.7206939
3;FRF21;FR;Charleville-Mézières;49.7735712;4.7206939
0;FR;FR;Chartres;48.4438601;1.4881434
1;FRB;FR;Chartres;48.4438601;1.4881434
2;FRB0;FR;Chartres;48.4438601;1.4881434
3;FRB02;FR;Chartres;48.4438601;1.4881434
0;FR;FR;Châteauroux;46.8203785;1.6770956
1;FRB;FR;Châteauroux;46.8203785;1.6770956
2;FRB0;FR;Châteauroux;46.8203785;1.6770956
3;FRB03;FR;Châteauroux;46.8203785;1.6770956
0;FR;FR;Cherbourg;49.51271975;-1.5755441090380597
1;FRD;FR;Cherbourg;49.51271975;-1.5755441090380597
2;FRD1;FR;Cherbourg;49.51271975;-1.5755441090380597
3;FRD12;FR;Cherbourg;49.51271975;-1.5755441090380597
0;FR;FR;Clermont-Ferrand;45.7774551;3.0819427
1;FRK;FR;Clermont-Ferrand;45.7774551;3.0819427
2;FRK1;FR;Clermont-Ferrand;45.7774551;3.0819427
3;FRK14;FR;Clermont-Ferrand;45.7774551;3.0819427
0;FR;FR;Colmar;48.0777517;7.3579641
1;FRF;FR;Colmar;48.0777517;7.3579641
2;FRF1;FR;Colmar;48.0777517;7.3579641
3;FRF12;FR;Colmar;48.0777517;7.3579641
0;FR;FR;Compiègne;49.4179497;2.8263171
1;FRE;FR;Compiègne;49.4179497;2.8263171
2;FRE2;FR;Compiègne;49.4179497;2.8263171
3;FRE22;FR;Compiègne;49.4179497;2.8263171
0;FR;FR;Creil;49.2607914;2.4733771
1;FRE;FR;Creil;49.2607914;2.4733771
2;FRE2;FR;Creil;49.2607914;2.4733771
3;FRE22;FR;Creil;49.2607914;2.4733771
0;FR;FR;Douai;50.3675677;3.0804641
1;FRE;FR;Douai;50.3675677;3.0804641
2;FRE1;FR;Douai;50.3675677;3.0804641
3;FRE11;FR;Douai;50.3675677;3.0804641
0;FR;FR;Dunkerque;51.0277001;2.373471825660595
1;FRE;FR;Dunkerque;51.0277001;2.373471825660595
2;FRE1;FR;Dunkerque;51.0277001;2.373471825660595
3;FRE11;FR;Dunkerque;51.0277001;2.373471825660595
0;FR;FR;Fort-de-France;14.6027962;-61.0676724
1;FRY;FR;Fort-de-France;14.6027962;-61.0676724
2;FRY2;FR;Fort-de-France;14.6027962;-61.0676724
3;FRY20;FR;Fort-de-France;14.6027962;-61.0676724
0;FR;FR;Fréjus;43.4330308;6.7360182
1;FRL;FR;Fréjus;43.4330308;6.7360182
2;FRL0;FR;Fréjus;43.4330308;6.7360182
3;FRL05;FR;Fréjus;43.4330308;6.7360182
0;FR;FR;Grenoble;45.1875602;5.7357819
1;FRK;FR;Grenoble;45.1875602;5.7357819
2;FRK2;FR;Grenoble;45.1875602;5.7357819
3;FRK24;FR;Grenoble;45.1875602;5.7357819
0;FR;FR;La Rochelle;46.1591126;-1.1520434
1;FRI;FR;La Rochelle;46.1591126;-1.1520434
2;FRI3;FR;La Rochelle;46.1591126;-1.1520434
3;FRI32;FR;La Rochelle;46.1591126;-1.1520434
0;FR;FR;Le Havre;49.4938975;0.1079732
1;FRD;FR;Le Havre;49.4938975;0.1079732
2;FRD2;FR;Le Havre;49.4938975;0.1079732
3;FRD22;FR;Le Havre;49.4938975;0.1079732
0;FR;FR;Le Mans;48.0073849;0.1967849
1;FRG;FR;Le Mans;48.0073849;0.1967849
2;FRG0;FR;Le Mans;48.0073849;0.1967849
3;FRG04;FR;Le Mans;48.0073849;0.1967849
0;FR;FR;Lille;50.6365654;3.0635282
1;FRE;FR;Lille;50.6365654;3.0635282
2;FRE1;FR;Lille;50.6365654;3.0635282
3;FRE11;FR;Lille;50.6365654;3.0635282
0;FR;FR;Limoges;45.8354243;1.2644847
1;FRI;FR;Limoges;45.8354243;1.2644847
2;FRI2;FR;Limoges;45.8354243;1.2644847
3;FRI23;FR;Limoges;45.8354243;1.2644847
0;FR;FR;Lorient;47.7477336;-3.3660907
1;FRH;FR;Lorient;47.7477336;-3.3660907
2;FRH0;FR;Lorient;47.7477336;-3.3660907
3;FRH04;FR;Lorient;47.7477336;-3.3660907
0;FR;FR;Lyon;45.7578137;4.8320114
1;FRK;FR;Lyon;45.7578137;4.8320114
2;FRK2;FR;Lyon;45.7578137;4.8320114
3;FRK26;FR;Lyon;45.7578137;4.8320114
0;FR;FR;Marseille;43.2961743;5.3699525
1;FRL;FR;Marseille;43.2961743;5.3699525
2;FRL0;FR;Marseille;43.2961743;5.3699525
3;FRL04;FR;Marseille;43.2961743;5.3699525
0;FR;FR;Martigues;43.4057279;5.0548176
1;FRL;FR;Martigues;43.4057279;5.0548176
2;FRL0;FR;Martigues;43.4057279;5.0548176
3;FRL04;FR;Martigues;43.4057279;5.0548176
0;FR;FR;Melun;48.539927;2.6608169
1;FR1;FR;Melun;48.539927;2.6608169
2;FR10;FR;Melun;48.539927;2.6608169
3;FR102;FR;Melun;48.539927;2.6608169
0;FR;FR;Metz;49.1196964;6.1763552
1;FRF;FR;Metz;49.1196964;6.1763552
