NUTS level;NUTS value;country;name;latitude;longitude
2;FRF3;FR;Metz;49.1196964;6.1763552
3;FRF33;FR;Metz;49.1196964;6.1763552
0;FR;FR;Montpellier;43.6112422;3.8767337
1;FRJ;FR;Montpellier;43.6112422;3.8767337
2;FRJ1;FR;Montpellier;43.6112422;3.8767337
3;FRJ13;FR;Montpellier;43.6112422;3.8767337
0;FR;FR;Mulhouse;47.7467233;7.3389937
1;FRF;FR;Mulhouse;47.7467233;7.3389937
2;FRF1;FR;Mulhouse;47.7467233;7.3389937
3;FRF12;FR;Mulhouse;47.7467233;7.3389937
0;FR;FR;Nancy;48.6937223;6.1834097
1;FRF;FR;Nancy;48.6937223;6.1834097
2;FRF3;FR;Nancy;48.6937223;6.1834097
3;FRF31;FR;Nancy;48.6937223;6.1834097
0;FR;FR;Nantes;47.2186371;-1.5541362
1;FRG;FR;Nantes;47.2186371;-1.5541362
2;FRG0;FR;Nantes;47.2186371;-1.5541362
3;FRG01;FR;Nantes;47.2186371;-1.5541362
0;FR;FR;Nimes;43.8374249;4.3600687
1;FRJ;FR;Nimes;43.8374249;4.3600687
2;FRJ1;FR;Nimes;43.8374249;4.3600687
3;FRJ12;FR;Nimes;43.8374249;4.3600687
0;FR;FR;Niort;46.3241132;-0.4649403
1;FRI;FR;Niort;46.3241132;-0.4649403
2;FRI3;FR;Niort;46.3241132;-0.4649403
3;FRI33;FR;Niort;46.3241132;-0.4649403
0;FR;FR;Orléans;47.9027336;1.9086066
1;FRB;FR;Orléans;47.9027336;1.9086066
2;FRB0;FR;Orléans;47.9027336;1.9086066
3;FRB06;FR;Orléans;47.9027336;1.9086066
0;FR;FR;Paris;48.8588897;2.3200410217200766
1;FR1;FR;Paris;48.8588897;2.3200410217200766
2;FR10;FR;Paris;48.8588897;2.3200410217200766
3;FR101;FR;Paris;48.8588897;2.3200410217200766
0;FR;FR;Perpignan;42.6985304;2.8953121
1;FRJ;FR;Perpignan;42.6985304;2.8953121
2;FRJ1;FR;Perpignan;42.6985304;2.8953121
3;FRJ15;FR;Perpignan;42.6985304;2.8953121
0;FR;FR;Poitiers;46.5802596;0.340196
1;FRI;FR;Poitiers;46.5802596;0.340196
2;FRI3;FR;Poitiers;46.5802596;0.340196
3;FRI34;FR;Poitiers;46.5802596;0.340196
0;FR;FR;Quimper;47.9960325;-4.1024782
1;FRH;FR;Quimper;47.9960325;-4.1024782
2;FRH0;FR;Quimper;47.9960325;-4.1024782
3;FRH02;FR;Quimper;47.9960325;-4.1024782
0;FR;FR;Reims;49.2577886;4.031926
1;FRF;FR;Reims;49.2577886;4.031926
2;FRF2;FR;Reims;49.2577886;4.031926
3;FRF23;FR;Reims;49.2577886;4.031926
0;FR;FR;Rennes;48.1113387;-1.6800198
1;FRH;FR;Rennes;48.1113387;-1.6800198
2;FRH0;FR;Rennes;48.1113387;-1.6800198
3;FRH03;FR;Rennes;48.1113387;-1.6800198
0;FR;FR;Roanne;46.0345572;4.0729178
1;FRK;FR;Roanne;46.0345572;4.0729178
2;FRK2;FR;Roanne;46.0345572;4.0729178
3;FRK25;FR;Roanne;46.0345572;4.0729178
0;FR;FR;Rouen;49.4404591;1.0939658
1;FRD;FR;Rouen;49.4404591;1.0939658
2;FRD2;FR;Rouen;49.4404591;1.0939658
3;FRD22;FR;Rouen;49.4404591;1.0939658
0;FR;FR;Saint-Brieuc;48.5141134;-2.7603283
1;FRH;FR;Saint-Brieuc;48.5141134;-2.7603283
2;FRH0;FR;Saint-Brieuc;48.5141134;-2.7603283
3;FRH01;FR;Saint-Brieuc;48.5141134;-2.7603283
0;FR;FR;Saint-Etienne;44.6995545;4.8478246
1;FRK;FR;Saint-Etienne;44.6995545;4.8478246
2;FRK2;FR;Saint-Etienne;44.6995545;4.8478246
3;FRK23;FR;Saint-Etienne;44.6995545;4.8478246
0;FR;FR;Saint-Nazaire;47.2733517;-2.2138905
1;FRG;FR;Saint-Nazaire;47.2733517;-2.2138905
2;FRG0;FR;Saint-Nazaire;47.2733517;-2.2138905
3;FRG01;FR;Saint-Nazaire;47.2733517;-2.2138905
0;FR;FR;Saint-Quentin;49.8465253;3.2876843
1;FRE;FR;Saint-Quentin;49.8465253;3.2876843
2;FRE2;FR;Saint-Quentin;49.8465253;3.2876843
3;FRE21;FR;Saint-Quentin;49.8465253;3.2876843
0;FR;FR;Strasbourg;48.584614;7.7507127
1;FRF;FR;Strasbourg;48.584614;7.7507127
2;FRF1;FR;Strasbourg;48.584614;7.7507127
3;FRF11;FR;Strasbourg;48.584614;7.7507127
0;FR;FR;Tarbes;43.232858;0.0781021
1;FRJ;FR;Tarbes;43.232858;0.0781021
2;FRJ2;FR;Tarbes;43.232858;0.0781021
3;FRJ26;FR;Tarbes;43.232858;0.0781021
0;FR;FR;Toulon;43.1257311;5.9304919
1;FRL;FR;Toulon;43.1257311;5.9304919
2;FRL0;FR;Toulon;43.1257311;5.9304919
3;FRL05;FR;Toulon;43.1257311;5.9304919
0;FR;FR;Toulouse;43.6044622;1.4442469
1;FRJ;FR;Toulouse;43.6044622;1.4442469
2;FRJ2;FR;Toulouse;43.6044622;1.4442469
3;FRJ23;FR;Toulouse;43.6044622;1.4442469
0;FR;FR;Tours;47.3900474;0.6889268
1;FRB;FR;Tours;47.3900474;0.6889268
2;FRB0;FR;Tours;47.3900474;0.6889268
3;FRB04;FR;Tours;47.3900474;0.6889268
0;FR;FR;Troyes;48.2971626;4.0746257
1;FRF;FR;Troyes;48.2971626;4.0746257
2;FRF2;FR;Troyes;48.2971626;4.0746257
3;FRF22;FR;Troyes;48.2971626;4.0746257
0;FR;FR;Valence;44.9332277;4.8920811
1;FRK;FR;Valence;44.9332277;4.8920811
2;FRK2;FR;Valence;44.9332277;4.8920811
3;FRK23;FR;Valence;44.9332277;4.8920811
0;FR;FR;Valenciennes;50.3579317;3.5234846
1;FRE;FR;Valenciennes;50.3579317;3.5234846
2;FRE1;FR;Valenciennes;50.3579317;3.5234846
3;FRE11;FR;Valenciennes;50.3579317;3.5234846
0;FR;FR;Versailles;48.8035403;2.1266886
1;FR1;FR;Versailles;48.8035403;2.1266886
2;FR10;FR;Versailles;48.8035403;2.1266886
3;FR103;FR;Versailles;48.8035403;2.1266886
0;UK;GB;Barnsley;53.5527719;-1.4827755
1;UKE;GB;Barnsley;53.5527719;-1.4827755
2;UKE3;GB;Barnsley;53.5527719;-1.4827755
3;UKE31;GB;Barnsley;53.5527719;-1.4827755
0;UK;GB;Bedford;52.1363806;-0.4675041
1;UKH;GB;Bedford;52.1363806;-0.4675041
2;UKH2;GB;Bedford;52.1363806;-0.4675041
3;UKH24;GB;Bedford;52.1363806;-0.4675041
0;UK;GB;Belfast;54.596391;-5.9301829
1;UKN;GB;Belfast;54.596391;-5.9301829
2;UKN0;GB;Belfast;54.596391;-5.9301829
3;UKN06;GB;Belfast;54.596391;-5.9301829
0;UK;GB;Blackpool;53.8179442;-3.0509812
1;UKD;GB;Blackpool;53.8179442;-3.0509812
2;UKD4;GB;Blackpool;53.8179442;-3.0509812
3;UKD42;GB;Blackpool;53.8179442;-3.0509812
0;UK;GB;Bournemouth;50.720097;-1.8799272
1;UKK;GB;Bournemouth;50.720097;-1.8799272
2;UKK2;GB;Bournemouth;50.720097;-1.8799272
3;UKK24;GB;Bournemouth;50.720097;-1.8799272
0;UK;GB;Bradford;53.7944229;-1.7519186
1;UKE;GB;Bradford;53.7944229;-1.7519186
2;UKE4;GB;Bradford;53.7944229;-1.7519186
3;UKE41;GB;Bradford;53.7944229;-1.7519186
0;UK;GB;Bristol;51.4538022;-2.5972985
1;UKK;GB;Bristol;51.4538022;-2.5972985
2;UKK1;GB;Bristol;51.4538022;-2.5972985
3;UKK11;GB;Bristol;51.4538022;-2.5972985
0;UK;GB;Burnley;53.7907262;-2.2439196
1;UKD;GB;Burnley;53.7907262;-2.2439196
2;UKD4;GB;Burnley;53.7907262;-2.2439196
3;UKD46;GB;Burnley;53.7907262;-2.2439196
0;UK;GB;Cambridge;52.197584649999996;0.13915373736874398
1;UKH;GB;Cambridge;52.197584649999996;0.13915373736874398
2;UKH1;GB;Cambridge;52.197584649999996;0.13915373736874398
3;UKH12;GB;Cambridge;52.197584649999996;0.13915373736874398
0;UK;GB;Cannock Chase;52.7069197;-1.9784347546729857
1;UKG;GB;Cannock Chase;52.7069197;-1.9784347546729857
2;UKG2;GB;Cannock Chase;52.7069197;-1.9784347546729857
3;UKG24;GB;Cannock Chase;52.7069197;-1.9784347546729857
0;UK;GB;Cardiff;51.4816546;-3.1791934
1;UKL;GB;Cardiff;51.4816546;-3.1791934
2;UKL2;GB;Cardiff;51.4816546;-3.1791934
3;UKL22;GB;Cardiff;51.4816546;-3.1791934
0;UK;GB;Carlisle;54.8948478;-2.9362311
1;UKD;GB;Carlisle;54.8948478;-2.9362311
2;UKD1;GB;Carlisle;54.8948478;-2.9362311
3;UKD12;GB;Carlisle;54.8948478;-2.9362311
0;UK;GB;Chesterfield;53.2352134;-1.4264097
1;UKF;GB;Chesterfield;53.2352134;-1.4264097
2;UKF1;GB;Chesterfield;53.2352134;-1.4264097
3;UKF12;GB;Chesterfield;53.2352134;-1.4264097
0;UK;GB;Coventry;52.4081812;-1.510477
1;UKG;GB;Coventry;52.4081812;-1.510477
2;UKG3;GB;Coventry;52.4081812;-1.510477
3;UKG33;GB;Coventry;52.4081812;-1.510477
0;UK;GB;Crawley;51.1103444;-0.1801094
1;UKJ;GB;Crawley;51.1103444;-0.1801094
2;UKJ2;GB;Crawley;51.1103444;-0.1801094
3;UKJ28;GB;Crawley;51.1103444;-0.1801094
0;UK;GB;Darlington;54.5242081;-1.5555812
1;UKC;GB;Darlington;54.5242081;-1.5555812
2;UKC1;GB;Darlington;54.5242081;-1.5555812
3;UKC13;GB;Darlington;54.5242081;-1.5555812
0;UK;GB;Derby;52.9212617;-1.4761491
1;UKF;GB;Derby;52.9212617;-1.4761491
2;UKF1;GB;Derby;52.9212617;-1.4761491
3;UKF11;GB;Derby;52.9212617;-1.4761491
0;UK;GB;Derry;55.0248679;-4.7216847
1;UKM;GB;Derry;55.0248679;-4.7216847
2;UKM9;GB;Derry;55.0248679;-4.7216847
3;UKM92;GB;Derry;55.0248679;-4.7216847
0;UK;GB;Doncaster;53.5227681;-1.1335312
1;UKE;GB;Doncaster;53.5227681;-1.1335312
2;UKE3;GB;Doncaster;53.5227681;-1.1335312
3;UKE31;GB;Doncaster;53.5227681;-1.1335312
0;UK;GB;East Staffordshire;52.8878642;-1.9030802448726154
1;UKG;GB;East Staffordshire;52.8878642;-1.9030802448726154
2;UKG2;GB;East Staffordshire;52.8878642;-1.9030802448726154
3;UKG24;GB;East Staffordshire;52.8878642;-1.9030802448726154
0;UK;GB;Eastbourne;50.7664372;0.2781546
1;UKJ;GB;Eastbourne;50.7664372;0.2781546
2;UKJ2;GB;Eastbourne;50.7664372;0.2781546
3;UKJ22;GB;Eastbourne;50.7664372;0.2781546
0;UK;GB;Exeter;50.7255794;-3.5269497
1;UKK;GB;Exeter;50.7255794;-3.5269497
2;UKK4;GB;Exeter;50.7255794;-3.5269497
3;UKK43;GB;Exeter;50.7255794;-3.5269497
0;UK;GB;Falkirk;55.9991959;-3.784376
1;UKM;GB;Falkirk;55.9991959;-3.784376
2;UKM7;GB;Falkirk;55.9991959;-3.784376
3;UKM76;GB;Falkirk;55.9991959;-3.784376
0;UK;GB;Glasgow;55.8609825;-4.2488787
1;UKM;GB;Glasgow;55.8609825;-4.2488787
2;UKM8;GB;Glasgow;55.8609825;-4.2488787
3;UKM82;GB;Glasgow;55.8609825;-4.2488787
0;UK;GB;Gloucester;51.8653705;-2.2458192
1;UKK;GB;Gloucester;51.8653705;-2.2458192
2;UKK1;GB;Gloucester;51.8653705;-2.2458192
3;UKK13;GB;Gloucester;51.8653705;-2.2458192
0;UK;GB;Halton;51.7827392;-0.7329026
1;UKJ;GB;Halton;51.7827392;-0.7329026
2;UKJ1;GB;Halton;51.7827392;-0.7329026
3;UKJ13;GB;Halton;51.7827392;-0.7329026
0;UK;GB;Hartlepool;54.6857276;-1.2093696
1;UKC;GB;Hartlepool;54.6857276;-1.2093696
2;UKC1;GB;Hartlepool;54.6857276;-1.2093696
3;UKC11;GB;Hartlepool;54.6857276;-1.2093696
0;UK;GB;Hyndburn;53.7607317;-2.39005491388217
1;UKD;GB;Hyndburn;53.7607317;-2.39005491388217
2;UKD4;GB;Hyndburn;53.7607317;-2.39005491388217
3;UKD46;GB;Hyndburn;53.7607317;-2.39005491388217
0;UK;GB;Kirklees;53.64226345;-1.7809432689150708
1;UKE;GB;Kirklees;53.64226345;-1.7809432689150708
2;UKE4;GB;Kirklees;53.64226345;-1.7809432689150708
3;UKE44;GB;Kirklees;53.64226345;-1.7809432689150708
0;UK;GB;Leeds;53.7974185;-1.5437941
1;UKE;GB;Leeds;53.7974185;-1.5437941
2;UKE4;GB;Leeds;53.7974185;-1.5437941
3;UKE42;GB;Leeds;53.7974185;-1.5437941
0;UK;GB;Leicester;52.6362;-1.1331969
1;UKF;GB;Leicester;52.6362;-1.1331969
2;UKF2;GB;Leicester;52.6362;-1.1331969
3;UKF21;GB;Leicester;52.6362;-1.1331969
0;UK;GB;Lincoln;53.2336301;-0.5392172
1;UKF;GB;Lincoln;53.2336301;-0.5392172
2;UKF3;GB;Lincoln;53.2336301;-0.5392172
3;UKF30;GB;Lincoln;53.2336301;-0.5392172
0;UK;GB;Lisburn;54.5112913;-6.0466736
1;UKN;GB;Lisburn;54.5112913;-6.0466736
2;UKN0;GB;Lisburn;54.5112913;-6.0466736
3;UKN0E;GB;Lisburn;54.5112913;-6.0466736
0;UK;GB;Liverpool;53.4071991;-2.99168
1;UKD;GB;Liverpool;53.4071991;-2.99168
2;UKD7;GB;Liverpool;53.4071991;-2.99168
3;UKD72;GB;Liverpool;53.4071991;-2.99168
0;UK;GB;London;51.5073219;-0.1276474
1;UKI;GB;London;51.5073219;-0.1276474
2;UKI3;GB;London;51.5073219;-0.1276474
3;UKI32;GB;London;51.5073219;-0.1276474
0;UK;GB;Luton;51.8784385;-0.4152837
1;UKH;GB;Luton;51.8784385;-0.4152837
2;UKH2;GB;Luton;51.8784385;-0.4152837
3;UKH21;GB;Luton;51.8784385;-0.4152837
0;UK;GB;Maidstone;51.2748258;0.5231646
1;UKJ;GB;Maidstone;51.2748258;0.5231646
2;UKJ4;GB;Maidstone;51.2748258;0.5231646
3;UKJ45;GB;Maidstone;51.2748258;0.5231646
0;UK;GB;Mansfield;53.1447678;-1.1973365
1;UKF;GB;Mansfield;53.1447678;-1.1973365
2;UKF1;GB;Mansfield;53.1447678;-1.1973365
3;UKF15;GB;Mansfield;53.1447678;-1.1973365
0;UK;GB;Middlesbrough;54.5760419;-1.2344047
1;UKC;GB;Middlesbrough;54.5760419;-1.2344047
2;UKC1;GB;Middlesbrough;54.5760419;-1.2344047
3;UKC12;GB;Middlesbrough;54.5760419;-1.2344047
0;UK;GB;Milton Keynes;52.0406502;-0.7594092
1;UKJ;GB;Milton Keynes;52.0406502;-0.7594092
2;UKJ1;GB;Milton Keynes;52.0406502;-0.7594092
3;UKJ12;GB;Milton Keynes;52.0406502;-0.7594092
0;UK;GB;Newport;51.5882332;-2.9974967
1;UKL;GB;Newport;51.5882332;-2.9974967
2;UKL2;GB;Newport;51.5882332;-2.9974967
3;UKL21;GB;Newport;51.5882332;-2.9974967
0;UK;GB;Northampton;52.2381355;-0.8963907
1;UKF;GB;Northampton;52.2381355;-0.8963907
2;UKF2;GB;Northampton;52.2381355;-0.8963907
3;UKF24;GB;Northampton;52.2381355;-0.8963907
0;UK;GB;Norwich;52.6285694;1.2923049
1;UKH;GB;Norwich;52.6285694;1.2923049
2;UKH1;GB;Norwich;52.6285694;1.2923049
3;UKH15;GB;Norwich;52.6285694;1.2923049
0;UK;GB;Oxford;51.7520131;-1.2578499
1;UKJ;GB;Oxford;51.7520131;-1.2578499
2;UKJ1;GB;Oxford;51.7520131;-1.2578499
3;UKJ14;GB;Oxford;51.7520131;-1.2578499
0;UK;GB;Plymouth;50.3712659;-4.1425658
1;UKK;GB;Plymouth;50.3712659;-4.1425658
2;UKK4;GB;Plymouth;50.3712659;-4.1425658
3;UKK41;GB;Plymouth;50.3712659;-4.1425658
0;UK;GB;Portsmouth;50.8036831;-1.075614
1;UKJ;GB;Portsmouth;50.8036831;-1.075614
2;UKJ3;GB;Portsmouth;50.8036831;-1.075614
3;UKJ31;GB;Portsmouth;50.8036831;-1.075614
0;UK;GB;Preston;53.7593363;-2.6992717
1;UKD;GB;Preston;53.7593363;-2.6992717
2;UKD4;GB;Preston;53.7593363;-2.6992717
3;UKD45;GB;Preston;53.7593363;-2.6992717
0;UK;GB;Reading;51.456659;-0.9696512
1;UKJ;GB;Reading;51.456659;-0.9696512
2;UKJ1;GB;Reading;51.456659;-0.9696512
3;UKJ11;GB;Reading;51.456659;-0.9696512
0;UK;GB;Rotherham;53.4310417;-1.355187
1;UKE;GB;Rotherham;53.4310417;-1.355187
2;UKE3;GB;Rotherham;53.4310417;-1.355187
3;UKE31;GB;Rotherham;53.4310417;-1.355187
0;UK;GB;Sheffield;53.3806626;-1.4702278
1;UKE;GB;Sheffield;53.3806626;-1.4702278
2;UKE3;GB;Sheffield;53.3806626;-1.4702278
3;UKE32;GB;Sheffield;53.3806626;-1.4702278
0;UK;GB;Slough;51.5111014;-0.5940682
1;UKJ;GB;Slough;51.5111014;-0.5940682
2;UKJ1;GB;Slough;51.5111014;-0.5940682
3;UKJ11;GB;Slough;51.5111014;-0.5940682
0;UK;GB;Southampton;50.9025349;-1.404189
1;UKJ;GB;Southampton;50.9025349;-1.404189
2;UKJ3;GB;Southampton;50.9025349;-1.404189
3;UKJ32;GB;Southampton;50.9025349;-1.404189
0;UK;GB;Southend-on-Sea;51.5388241;0.7128137
1;UKH;GB;Southend-on-Sea;51.5388241;0.7128137
2;UKH3;GB;Southend-on-Sea;51.5388241;0.7128137
3;UKH31;GB;Southend-on-Sea;51.5388241;0.7128137
0;UK;GB;St Albans;51.753051;-0.3379675
1;UKH;GB;St Albans;51.753051;-0.3379675
2;UKH2;GB;St Albans;51.753051;-0.3379675
3;UKH23;GB;St Albans;51.753051;-0.3379675
0;UK;GB;Stevenage;51.9016663;-0.2027155
1;UKH;GB;Stevenage;51.9016663;-0.2027155
2;UKH2;GB;Stevenage;51.9016663;-0.2027155
3;UKH23;GB;Stevenage;51.9016663;-0.2027155
0;UK;GB;Stockton-on-Tees;54.564094;-1.3129164
1;UKC;GB;Stockton-on-Tees;54.564094;-1.3129164
2;UKC1;GB;Stockton-on-Tees;54.564094;-1.3129164
3;UKC11;GB;Stockton-on-Tees;54.564094;-1.3129164
0;UK;GB;Sunderland;54.9058512;-1.3828727
1;UKC;GB;Sunderland;54.9058512;-1.3828727
2;UKC2;GB;Sunderland;54.9058512;-1.3828727
3;UKC23;GB;Sunderland;54.9058512;-1.3828727
0;UK;GB;Swansea;51.6195955;-3.9459248
1;UKL;GB;Swansea;51.6195955;-3.9459248
2;UKL1;GB;Swansea;51.6195955;-3.9459248
3;UKL18;GB;Swansea;51.6195955;-3.9459248
0;UK;GB;Swindon;51.5613683;-1.7856853
1;UKK;GB;Swindon;51.5613683;-1.7856853
2;UKK1;GB;Swindon;51.5613683;-1.7856853
3;UKK14;GB;Swindon;51.5613683;-1.7856853
0;UK;GB;Wakefield;53.6829541;-1.4967286
1;UKE;GB;Wakefield;53.6829541;-1.4967286
2;UKE4;GB;Wakefield;53.6829541;-1.4967286
3;UKE45;GB;Wakefield;53.6829541;-1.4967286
0;UK;GB;Warrington;53.3899497;-2.5943178
1;UKD;GB;Warrington;53.3899497;-2.5943178
2;UKD6;GB;Warrington;53.3899497;-2.5943178
3;UKD61;GB;Warrington;53.3899497;-2.5943178
0;UK;GB;Warwick;52.2814519;-1.5815742
1;UKG;GB;Warwick;52.2814519;-1.5815742
2;UKG1;GB;Warwick;52.2814519;-1.5815742
3;UKG13;GB;Warwick;52.2814519;-1.5815742
0;UK;GB;Wirral;53.3409714;-3.0500916
1;UKD;GB;Wirral;53.3409714;-3.0500916
2;UKD7;GB;Wirral;53.3409714;-3.0500916
3;UKD74;GB;Wirral;53.3409714;-3.0500916
0;UK;GB;Worthing;50.8115402;-0.3699697
1;UKJ;GB;Worthing;50.8115402;-0.3699697
2;UKJ2;GB;Worthing;50.8115402;-0.3699697
3;UKJ27;GB;Worthing;50.8115402;-0.3699697
0;UK;GB;Wrexham;53.0465084;-2.9937869
1;UKL;GB;Wrexham;53.0465084;-2.9937869
2;UKL2;GB;Wrexham;53.0465084;-2.9937869
3;UKL23;GB;Wrexham;53.0465084;-2.9937869
0;UK;GB;York;53.9590555;-1.0815361
1;UKE;GB;York;53.9590555;-1.0815361
2;UKE2;GB;York;53.9590555;-1.0815361
3;UKE21;GB;York;53.9590555;-1.0815361
0;EL;GR;Thessaloniki;40.6403167;22.9352716
1;EL5;GR;Thessaloniki;40.6403167;22.9352716
2;EL52;GR;Thessaloniki;40.6403167;22.9352716
3;EL522;GR;Thessaloniki;40.6403167;22.9352716
0;HR;HR;Osijek;45.5548793;18.6953685
1;HR0;HR;Osijek;45.5548793;18.6953685
2;HR02;HR;Osijek;45.5548793;18.6953685
3;HR025;HR;Osijek;45.5548793;18.6953685
0;HR;HR;Rijeka;45.3271752;14.4412309
1;HR0;HR;Rijeka;45.3271752;14.4412309
2;HR03;HR;Rijeka;45.3271752;14.4412309
3;HR031;HR;Rijeka;45.3271752;14.4412309
0;HR;HR;Slavonski Brod;45.1665803;18.0121385
1;HR0;HR;Slavonski Brod;45.1665803;18.0121385
2;HR02;HR;Slavonski Brod;45.1665803;18.0121385
3;HR024;HR;Slavonski Brod;45.1665803;18.0121385
0;HR;HR;Split;43.5116383;16.4399659
1;HR0;HR;Split;43.5116383;16.4399659
2;HR03;HR;Split;43.5116383;16.4399659
3;HR035;HR;Split;43.5116383;16.4399659
0;HR;HR;Zagreb;45.84264135;15.962231476593626
1;HR0;HR;Zagreb;45.84264135;15.962231476593626
3;HR050;HR;Zagreb;45.84264135;15.962231476593626
2;HR05;HR;Zagreb;45.84264135;15.962231476593626
0;HU;HU;Budapest;47.4979937;19.0403594
1;HU1;HU;Budapest;47.4979937;19.0403594
2;HU11;HU;Budapest;47.4979937;19.0403594
3;HU110;HU;Budapest;47.4979937;19.0403594
0;HU;HU;Debrecen;47.531399;21.6259782
1;HU3;HU;Debrecen;47.531399;21.6259782
2;HU32;HU;Debrecen;47.531399;21.6259782
3;HU321;HU;Debrecen;47.531399;21.6259782
0;HU;HU;Kecskemét;46.9080791;19.6928069
1;HU3;HU;Kecskemét;46.9080791;19.6928069
2;HU33;HU;Kecskemét;46.9080791;19.6928069
3;HU331;HU;Kecskemét;46.9080791;19.6928069
0;HU;HU;Miskolc;48.1030643;20.7900429
1;HU3;HU;Miskolc;48.1030643;20.7900429
2;HU31;HU;Miskolc;48.1030643;20.7900429
3;HU311;HU;Miskolc;48.1030643;20.7900429
0;HU;HU;Nyíregyháza;47.9557802;21.7167982
1;HU3;HU;Nyíregyháza;47.9557802;21.7167982
2;HU32;HU;Nyíregyháza;47.9557802;21.7167982
3;HU323;HU;Nyíregyháza;47.9557802;21.7167982
0;HU;HU;Pécs;46.0765883;18.2280397
1;HU2;HU;Pécs;46.0765883;18.2280397
2;HU23;HU;Pécs;46.0765883;18.2280397
3;HU231;HU;Pécs;46.0765883;18.2280397
0;HU;HU;Szeged;46.2546312;20.1486016
1;HU3;HU;Szeged;46.2546312;20.1486016
2;HU33;HU;Szeged;46.2546312;20.1486016
3;HU333;HU;Szeged;46.2546312;20.1486016
0;HU;HU;Szombathely;47.2291184;16.6187625
1;HU2;HU;Szombathely;47.2291184;16.6187625
2;HU22;HU;Szombathely;47.2291184;16.6187625
3;HU222;HU;Szombathely;47.2291184;16.6187625
0;IE;IE;Cork;51.897077;-8.4654674
1;IE0;IE;Cork;51.897077;-8.4654674
2;IE05;IE;Cork;51.897077;-8.4654674
3;IE053;IE;Cork;51.897077;-8.4654674
0;IE;IE;Dublin;53.3498006;-6.2602964
1;IE0;IE;Dublin;53.3498006;-6.2602964
2;IE06;IE;Dublin;53.3498006;-6.2602964
3;IE061;IE;Dublin;53.3498006;-6.2602964
0;IE;IE;Galway;52.63232995;-8.947487586608023
1;IE0;IE;Galway;52.63232995;-8.947487586608023
2;IE05;IE;Galway;52.63232995;-8.947487586608023
3;IE051;IE;Galway;52.63232995;-8.947487586608023
0;IE;IE;Limerick;52.661252;-8.6301239
1;IE0;IE;Limerick;52.661252;-8.6301239
2;IE05;IE;Limerick;52.661252;-8.6301239
3;IE051;IE;Limerick;52.661252;-8.6301239
0;IE;IE;Waterford;52.2609997;-7.1119081
1;IE0;IE;Waterford;52.2609997;-7.1119081
2;IE05;IE;Waterford;52.2609997;-7.1119081
3;IE052;IE;Waterford;52.2609997;-7.1119081
0;IT;IT;Ancona;43.6170137;13.5170982
1;ITI;IT;Ancona;43.6170137;13.5170982
2;ITI3;IT;Ancona;43.6170137;13.5170982
3;ITI32;IT;Ancona;43.6170137;13.5170982
0;IT;IT;Asti;44.900542;8.2068876
1;ITC;IT;Asti;44.900542;8.2068876
2;ITC1;IT;Asti;44.900542;8.2068876
3;ITC17;IT;Asti;44.900542;8.2068876
0;IT;IT;Avellino;40.9141958;14.7888764
1;ITF;IT;Avellino;40.9141958;14.7888764
2;ITF3;IT;Avellino;40.9141958;14.7888764
3;ITF34;IT;Avellino;40.9141958;14.7888764
0;IT;IT;Bari;41.1257843;16.8620293
1;ITF;IT;Bari;41.1257843;16.8620293
2;ITF4;IT;Bari;41.1257843;16.8620293
3;ITF47;IT;Bari;41.1257843;16.8620293
0;IT;IT;Barletta;41.3214976;16.2868696
1;ITF;IT;Barletta;41.3214976;16.2868696
2;ITF4;IT;Barletta;41.3214976;16.2868696
3;ITF48;IT;Barletta;41.3214976;16.2868696
0;IT;IT;Benevento;41.1295587;14.7824639
1;ITF;IT;Benevento;41.1295587;14.7824639
2;ITF3;IT;Benevento;41.1295587;14.7824639
3;ITF32;IT;Benevento;41.1295587;14.7824639
0;IT;IT;Bergamo;45.6944947;9.6698727
1;ITC;IT;Bergamo;45.6944947;9.6698727
2;ITC4;IT;Bergamo;45.6944947;9.6698727
3;ITC46;IT;Bergamo;45.6944947;9.6698727
0;IT;IT;Biella;45.5664109;8.0542758
1;ITC;IT;Biella;45.5664109;8.0542758
2;ITC1;IT;Biella;45.5664109;8.0542758
3;ITC13;IT;Biella;45.5664109;8.0542758
0;IT;IT;Bologna;44.4938203;11.3426327
1;ITH;IT;Bologna;44.4938203;11.3426327
2;ITH5;IT;Bologna;44.4938203;11.3426327
3;ITH55;IT;Bologna;44.4938203;11.3426327
0;IT;IT;Bolzano;45.9709647;13.3877614
1;ITH;IT;Bolzano;45.9709647;13.3877614
2;ITH4;IT;Bolzano;45.9709647;13.3877614
3;ITH42;IT;Bolzano;45.9709647;13.3877614
0;IT;IT;Brescia;45.5398022;10.2200214
1;ITC;IT;Brescia;45.5398022;10.2200214
2;ITC4;IT;Brescia;45.5398022;10.2200214
3;ITC47;IT;Brescia;45.5398022;10.2200214
0;IT;IT;Busto Arsizio;45.6119057;8.8520522
1;ITC;IT;Busto Arsizio;45.6119057;8.8520522
2;ITC4;IT;Busto Arsizio;45.6119057;8.8520522
3;ITC41;IT;Busto Arsizio;45.6119057;8.8520522
0;IT;IT;Cagliari;39.2171994;9.113311
1;ITG;IT;Cagliari;39.2171994;9.113311
2;ITG2;IT;Cagliari;39.2171994;9.113311
3;ITG2F;IT;Cagliari;39.2171994;9.113311
0;IT;IT;Campobasso;41.5597935;14.6602725
