city_name;city_code;value;measurement_date;name;unit
Ciudad de Melilla;ES64;117;2009;Burglary of private residential premises;1
Ciudad de Melilla;ES64;156;2010;Burglary of private residential premises;1
Ciudad de Melilla;ES64;139;2008;Theft of a motorized land vehicle;1
Ciudad de Melilla;ES64;238;2009;Theft of a motorized land vehicle;1
Ciudad de Melilla;ES64;250;2010;Theft of a motorized land vehicle;1
Canarias;ES7;27;2008;Intentional homicide;1
Canarias;ES7;15;2009;Intentional homicide;1
Canarias;ES7;17;2010;Intentional homicide;1
Canarias;ES7;2172;2008;Robbery;1
Canarias;ES7;1989;2009;Robbery;1
Canarias;ES7;1944;2010;Robbery;1
Canarias;ES7;3606;2008;Burglary of private residential premises;1
Canarias;ES7;3516;2009;Burglary of private residential premises;1
Canarias;ES7;3750;2010;Burglary of private residential premises;1
Canarias;ES7;4326;2008;Theft of a motorized land vehicle;1
Canarias;ES7;3309;2009;Theft of a motorized land vehicle;1
Canarias;ES7;2929;2010;Theft of a motorized land vehicle;1
Canarias;ES70;27;2008;Intentional homicide;1
Canarias;ES70;15;2009;Intentional homicide;1
Canarias;ES70;17;2010;Intentional homicide;1
Canarias;ES70;2172;2008;Robbery;1
Canarias;ES70;1989;2009;Robbery;1
Canarias;ES70;1944;2010;Robbery;1
Canarias;ES70;3606;2008;Burglary of private residential premises;1
Canarias;ES70;3516;2009;Burglary of private residential premises;1
Canarias;ES70;3750;2010;Burglary of private residential premises;1
Canarias;ES70;4326;2008;Theft of a motorized land vehicle;1
Canarias;ES70;3309;2009;Theft of a motorized land vehicle;1
Canarias;ES70;2929;2010;Theft of a motorized land vehicle;1
Helsinki-Uusimaa;FI1B;25;2008;Intentional homicide;1
Helsinki-Uusimaa;FI1B;23;2009;Intentional homicide;1
Helsinki-Uusimaa;FI1B;26;2010;Intentional homicide;1
Helsinki-Uusimaa;FI1B;765;2008;Robbery;1
Helsinki-Uusimaa;FI1B;770;2009;Robbery;1
Helsinki-Uusimaa;FI1B;651;2010;Robbery;1
Helsinki-Uusimaa;FI1B;1329;2008;Burglary of private residential premises;1
Helsinki-Uusimaa;FI1B;1650;2009;Burglary of private residential premises;1
Helsinki-Uusimaa;FI1B;1544;2010;Burglary of private residential premises;1
Helsinki-Uusimaa;FI1B;5101;2008;Theft of a motorized land vehicle;1
Helsinki-Uusimaa;FI1B;4815;2009;Theft of a motorized land vehicle;1
Helsinki-Uusimaa;FI1B;4275;2010;Theft of a motorized land vehicle;1
Åland;FI2;0;2008;Intentional homicide;1
Åland;FI2;0;2009;Intentional homicide;1
Åland;FI2;0;2010;Intentional homicide;1
Åland;FI2;5;2008;Robbery;1
Åland;FI2;6;2009;Robbery;1
Åland;FI2;1;2010;Robbery;1
Åland;FI2;33;2008;Burglary of private residential premises;1
Åland;FI2;42;2009;Burglary of private residential premises;1
Åland;FI2;21;2010;Burglary of private residential premises;1
Åland;FI2;50;2008;Theft of a motorized land vehicle;1
Åland;FI2;31;2009;Theft of a motorized land vehicle;1
Åland;FI2;22;2010;Theft of a motorized land vehicle;1
Åland;FI20;0;2008;Intentional homicide;1
Åland;FI20;0;2009;Intentional homicide;1
Åland;FI20;0;2010;Intentional homicide;1
Åland;FI20;5;2008;Robbery;1
Åland;FI20;6;2009;Robbery;1
Åland;FI20;1;2010;Robbery;1
Åland;FI20;33;2008;Burglary of private residential premises;1
Åland;FI20;42;2009;Burglary of private residential premises;1
Åland;FI20;21;2010;Burglary of private residential premises;1
Åland;FI20;50;2008;Theft of a motorized land vehicle;1
Åland;FI20;31;2009;Theft of a motorized land vehicle;1
Åland;FI20;22;2010;Theft of a motorized land vehicle;1
Közép-Magyarország;HU1;39;2008;Intentional homicide;1
Közép-Magyarország;HU1;48;2009;Intentional homicide;1
Közép-Magyarország;HU1;55;2010;Intentional homicide;1
Közép-Magyarország;HU1;1536;2008;Robbery;1
Közép-Magyarország;HU1;1624;2009;Robbery;1
Közép-Magyarország;HU1;1797;2010;Robbery;1
Közép-Magyarország;HU1;6722;2008;Burglary of private residential premises;1
Közép-Magyarország;HU1;7096;2009;Burglary of private residential premises;1
Közép-Magyarország;HU1;8124;2010;Burglary of private residential premises;1
Közép-Magyarország;HU1;6859;2008;Theft of a motorized land vehicle;1
Közép-Magyarország;HU1;6442;2009;Theft of a motorized land vehicle;1
Közép-Magyarország;HU1;5740;2010;Theft of a motorized land vehicle;1
Valle d'Aosta/Vallée d'Aoste;ITC2;0;2008;Intentional homicide;1
Valle d'Aosta/Vallée d'Aoste;ITC2;2;2009;Intentional homicide;1
Valle d'Aosta/Vallée d'Aoste;ITC2;0;2010;Intentional homicide;1
Valle d'Aosta/Vallée d'Aoste;ITC2;25;2008;Robbery;1
Valle d'Aosta/Vallée d'Aoste;ITC2;25;2009;Robbery;1
Valle d'Aosta/Vallée d'Aoste;ITC2;18;2010;Robbery;1
Valle d'Aosta/Vallée d'Aoste;ITC2;379;2008;Burglary of private residential premises;1
Valle d'Aosta/Vallée d'Aoste;ITC2;454;2009;Burglary of private residential premises;1
Valle d'Aosta/Vallée d'Aoste;ITC2;322;2010;Burglary of private residential premises;1
Valle d'Aosta/Vallée d'Aoste;ITC2;86;2008;Theft of a motorized land vehicle;1
Valle d'Aosta/Vallée d'Aoste;ITC2;76;2009;Theft of a motorized land vehicle;1
Valle d'Aosta/Vallée d'Aoste;ITC2;55;2010;Theft of a motorized land vehicle;1
Liguria;ITC3;23;2008;Intentional homicide;1
Liguria;ITC3;18;2009;Intentional homicide;1
Liguria;ITC3;21;2010;Intentional homicide;1
Liguria;ITC3;1422;2008;Robbery;1
Liguria;ITC3;1149;2009;Robbery;1
Liguria;ITC3;1224;2010;Robbery;1
Liguria;ITC3;4617;2008;Burglary of private residential premises;1
Liguria;ITC3;4423;2009;Burglary of private residential premises;1
Liguria;ITC3;4519;2010;Burglary of private residential premises;1
Liguria;ITC3;6960;2008;Theft of a motorized land vehicle;1
Liguria;ITC3;6219;2009;Theft of a motorized land vehicle;1
Liguria;ITC3;5176;2010;Theft of a motorized land vehicle;1
Molise;ITF2;2;2008;Intentional homicide;1
Molise;ITF2;2;2009;Intentional homicide;1
Molise;ITF2;3;2010;Intentional homicide;1
Molise;ITF2;45;2008;Robbery;1
Molise;ITF2;51;2009;Robbery;1
Molise;ITF2;48;2010;Robbery;1
Molise;ITF2;382;2008;Burglary of private residential premises;1
Molise;ITF2;448;2009;Burglary of private residential premises;1
Molise;ITF2;429;2010;Burglary of private residential premises;1
Molise;ITF2;458;2008;Theft of a motorized land vehicle;1
Molise;ITF2;523;2009;Theft of a motorized land vehicle;1
Molise;ITF2;486;2010;Theft of a motorized land vehicle;1
Liechtenstein;LI;1;2008;Intentional homicide;1
Liechtenstein;LI;1;2009;Intentional homicide;1
Liechtenstein;LI;1;2010;Intentional homicide;1
Liechtenstein;LI;1;2008;Robbery;1
Liechtenstein;LI;2;2009;Robbery;1
Liechtenstein;LI;2;2010;Robbery;1
Liechtenstein;LI;93;2008;Burglary of private residential premises;1
Liechtenstein;LI;168;2009;Burglary of private residential premises;1
Liechtenstein;LI;118;2010;Burglary of private residential premises;1
Liechtenstein;LI;16;2008;Theft of a motorized land vehicle;1
Liechtenstein;LI;7;2009;Theft of a motorized land vehicle;1
Liechtenstein;LI;8;2010;Theft of a motorized land vehicle;1
Luxembourg;LU;7;2008;Intentional homicide;1
Luxembourg;LU;5;2009;Intentional homicide;1
Luxembourg;LU;8;2010;Intentional homicide;1
Luxembourg;LU;260;2008;Robbery;1
Luxembourg;LU;365;2009;Robbery;1
Luxembourg;LU;316;2010;Robbery;1
Luxembourg;LU;1731;2008;Burglary of private residential premises;1
Luxembourg;LU;1843;2009;Burglary of private residential premises;1
Luxembourg;LU;1487;2010;Burglary of private residential premises;1
Luxembourg;LU;343;2008;Theft of a motorized land vehicle;1
Luxembourg;LU;365;2009;Theft of a motorized land vehicle;1
Luxembourg;LU;357;2010;Theft of a motorized land vehicle;1
Luxembourg;LU0;7;2008;Intentional homicide;1
Luxembourg;LU0;5;2009;Intentional homicide;1
Luxembourg;LU0;8;2010;Intentional homicide;1
Luxembourg;LU0;260;2008;Robbery;1
Luxembourg;LU0;365;2009;Robbery;1
Luxembourg;LU0;316;2010;Robbery;1
Luxembourg;LU0;1731;2008;Burglary of private residential premises;1
Luxembourg;LU0;1843;2009;Burglary of private residential premises;1
Luxembourg;LU0;1487;2010;Burglary of private residential premises;1
Luxembourg;LU0;343;2008;Theft of a motorized land vehicle;1
Luxembourg;LU0;365;2009;Theft of a motorized land vehicle;1
Luxembourg;LU0;357;2010;Theft of a motorized land vehicle;1
Luxembourg;LU00;7;2008;Intentional homicide;1
Luxembourg;LU00;5;2009;Intentional homicide;1
Luxembourg;LU00;8;2010;Intentional homicide;1
Luxembourg;LU00;260;2008;Robbery;1
Luxembourg;LU00;365;2009;Robbery;1
Luxembourg;LU00;316;2010;Robbery;1
Luxembourg;LU00;1731;2008;Burglary of private residential premises;1
Luxembourg;LU00;1843;2009;Burglary of private residential premises;1
Luxembourg;LU00;1487;2010;Burglary of private residential premises;1
Luxembourg;LU00;343;2008;Theft of a motorized land vehicle;1
Luxembourg;LU00;365;2009;Theft of a motorized land vehicle;1
Luxembourg;LU00;357;2010;Theft of a motorized land vehicle;1
Malta;MT;6;2008;Intentional homicide;1
Malta;MT;4;2009;Intentional homicide;1
Malta;MT;4;2010;Intentional homicide;1
Malta;MT;147;2008;Robbery;1
Malta;MT;202;2009;Robbery;1
Malta;MT;196;2010;Robbery;1
Malta;MT;674;2008;Burglary of private residential premises;1
Malta;MT;667;2009;Burglary of private residential premises;1
Malta;MT;703;2010;Burglary of private residential premises;1
Malta;MT;398;2008;Theft of a motorized land vehicle;1
Malta;MT;401;2009;Theft of a motorized land vehicle;1
Malta;MT;372;2010;Theft of a motorized land vehicle;1
Malta;MT0;6;2008;Intentional homicide;1
Malta;MT0;4;2009;Intentional homicide;1
Malta;MT0;4;2010;Intentional homicide;1
Malta;MT0;147;2008;Robbery;1
Malta;MT0;202;2009;Robbery;1
Malta;MT0;196;2010;Robbery;1
Malta;MT0;674;2008;Burglary of private residential premises;1
Malta;MT0;667;2009;Burglary of private residential premises;1
Malta;MT0;703;2010;Burglary of private residential premises;1
Malta;MT0;398;2008;Theft of a motorized land vehicle;1
Malta;MT0;401;2009;Theft of a motorized land vehicle;1
Malta;MT0;372;2010;Theft of a motorized land vehicle;1
Malta;MT00;6;2008;Intentional homicide;1
Malta;MT00;4;2009;Intentional homicide;1
Malta;MT00;4;2010;Intentional homicide;1
Malta;MT00;147;2008;Robbery;1
Malta;MT00;202;2009;Robbery;1
Malta;MT00;196;2010;Robbery;1
Malta;MT00;674;2008;Burglary of private residential premises;1
Malta;MT00;667;2009;Burglary of private residential premises;1
Malta;MT00;703;2010;Burglary of private residential premises;1
Malta;MT00;398;2008;Theft of a motorized land vehicle;1
Malta;MT00;401;2009;Theft of a motorized land vehicle;1
Malta;MT00;372;2010;Theft of a motorized land vehicle;1
Opolskie;PL52;14;2008;Intentional homicide;1
Opolskie;PL52;10;2009;Intentional homicide;1
Opolskie;PL52;11;2010;Intentional homicide;1
Opolskie;PL52;358;2008;Robbery;1
Opolskie;PL52;289;2009;Robbery;1
Opolskie;PL52;250;2010;Robbery;1
Opolskie;PL52;910;2008;Burglary of private residential premises;1
Opolskie;PL52;857;2009;Burglary of private residential premises;1
Opolskie;PL52;1138;2010;Burglary of private residential premises;1
Opolskie;PL52;205;2008;Theft of a motorized land vehicle;1
Opolskie;PL52;190;2009;Theft of a motorized land vehicle;1
Opolskie;PL52;181;2010;Theft of a motorized land vehicle;1
Algarve;PT15;2;2008;Intentional homicide;1
Algarve;PT15;10;2009;Intentional homicide;1
Algarve;PT15;11;2010;Intentional homicide;1
Algarve;PT15;1061;2008;Robbery;1
Algarve;PT15;1149;2009;Robbery;1
Algarve;PT15;1109;2010;Robbery;1
Algarve;PT15;4300;2008;Burglary of private residential premises;1
Algarve;PT15;4504;2009;Burglary of private residential premises;1
Algarve;PT15;4058;2010;Burglary of private residential premises;1
Algarve;PT15;1667;2008;Theft of a motorized land vehicle;1
Algarve;PT15;1471;2009;Theft of a motorized land vehicle;1
Algarve;PT15;958;2010;Theft of a motorized land vehicle;1
Área Metropolitana de Lisboa;PT17;33;2008;Intentional homicide;1
Área Metropolitana de Lisboa;PT17;38;2009;Intentional homicide;1
Área Metropolitana de Lisboa;PT17;44;2010;Intentional homicide;1
Área Metropolitana de Lisboa;PT17;12783;2008;Robbery;1
Área Metropolitana de Lisboa;PT17;12208;2009;Robbery;1
Área Metropolitana de Lisboa;PT17;12501;2010;Robbery;1
Área Metropolitana de Lisboa;PT17;9578;2008;Burglary of private residential premises;1
Área Metropolitana de Lisboa;PT17;6146;2009;Burglary of private residential premises;1
Área Metropolitana de Lisboa;PT17;5872;2010;Burglary of private residential premises;1
Área Metropolitana de Lisboa;PT17;9570;2008;Theft of a motorized land vehicle;1
Área Metropolitana de Lisboa;PT17;7414;2009;Theft of a motorized land vehicle;1
Área Metropolitana de Lisboa;PT17;6587;2010;Theft of a motorized land vehicle;1
Região Autónoma dos Açores (PT);PT2;1;2008;Intentional homicide;1
Região Autónoma dos Açores (PT);PT2;3;2009;Intentional homicide;1
Região Autónoma dos Açores (PT);PT2;4;2010;Intentional homicide;1
Região Autónoma dos Açores (PT);PT2;171;2008;Robbery;1
Região Autónoma dos Açores (PT);PT2;148;2009;Robbery;1
Região Autónoma dos Açores (PT);PT2;142;2010;Robbery;1
Região Autónoma dos Açores (PT);PT2;1033;2008;Burglary of private residential premises;1
Região Autónoma dos Açores (PT);PT2;900;2009;Burglary of private residential premises;1
Região Autónoma dos Açores (PT);PT2;776;2010;Burglary of private residential premises;1
Região Autónoma dos Açores (PT);PT2;137;2008;Theft of a motorized land vehicle;1
Região Autónoma dos Açores (PT);PT2;185;2009;Theft of a motorized land vehicle;1
Região Autónoma dos Açores (PT);PT2;142;2010;Theft of a motorized land vehicle;1
Região Autónoma dos Açores (PT);PT20;1;2008;Intentional homicide;1
Região Autónoma dos Açores (PT);PT20;3;2009;Intentional homicide;1
Região Autónoma dos Açores (PT);PT20;4;2010;Intentional homicide;1
Região Autónoma dos Açores (PT);PT20;171;2008;Robbery;1
Região Autónoma dos Açores (PT);PT20;148;2009;Robbery;1
Região Autónoma dos Açores (PT);PT20;142;2010;Robbery;1
Região Autónoma dos Açores (PT);PT20;1033;2008;Burglary of private residential premises;1
Região Autónoma dos Açores (PT);PT20;900;2009;Burglary of private residential premises;1
Região Autónoma dos Açores (PT);PT20;776;2010;Burglary of private residential premises;1
Região Autónoma dos Açores (PT);PT20;137;2008;Theft of a motorized land vehicle;1
Região Autónoma dos Açores (PT);PT20;185;2009;Theft of a motorized land vehicle;1
Região Autónoma dos Açores (PT);PT20;142;2010;Theft of a motorized land vehicle;1
Região Autónoma da Madeira (PT);PT3;5;2008;Intentional homicide;1
Região Autónoma da Madeira (PT);PT3;1;2009;Intentional homicide;1
Região Autónoma da Madeira (PT);PT3;4;2010;Intentional homicide;1
Região Autónoma da Madeira (PT);PT3;310;2008;Robbery;1
Região Autónoma da Madeira (PT);PT3;226;2009;Robbery;1
Região Autónoma da Madeira (PT);PT3;250;2010;Robbery;1
Região Autónoma da Madeira (PT);PT3;662;2008;Burglary of private residential premises;1
Região Autónoma da Madeira (PT);PT3;624;2009;Burglary of private residential premises;1
Região Autónoma da Madeira (PT);PT3;632;2010;Burglary of private residential premises;1
Região Autónoma da Madeira (PT);PT3;114;2008;Theft of a motorized land vehicle;1
Região Autónoma da Madeira (PT);PT3;201;2009;Theft of a motorized land vehicle;1
Região Autónoma da Madeira (PT);PT3;122;2010;Theft of a motorized land vehicle;1
Região Autónoma da Madeira (PT);PT30;5;2008;Intentional homicide;1
Região Autónoma da Madeira (PT);PT30;1;2009;Intentional homicide;1
Região Autónoma da Madeira (PT);PT30;4;2010;Intentional homicide;1
Região Autónoma da Madeira (PT);PT30;310;2008;Robbery;1
Região Autónoma da Madeira (PT);PT30;226;2009;Robbery;1
Região Autónoma da Madeira (PT);PT30;250;2010;Robbery;1
Região Autónoma da Madeira (PT);PT30;662;2008;Burglary of private residential premises;1
Região Autónoma da Madeira (PT);PT30;624;2009;Burglary of private residential premises;1
Região Autónoma da Madeira (PT);PT30;632;2010;Burglary of private residential premises;1
Região Autónoma da Madeira (PT);PT30;114;2008;Theft of a motorized land vehicle;1
Região Autónoma da Madeira (PT);PT30;201;2009;Theft of a motorized land vehicle;1
Região Autónoma da Madeira (PT);PT30;122;2010;Theft of a motorized land vehicle;1
Bucuresti - Ilfov;RO32;31;2008;Intentional homicide;1
Bucuresti - Ilfov;RO32;29;2009;Intentional homicide;1
Bucuresti - Ilfov;RO32;28;2010;Intentional homicide;1
Bucuresti - Ilfov;RO32;714;2008;Robbery;1
Bucuresti - Ilfov;RO32;676;2009;Robbery;1
Bucuresti - Ilfov;RO32;633;2010;Robbery;1
Bucuresti - Ilfov;RO32;1408;2008;Burglary of private residential premises;1
Bucuresti - Ilfov;RO32;2066;2009;Burglary of private residential premises;1
Bucuresti - Ilfov;RO32;2695;2010;Burglary of private residential premises;1
Bucuresti - Ilfov;RO32;1272;2008;Theft of a motorized land vehicle;1
Bucuresti - Ilfov;RO32;1532;2009;Theft of a motorized land vehicle;1
Bucuresti - Ilfov;RO32;1069;2010;Theft of a motorized land vehicle;1
Stockholm;SE11;24;2010;Intentional homicide;1
Stockholm;SE11;3338;2008;Robbery;1
Stockholm;SE11;3330;2009;Robbery;1
Stockholm;SE11;3036;2010;Robbery;1
Stockholm;SE11;4718;2008;Burglary of private residential premises;1
Stockholm;SE11;5996;2009;Burglary of private residential premises;1
Stockholm;SE11;6127;2010;Burglary of private residential premises;1
Stockholm;SE11;11651;2008;Theft of a motorized land vehicle;1
Stockholm;SE11;10736;2009;Theft of a motorized land vehicle;1
Stockholm;SE11;9696;2010;Theft of a motorized land vehicle;1
Bratislavský kraj;SK01;13;2008;Intentional homicide;1
Bratislavský kraj;SK01;14;2009;Intentional homicide;1
Bratislavský kraj;SK01;13;2010;Intentional homicide;1
Bratislavský kraj;SK01;317;2008;Robbery;1
Bratislavský kraj;SK01;326;2009;Robbery;1
Bratislavský kraj;SK01;260;2010;Robbery;1
Bratislavský kraj;SK01;448;2008;Burglary of private residential premises;1
Bratislavský kraj;SK01;514;2009;Burglary of private residential premises;1
Bratislavský kraj;SK01;318;2010;Burglary of private residential premises;1
Bratislavský kraj;SK01;1648;2008;Theft of a motorized land vehicle;1
Bratislavský kraj;SK01;1487;2009;Theft of a motorized land vehicle;1
Bratislavský kraj;SK01;1311;2010;Theft of a motorized land vehicle;1
Noord-Nederland;NL1;433;2008;Robbery;1
Noord-Nederland;NL1;442;2009;Robbery;1
Noord-Nederland;NL1;468;2010;Robbery;1
Noord-Nederland;NL1;6886;2008;Burglary of private residential premises;1
Noord-Nederland;NL1;6531;2009;Burglary of private residential premises;1
Noord-Nederland;NL1;6735;2010;Burglary of private residential premises;1
Noord-Nederland;NL1;614;2008;Theft of a motorized land vehicle;1
Noord-Nederland;NL1;648;2009;Theft of a motorized land vehicle;1
Noord-Nederland;NL1;576;2010;Theft of a motorized land vehicle;1
Groningen;NL11;230;2008;Robbery;1
Groningen;NL11;259;2009;Robbery;1
Groningen;NL11;288;2010;Robbery;1
Groningen;NL11;3102;2008;Burglary of private residential premises;1
Groningen;NL11;2765;2009;Burglary of private residential premises;1
Groningen;NL11;2864;2010;Burglary of private residential premises;1
Groningen;NL11;231;2008;Theft of a motorized land vehicle;1
Groningen;NL11;234;2009;Theft of a motorized land vehicle;1
Groningen;NL11;252;2010;Theft of a motorized land vehicle;1
Friesland (NL);NL12;121;2008;Robbery;1
Friesland (NL);NL12;93;2009;Robbery;1
Friesland (NL);NL12;97;2010;Robbery;1
Friesland (NL);NL12;1874;2008;Burglary of private residential premises;1
Friesland (NL);NL12;1736;2009;Burglary of private residential premises;1
Friesland (NL);NL12;2077;2010;Burglary of private residential premises;1
Friesland (NL);NL12;191;2008;Theft of a motorized land vehicle;1
Friesland (NL);NL12;191;2009;Theft of a motorized land vehicle;1
Friesland (NL);NL12;149;2010;Theft of a motorized land vehicle;1
Drenthe;NL13;82;2008;Robbery;1
Drenthe;NL13;90;2009;Robbery;1
Drenthe;NL13;83;2010;Robbery;1
Drenthe;NL13;1910;2008;Burglary of private residential premises;1
Drenthe;NL13;2030;2009;Burglary of private residential premises;1
Drenthe;NL13;1794;2010;Burglary of private residential premises;1
Drenthe;NL13;192;2008;Theft of a motorized land vehicle;1
Drenthe;NL13;223;2009;Theft of a motorized land vehicle;1
Drenthe;NL13;175;2010;Theft of a motorized land vehicle;1
Overijssel;NL21;213;2008;Robbery;1
Overijssel;NL21;326;2009;Robbery;1
Overijssel;NL21;275;2010;Robbery;1
Overijssel;NL21;3675;2008;Burglary of private residential premises;1
Overijssel;NL21;4197;2009;Burglary of private residential premises;1
Overijssel;NL21;4491;2010;Burglary of private residential premises;1
Overijssel;NL21;360;2008;Theft of a motorized land vehicle;1
Overijssel;NL21;361;2009;Theft of a motorized land vehicle;1
Overijssel;NL21;415;2010;Theft of a motorized land vehicle;1
Gelderland;NL22;688;2008;Robbery;1
Gelderland;NL22;718;2009;Robbery;1
Gelderland;NL22;720;2010;Robbery;1
Gelderland;NL22;8608;2008;Burglary of private residential premises;1
Gelderland;NL22;10318;2009;Burglary of private residential premises;1
Gelderland;NL22;11338;2010;Burglary of private residential premises;1
Gelderland;NL22;1622;2008;Theft of a motorized land vehicle;1
Gelderland;NL22;1635;2009;Theft of a motorized land vehicle;1
Gelderland;NL22;1666;2010;Theft of a motorized land vehicle;1
Flevoland;NL23;353;2008;Robbery;1
Flevoland;NL23;303;2009;Robbery;1
Flevoland;NL23;323;2010;Robbery;1
Flevoland;NL23;2097;2008;Burglary of private residential premises;1
Flevoland;NL23;1933;2009;Burglary of private residential premises;1
Flevoland;NL23;2503;2010;Burglary of private residential premises;1
Flevoland;NL23;390;2008;Theft of a motorized land vehicle;1
Flevoland;NL23;294;2009;Theft of a motorized land vehicle;1
Flevoland;NL23;372;2010;Theft of a motorized land vehicle;1
Utrecht;NL31;830;2008;Robbery;1
Utrecht;NL31;839;2009;Robbery;1
Utrecht;NL31;660;2010;Robbery;1
Utrecht;NL31;7884;2008;Burglary of private residential premises;1
Utrecht;NL31;8265;2009;Burglary of private residential premises;1
Utrecht;NL31;9204;2010;Burglary of private residential premises;1
Utrecht;NL31;1203;2008;Theft of a motorized land vehicle;1
Utrecht;NL31;1262;2009;Theft of a motorized land vehicle;1
Utrecht;NL31;1165;2010;Theft of a motorized land vehicle;1
Noord-Holland;NL32;3528;2008;Robbery;1
Noord-Holland;NL32;3458;2009;Robbery;1
Noord-Holland;NL32;3218;2010;Robbery;1
Noord-Holland;NL32;15621;2008;Burglary of private residential premises;1
Noord-Holland;NL32;16868;2009;Burglary of private residential premises;1
Noord-Holland;NL32;19263;2010;Burglary of private residential premises;1
Noord-Holland;NL32;3557;2008;Theft of a motorized land vehicle;1
Noord-Holland;NL32;3670;2009;Theft of a motorized land vehicle;1
Noord-Holland;NL32;3743;2010;Theft of a motorized land vehicle;1
Zuid-Holland;NL33;3329;2008;Robbery;1
Zuid-Holland;NL33;3229;2009;Robbery;1
Zuid-Holland;NL33;3574;2010;Robbery;1
Zuid-Holland;NL33;20302;2008;Burglary of private residential premises;1
Zuid-Holland;NL33;20405;2009;Burglary of private residential premises;1
Zuid-Holland;NL33;23608;2010;Burglary of private residential premises;1
Zuid-Holland;NL33;4055;2008;Theft of a motorized land vehicle;1
Zuid-Holland;NL33;4160;2009;Theft of a motorized land vehicle;1
Zuid-Holland;NL33;4055;2010;Theft of a motorized land vehicle;1
Zeeland;NL34;77;2008;Robbery;1
Zeeland;NL34;96;2009;Robbery;1
Zeeland;NL34;91;2010;Robbery;1
Zeeland;NL34;1235;2008;Burglary of private residential premises;1
Zeeland;NL34;1315;2009;Burglary of private residential premises;1
Zeeland;NL34;1484;2010;Burglary of private residential premises;1
Zeeland;NL34;217;2008;Theft of a motorized land vehicle;1
Zeeland;NL34;196;2009;Theft of a motorized land vehicle;1
Zeeland;NL34;145;2010;Theft of a motorized land vehicle;1
Zuid-Nederland;NL4;1891;2008;Robbery;1
Zuid-Nederland;NL4;1876;2009;Robbery;1
Zuid-Nederland;NL4;1563;2010;Robbery;1
Zuid-Nederland;NL4;22661;2008;Burglary of private residential premises;1
Zuid-Nederland;NL4;23333;2009;Burglary of private residential premises;1
Zuid-Nederland;NL4;24075;2010;Burglary of private residential premises;1
Zuid-Nederland;NL4;5392;2008;Theft of a motorized land vehicle;1
Zuid-Nederland;NL4;4845;2009;Theft of a motorized land vehicle;1
Zuid-Nederland;NL4;4352;2010;Theft of a motorized land vehicle;1
Noord-Brabant;NL41;1335;2008;Robbery;1
Noord-Brabant;NL41;1257;2009;Robbery;1
Noord-Brabant;NL41;1044;2010;Robbery;1
Noord-Brabant;NL41;15075;2008;Burglary of private residential premises;1
Noord-Brabant;NL41;15850;2009;Burglary of private residential premises;1
Noord-Brabant;NL41;17265;2010;Burglary of private residential premises;1
Noord-Brabant;NL41;3185;2008;Theft of a motorized land vehicle;1
Noord-Brabant;NL41;2839;2009;Theft of a motorized land vehicle;1
Noord-Brabant;NL41;2615;2010;Theft of a motorized land vehicle;1
Limburg (NL);NL42;556;2008;Robbery;1
Limburg (NL);NL42;619;2009;Robbery;1
Limburg (NL);NL42;519;2010;Robbery;1
Limburg (NL);NL42;7586;2008;Burglary of private residential premises;1
Limburg (NL);NL42;7483;2009;Burglary of private residential premises;1
Limburg (NL);NL42;6810;2010;Burglary of private residential premises;1
Limburg (NL);NL42;2207;2008;Theft of a motorized land vehicle;1
Limburg (NL);NL42;2006;2009;Theft of a motorized land vehicle;1
Limburg (NL);NL42;1737;2010;Theft of a motorized land vehicle;1
