DATAFLOW,LAST UPDATE,freq,landuse,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,DK041,2022,7013,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,DK042,2022,5754,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,DK05,2022,7718,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,DK050,2022,7718,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EA19,2022,2778837,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EE,2022,43110,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EE0,2022,43110,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EE00,2022,43110,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EE001,2022,4275,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EE004,2022,11115,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EE006,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EE007,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EE008,2022,15656,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EE009,2022,9105,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EE00A,2022,2959,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL,2022,130048,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL3,2022,3788,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL30,2022,3788,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL301,2022,134,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL302,2022,68,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL303,2022,88,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL304,2022,70,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL305,2022,1509,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL306,2022,1003,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL307,2022,916,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL4,2022,17337,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL41,2022,3801,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL411,2022,2132,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL412,2022,770,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL413,2022,899,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL42,2022,5231,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL421,2022,2672,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL422,2022,2559,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL43,2022,8305,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL431,2022,2633,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL432,2022,1816,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL433,2022,1491,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL434,2022,2365,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL5,2022,50795,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL51,2022,13992,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL511,2022,4184,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL512,2022,1764,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL513,2022,2511,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL514,2022,3437,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL515,2022,2096,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL52,2022,18501,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL521,2022,1679,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL522,2022,3555,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL523,2022,2498,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL524,2022,2476,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL525,2022,1518,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL526,2022,3864,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL527,2022,2911,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL53,2022,9229,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL531,2022,5733,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL532,2022,1695,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL533,2022,1801,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL54,2022,9073,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL541,2022,2605,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL542,2022,1507,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL543,2022,4961,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL6,2022,58128,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL61,2022,13938,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL611,2022,5981,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL612,2022,5363,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL613,2022,2594,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL62,2022,2276,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL621,2022,405,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL622,2022,625,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL623,2022,896,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL624,2022,350,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL63,2022,11033,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL631,2022,5183,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL632,2022,3265,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL633,2022,2585,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL64,2022,15418,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL641,2022,2923,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL642,2022,4137,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL643,2022,1824,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL644,2022,4428,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL645,2022,2106,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL65,2022,15463,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL651,2022,6559,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL652,2022,2287,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EL653,2022,6617,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES,2022,502654,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES1,2022,45208,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES11,2022,29375,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES111,2022,7892,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES112,2022,9819,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES113,2022,7201,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES114,2022,4463,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES12,2022,10565,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES120,2022,10565,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES13,2022,5268,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES130,2022,5268,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES2,2022,70026,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES21,2022,7190,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES211,2022,3012,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES212,2022,1973,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES213,2022,2205,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES22,2022,10347,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES220,2022,10347,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES23,2022,5031,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES230,2022,5031,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES24,2022,47458,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES241,2022,15542,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES242,2022,14791,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES243,2022,17125,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES3,2022,7972,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES30,2022,7972,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES300,2022,7972,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES4,2022,213837,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES41,2022,93806,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES411,2022,8030,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES412,2022,14259,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES413,2022,15523,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES414,2022,8026,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES415,2022,12263,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES416,2022,6917,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES417,2022,10282,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES418,2022,8092,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES419,2022,10414,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES42,2022,79109,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES421,2022,14893,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES422,2022,19750,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES423,2022,17036,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES424,2022,12153,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES425,2022,15277,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES43,2022,40922,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES431,2022,21356,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES432,2022,19566,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES5,2022,60072,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES51,2022,31964,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES511,2022,7715,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES512,2022,5895,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES513,2022,12105,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES514,2022,6249,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES52,2022,23135,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES521,2022,5767,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES522,2022,6621,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES523,2022,10747,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES53,2022,4973,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES531,2022,648,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES532,2022,3633,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES533,2022,692,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES6,2022,98117,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES61,2022,86781,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES611,2022,8766,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES612,2022,7312,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES613,2022,13627,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES614,2022,12601,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES615,2022,9965,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES616,2022,13367,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES617,2022,7264,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES618,2022,13879,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES62,2022,11302,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES620,2022,11302,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES63,2022,20,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES630,2022,20,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES64,2022,14,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES640,2022,14,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES7,2022,7422,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES70,2022,7422,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES703,2022,267,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES704,2022,1655,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES705,2022,1556,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES706,2022,367,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES707,2022,705,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES708,2022,842,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,ES709,2022,2030,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,EU27_2020,2022,4103987,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI,2022,304316,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1,2022,302763,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI19,2022,58303,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI193,2022,16703,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI194,2022,13443,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI195,2022,7752,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI196,2022,7820,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI197,2022,12585,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1B,2022,9097,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1B1,2022,9097,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1C,2022,31463,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1C1,2022,10663,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1C2,2022,5198,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1C3,2022,5124,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1C4,2022,5149,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1C5,2022,5329,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1D,2022,203900,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1D1,2022,14258,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1D2,2022,16768,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1D3,2022,17762,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1D4,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1D5,2022,5019,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1D6,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1D7,2022,92660,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1D8,2022,20387,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI1D9,2022,37046,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI2,2022,1553,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI20,2022,1553,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FI200,2022,1553,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR,2022,633886,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR1,2022,11952,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR10,2022,11952,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR101,2022,103,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR102,2022,5873,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR103,2022,2273,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR104,2022,1810,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR105,2022,172,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR106,2022,236,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR107,2022,242,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR108,2022,1243,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR2,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR21,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR211,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR212,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR213,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR214,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR22,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR221,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR222,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR223,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR23,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR231,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR232,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR24,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR241,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR242,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR243,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR244,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR245,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR246,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR25,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR251,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR252,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR253,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR26,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR261,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR262,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR263,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR264,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR3,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR30,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR301,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR302,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR4,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR41,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR411,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR412,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR413,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR414,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR42,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR421,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR422,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR43,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR431,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR432,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR433,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR434,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR5,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR51,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR511,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR512,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR513,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR514,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR515,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR52,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR521,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR522,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR523,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR524,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR53,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR531,2022,,z
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,L0008,KM2,FR532,2022,,z
