DATAFLOW,LAST UPDATE,freq,landuse,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG331,2022,3822,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG332,2022,4720,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG333,2022,3395,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG334,2022,2711,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG34,2022,19801,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG341,2022,7751,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG342,2022,3544,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG343,2022,3356,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG344,2022,5150,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG4,2022,42667,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG41,2022,20301,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG411,2022,1342,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG412,2022,7063,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG413,2022,6451,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG414,2022,2392,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG415,2022,3053,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG42,2022,22366,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG421,2022,5961,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG422,2022,5532,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG423,2022,4456,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG424,2022,3205,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,BG425,2022,3212,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH,2022,41287,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH0,2022,41287,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH01,2022,8717,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH011,2022,3212,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH012,2022,5223,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH013,2022,282,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH02,2022,10061,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH021,2022,5959,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH022,2022,1671,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH023,2022,789,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH024,2022,803,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH025,2022,839,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH03,2022,1958,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH031,2022,37,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH032,2022,517,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH033,2022,1404,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH04,2022,1728,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH040,2022,1728,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH05,2022,11529,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH051,2022,686,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH052,2022,298,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH053,2022,243,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH054,2022,172,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH055,2022,2033,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH056,2022,7107,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH057,2022,990,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH06,2022,4482,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH061,2022,1493,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH062,2022,1076,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH063,2022,907,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH064,2022,491,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH065,2022,276,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH066,2022,239,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH07,2022,2812,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CH070,2022,2812,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CY,2022,9253,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CY0,2022,9253,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CY00,2022,9253,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CY000,2022,9253,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ,2022,78871,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ0,2022,78871,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ01,2022,496,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ010,2022,496,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ02,2022,10929,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ020,2022,10929,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ03,2022,17707,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ031,2022,10058,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ032,2022,7649,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ04,2022,8649,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ041,2022,3310,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ042,2022,5339,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ05,2022,12441,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ051,2022,3163,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ052,2022,4759,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ053,2022,4519,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ06,2022,13984,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ063,2022,6796,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ064,2022,7188,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ07,2022,9235,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ071,2022,5273,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ072,2022,3962,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ08,2022,5430,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,CZ080,2022,5430,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE,2022,357569,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE1,2022,35745,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE11,2022,10556,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE111,2022,207,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE112,2022,618,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE113,2022,641,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE114,2022,642,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE115,2022,687,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE116,2022,858,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE117,2022,100,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE118,2022,1100,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE119,2022,777,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE11A,2022,1484,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE11B,2022,1304,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE11C,2022,627,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE11D,2022,1511,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE12,2022,6917,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE121,2022,140,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE122,2022,173,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE123,2022,1085,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE124,2022,738,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE125,2022,109,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE126,2022,145,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE127,2022,1126,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE128,2022,1062,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE129,2022,98,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE12A,2022,797,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE12B,2022,574,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE12C,2022,870,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE13,2022,9355,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE131,2022,153,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE132,2022,1378,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE133,2022,680,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE134,2022,1860,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE135,2022,769,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE136,2022,1025,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE137,2022,734,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE138,2022,818,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE139,2022,807,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE13A,2022,1131,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE14,2022,8917,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE141,2022,1092,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE142,2022,519,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE143,2022,918,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE144,2022,119,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE145,2022,1359,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE146,2022,1409,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE147,2022,665,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE148,2022,1632,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE149,2022,1204,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE2,2022,70543,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE21,2022,17528,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE211,2022,133,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE212,2022,311,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE213,2022,37,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE214,2022,569,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE215,2022,840,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE216,2022,1111,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE217,2022,579,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE218,2022,549,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE219,2022,1214,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE21A,2022,871,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE21B,2022,800,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE21C,2022,435,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE21D,2022,1012,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE21E,2022,804,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE21F,2022,866,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE21G,2022,805,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE21H,2022,664,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE21I,2022,740,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE21J,2022,761,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE21K,2022,1439,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE21L,2022,488,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE21M,2022,1534,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE21N,2022,966,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE22,2022,10328,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE221,2022,66,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE222,2022,70,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE223,2022,68,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE224,2022,861,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE225,2022,984,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE226,2022,1065,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE227,2022,1348,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE228,2022,1530,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE229,2022,975,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE22A,2022,1281,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE22B,2022,1202,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE22C,2022,878,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE23,2022,9691,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE231,2022,50,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE232,2022,81,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE233,2022,71,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE234,2022,1256,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE235,2022,1520,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE236,2022,1344,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE237,2022,1428,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE238,2022,1392,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE239,2022,1465,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE23A,2022,1084,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE24,2022,7232,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE241,2022,55,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE242,2022,67,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE243,2022,48,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE244,2022,58,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE245,2022,1168,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE246,2022,1274,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE247,2022,590,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE248,2022,643,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE249,2022,893,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE24A,2022,652,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE24B,2022,658,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE24C,2022,520,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE24D,2022,606,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE25,2022,7243,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE251,2022,100,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE252,2022,77,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE253,2022,63,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE254,2022,186,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE255,2022,41,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE256,2022,1971,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE257,2022,565,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE258,2022,307,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE259,2022,800,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE25A,2022,1267,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE25B,2022,895,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE25C,2022,971,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE26,2022,8530,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE261,2022,62,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE262,2022,36,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE263,2022,88,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE264,2022,699,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE265,2022,1137,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE266,2022,1022,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE267,2022,956,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE268,2022,684,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE269,2022,716,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE26A,2022,1321,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE26B,2022,841,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE26C,2022,968,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE27,2022,9991,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE271,2022,147,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE272,2022,40,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE273,2022,63,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE274,2022,70,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE275,2022,780,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE276,2022,1071,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE277,2022,792,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE278,2022,762,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE279,2022,516,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE27A,2022,323,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE27B,2022,1394,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE27C,2022,1230,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE27D,2022,1275,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE27E,2022,1528,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE3,2022,891,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE30,2022,891,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE300,2022,891,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE4,2022,29656,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE40,2022,29656,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE401,2022,230,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE402,2022,166,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE403,2022,148,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE404,2022,188,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE405,2022,1480,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE406,2022,2274,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE407,2022,1900,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE408,2022,1727,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE409,2022,2159,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE40A,2022,1808,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE40B,2022,1223,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE40C,2022,2257,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE40D,2022,2527,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE40E,2022,2592,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE40F,2022,2139,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE40G,2022,1657,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE40H,2022,2104,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE40I,2022,3077,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE5,2022,420,
ESTAT:REG_AREA3(1.0),31/01/23 23:00:00,A,TOTAL,KM2,DE50,2022,420,
