city_name;city_code;housing_structure;tenure;year;value;unit
Gießen;DE72;Household composed of lone father living with at least one child;Unknown;2011;0.0;Number
Gießen;DE72;Household composed of lone father with at least one resident child 25 years or older;Other;2011;0.0;Number
Gießen;DE72;Household composed of lone father with at least one resident child 25 years or older;Owner;2011;1620.0;Number
Gießen;DE72;Household composed of lone father with at least one resident child 25 years or older;Tenant;2011;406.0;Number
Gießen;DE72;Household composed of lone father with at least one resident child 25 years or older;Total;2011;2026.0;Number
Gießen;DE72;Household composed of lone father with at least one resident child 25 years or older;Unknown;2011;0.0;Number
Gießen;DE72;Household composed of lone father with at least one resident child under 25 years;Other;2011;0.0;Number
Gießen;DE72;Household composed of lone father with at least one resident child under 25 years;Owner;2011;2369.0;Number
Gießen;DE72;Household composed of lone father with at least one resident child under 25 years;Tenant;2011;1589.0;Number
Gießen;DE72;Household composed of lone father with at least one resident child under 25 years;Total;2011;3958.0;Number
Gießen;DE72;Household composed of lone father with at least one resident child under 25 years;Unknown;2011;0.0;Number
Gießen;DE72;Household composed of married couple;Other;2011;0.0;Number
Gießen;DE72;Household composed of married couple;Owner;2011;154931.0;Number
Gießen;DE72;Household composed of married couple;Tenant;2011;56591.0;Number
Gießen;DE72;Household composed of married couple;Total;2011;211522.0;Number
Gießen;DE72;Household composed of married couple;Unknown;2011;0.0;Number
Gießen;DE72;Household composed of married couple without resident children;Other;2011;0.0;Number
Gießen;DE72;Household composed of married couple without resident children;Owner;2011;74021.0;Number
Gießen;DE72;Household composed of married couple without resident children;Tenant;2011;29177.0;Number
Gießen;DE72;Household composed of married couple without resident children;Total;2011;103198.0;Number
Gießen;DE72;Household composed of married couple without resident children;Unknown;2011;0.0;Number
Gießen;DE72;Household composed of married couple with youngest resident child 25 years or older;Other;2011;0.0;Number
Gießen;DE72;Household composed of married couple with youngest resident child 25 years or older;Owner;2011;13559.0;Number
Gießen;DE72;Household composed of married couple with youngest resident child 25 years or older;Tenant;2011;2185.0;Number
Gießen;DE72;Household composed of married couple with youngest resident child 25 years or older;Total;2011;15744.0;Number
Gießen;DE72;Household composed of married couple with youngest resident child 25 years or older;Unknown;2011;0.0;Number
Gießen;DE72;Household composed of married couple with at least one resident child under 25 years;Other;2011;0.0;Number
Gießen;DE72;Household composed of married couple with at least one resident child under 25 years;Owner;2011;67351.0;Number
Gießen;DE72;Household composed of married couple with at least one resident child under 25 years;Tenant;2011;25229.0;Number
Gießen;DE72;Household composed of married couple with at least one resident child under 25 years;Total;2011;92580.0;Number
Gießen;DE72;Household composed of married couple with at least one resident child under 25 years;Unknown;2011;0.0;Number
Gießen;DE72;Multiperson household other than family nucleus;Other;2011;0.0;Number
Gießen;DE72;Multiperson household other than family nucleus;Owner;2011;4523.0;Number
Gießen;DE72;Multiperson household other than family nucleus;Tenant;2011;7963.0;Number
Gießen;DE72;Multiperson household other than family nucleus;Total;2011;12486.0;Number
Gießen;DE72;Multiperson household other than family nucleus;Unknown;2011;0.0;Number
Gießen;DE72;Household composed of non-family nucleus;Other;2011;0.0;Number
Gießen;DE72;Household composed of non-family nucleus;Owner;2011;60854.0;Number
Gießen;DE72;Household composed of non-family nucleus;Tenant;2011;98524.0;Number
Gießen;DE72;Household composed of non-family nucleus;Total;2011;159378.0;Number
Gießen;DE72;Household composed of non-family nucleus;Unknown;2011;0.0;Number
Gießen;DE72;One-person household;Other;2011;0.0;Number
Gießen;DE72;One-person household;Owner;2011;56331.0;Number
Gießen;DE72;One-person household;Tenant;2011;90561.0;Number
Gießen;DE72;One-person household;Total;2011;146892.0;Number
Gießen;DE72;One-person household;Unknown;2011;0.0;Number
Gießen;DE72;Household composed of couple in registered partnership;Other;2011;0.0;Number
Gießen;DE72;Household composed of couple in registered partnership;Owner;2011;118.0;Number
Gießen;DE72;Household composed of couple in registered partnership;Tenant;2011;87.0;Number
Gießen;DE72;Household composed of couple in registered partnership;Total;2011;205.0;Number
Gießen;DE72;Household composed of couple in registered partnership;Unknown;2011;0.0;Number
Gießen;DE72;Household composed of couple in registered partnership without resident children;Other;2011;0.0;Number
Gießen;DE72;Household composed of couple in registered partnership without resident children;Owner;2011;106.0;Number
Gießen;DE72;Household composed of couple in registered partnership without resident children;Tenant;2011;72.0;Number
Gießen;DE72;Household composed of couple in registered partnership without resident children;Total;2011;178.0;Number
Gießen;DE72;Household composed of couple in registered partnership without resident children;Unknown;2011;0.0;Number
Gießen;DE72;Household composed of couple in registered partnership with youngest resident child 25 years or older;Other;2011;0.0;Number
Gießen;DE72;Household composed of couple in registered partnership with youngest resident child 25 years or older;Owner;2011;0.0;Number
Gießen;DE72;Household composed of couple in registered partnership with youngest resident child 25 years or older;Tenant;2011;0.0;Number
Gießen;DE72;Household composed of couple in registered partnership with youngest resident child 25 years or older;Total;2011;0.0;Number
Gießen;DE72;Household composed of couple in registered partnership with youngest resident child 25 years or older;Unknown;2011;0.0;Number
Gießen;DE72;Household composed of couple in registered partnership with at least one resident child under 25 years;Other;2011;0.0;Number
Gießen;DE72;Household composed of couple in registered partnership with at least one resident child under 25 years;Owner;2011;12.0;Number
Gießen;DE72;Household composed of couple in registered partnership with at least one resident child under 25 years;Tenant;2011;15.0;Number
Gießen;DE72;Household composed of couple in registered partnership with at least one resident child under 25 years;Total;2011;27.0;Number
Gießen;DE72;Household composed of couple in registered partnership with at least one resident child under 25 years;Unknown;2011;0.0;Number
Gießen;DE72;Total;Other;2011;0.0;Number
Gießen;DE72;Total;Owner;2011;252539.0;Number
Gießen;DE72;Total;Tenant;2011;190723.0;Number
Gießen;DE72;Total;Total;2011;443262.0;Number
Gießen;DE72;Total;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of couple in consensual union;Other;2011;0.0;Number
Kassel;DE73;Household composed of couple in consensual union;Owner;2011;14720.0;Number
Kassel;DE73;Household composed of couple in consensual union;Tenant;2011;20663.0;Number
Kassel;DE73;Household composed of couple in consensual union;Total;2011;35383.0;Number
Kassel;DE73;Household composed of couple in consensual union;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of couple in consensual union without resident children;Other;2011;0.0;Number
Kassel;DE73;Household composed of couple in consensual union without resident children;Owner;2011;9657.0;Number
Kassel;DE73;Household composed of couple in consensual union without resident children;Tenant;2011;14804.0;Number
Kassel;DE73;Household composed of couple in consensual union without resident children;Total;2011;24461.0;Number
Kassel;DE73;Household composed of couple in consensual union without resident children;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of couple in consensual union with youngest resident child 25 years or older;Other;2011;0.0;Number
Kassel;DE73;Household composed of couple in consensual union with youngest resident child 25 years or older;Owner;2011;320.0;Number
Kassel;DE73;Household composed of couple in consensual union with youngest resident child 25 years or older;Tenant;2011;92.0;Number
Kassel;DE73;Household composed of couple in consensual union with youngest resident child 25 years or older;Total;2011;412.0;Number
Kassel;DE73;Household composed of couple in consensual union with youngest resident child 25 years or older;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of couple in consensual union with at least one resident child under 25 years;Other;2011;0.0;Number
Kassel;DE73;Household composed of couple in consensual union with at least one resident child under 25 years;Owner;2011;4743.0;Number
Kassel;DE73;Household composed of couple in consensual union with at least one resident child under 25 years;Tenant;2011;5767.0;Number
Kassel;DE73;Household composed of couple in consensual union with at least one resident child under 25 years;Total;2011;10510.0;Number
Kassel;DE73;Household composed of couple in consensual union with at least one resident child under 25 years;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of lone mother living with at least one child;Other;2011;0.0;Number
Kassel;DE73;Household composed of lone mother living with at least one child;Owner;2011;13960.0;Number
Kassel;DE73;Household composed of lone mother living with at least one child;Tenant;2011;19173.0;Number
Kassel;DE73;Household composed of lone mother living with at least one child;Total;2011;33133.0;Number
Kassel;DE73;Household composed of lone mother living with at least one child;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of lone mother with at least one resident child 25 years or older;Other;2011;0.0;Number
Kassel;DE73;Household composed of lone mother with at least one resident child 25 years or older;Owner;2011;6531.0;Number
Kassel;DE73;Household composed of lone mother with at least one resident child 25 years or older;Tenant;2011;2484.0;Number
Kassel;DE73;Household composed of lone mother with at least one resident child 25 years or older;Total;2011;9015.0;Number
Kassel;DE73;Household composed of lone mother with at least one resident child 25 years or older;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of lone mother with at least one resident child under 25 years;Other;2011;0.0;Number
Kassel;DE73;Household composed of lone mother with at least one resident child under 25 years;Owner;2011;7429.0;Number
Kassel;DE73;Household composed of lone mother with at least one resident child under 25 years;Tenant;2011;16689.0;Number
Kassel;DE73;Household composed of lone mother with at least one resident child under 25 years;Total;2011;24118.0;Number
Kassel;DE73;Household composed of lone mother with at least one resident child under 25 years;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of one-family nucleus;Other;2011;0.0;Number
Kassel;DE73;Household composed of one-family nucleus;Owner;2011;215601.0;Number
Kassel;DE73;Household composed of one-family nucleus;Tenant;2011;116770.0;Number
Kassel;DE73;Household composed of one-family nucleus;Total;2011;332371.0;Number
Kassel;DE73;Household composed of one-family nucleus;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of two-or-more-family nucleus;Other;2011;0.0;Number
Kassel;DE73;Household composed of two-or-more-family nucleus;Owner;2011;6975.0;Number
Kassel;DE73;Household composed of two-or-more-family nucleus;Tenant;2011;1756.0;Number
Kassel;DE73;Household composed of two-or-more-family nucleus;Total;2011;8731.0;Number
Kassel;DE73;Household composed of two-or-more-family nucleus;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of lone father living with at least one child;Other;2011;0.0;Number
Kassel;DE73;Household composed of lone father living with at least one child;Owner;2011;4321.0;Number
Kassel;DE73;Household composed of lone father living with at least one child;Tenant;2011;2290.0;Number
Kassel;DE73;Household composed of lone father living with at least one child;Total;2011;6611.0;Number
Kassel;DE73;Household composed of lone father living with at least one child;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of lone father with at least one resident child 25 years or older;Other;2011;0.0;Number
Kassel;DE73;Household composed of lone father with at least one resident child 25 years or older;Owner;2011;1752.0;Number
Kassel;DE73;Household composed of lone father with at least one resident child 25 years or older;Tenant;2011;453.0;Number
Kassel;DE73;Household composed of lone father with at least one resident child 25 years or older;Total;2011;2205.0;Number
Kassel;DE73;Household composed of lone father with at least one resident child 25 years or older;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of lone father with at least one resident child under 25 years;Other;2011;0.0;Number
Kassel;DE73;Household composed of lone father with at least one resident child under 25 years;Owner;2011;2569.0;Number
Kassel;DE73;Household composed of lone father with at least one resident child under 25 years;Tenant;2011;1837.0;Number
Kassel;DE73;Household composed of lone father with at least one resident child under 25 years;Total;2011;4406.0;Number
Kassel;DE73;Household composed of lone father with at least one resident child under 25 years;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of married couple;Other;2011;0.0;Number
Kassel;DE73;Household composed of married couple;Owner;2011;182447.0;Number
Kassel;DE73;Household composed of married couple;Tenant;2011;74506.0;Number
Kassel;DE73;Household composed of married couple;Total;2011;256953.0;Number
Kassel;DE73;Household composed of married couple;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of married couple without resident children;Other;2011;0.0;Number
Kassel;DE73;Household composed of married couple without resident children;Owner;2011;92117.0;Number
Kassel;DE73;Household composed of married couple without resident children;Tenant;2011;41129.0;Number
Kassel;DE73;Household composed of married couple without resident children;Total;2011;133246.0;Number
Kassel;DE73;Household composed of married couple without resident children;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of married couple with youngest resident child 25 years or older;Other;2011;0.0;Number
Kassel;DE73;Household composed of married couple with youngest resident child 25 years or older;Owner;2011;14408.0;Number
Kassel;DE73;Household composed of married couple with youngest resident child 25 years or older;Tenant;2011;2639.0;Number
Kassel;DE73;Household composed of married couple with youngest resident child 25 years or older;Total;2011;17047.0;Number
Kassel;DE73;Household composed of married couple with youngest resident child 25 years or older;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of married couple with at least one resident child under 25 years;Other;2011;0.0;Number
Kassel;DE73;Household composed of married couple with at least one resident child under 25 years;Owner;2011;75922.0;Number
Kassel;DE73;Household composed of married couple with at least one resident child under 25 years;Tenant;2011;30738.0;Number
Kassel;DE73;Household composed of married couple with at least one resident child under 25 years;Total;2011;106660.0;Number
Kassel;DE73;Household composed of married couple with at least one resident child under 25 years;Unknown;2011;0.0;Number
Kassel;DE73;Multiperson household other than family nucleus;Other;2011;0.0;Number
Kassel;DE73;Multiperson household other than family nucleus;Owner;2011;4359.0;Number
Kassel;DE73;Multiperson household other than family nucleus;Tenant;2011;6804.0;Number
Kassel;DE73;Multiperson household other than family nucleus;Total;2011;11163.0;Number
Kassel;DE73;Multiperson household other than family nucleus;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of non-family nucleus;Other;2011;0.0;Number
Kassel;DE73;Household composed of non-family nucleus;Owner;2011;71171.0;Number
Kassel;DE73;Household composed of non-family nucleus;Tenant;2011;124037.0;Number
Kassel;DE73;Household composed of non-family nucleus;Total;2011;195208.0;Number
Kassel;DE73;Household composed of non-family nucleus;Unknown;2011;0.0;Number
Kassel;DE73;One-person household;Other;2011;0.0;Number
Kassel;DE73;One-person household;Owner;2011;66812.0;Number
Kassel;DE73;One-person household;Tenant;2011;117233.0;Number
Kassel;DE73;One-person household;Total;2011;184045.0;Number
Kassel;DE73;One-person household;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of couple in registered partnership;Other;2011;0.0;Number
Kassel;DE73;Household composed of couple in registered partnership;Owner;2011;153.0;Number
Kassel;DE73;Household composed of couple in registered partnership;Tenant;2011;138.0;Number
Kassel;DE73;Household composed of couple in registered partnership;Total;2011;291.0;Number
Kassel;DE73;Household composed of couple in registered partnership;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of couple in registered partnership without resident children;Other;2011;0.0;Number
Kassel;DE73;Household composed of couple in registered partnership without resident children;Owner;2011;135.0;Number
Kassel;DE73;Household composed of couple in registered partnership without resident children;Tenant;2011;125.0;Number
Kassel;DE73;Household composed of couple in registered partnership without resident children;Total;2011;260.0;Number
Kassel;DE73;Household composed of couple in registered partnership without resident children;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of couple in registered partnership with youngest resident child 25 years or older;Other;2011;0.0;Number
Kassel;DE73;Household composed of couple in registered partnership with youngest resident child 25 years or older;Owner;2011;0.0;Number
Kassel;DE73;Household composed of couple in registered partnership with youngest resident child 25 years or older;Tenant;2011;0.0;Number
Kassel;DE73;Household composed of couple in registered partnership with youngest resident child 25 years or older;Total;2011;0.0;Number
Kassel;DE73;Household composed of couple in registered partnership with youngest resident child 25 years or older;Unknown;2011;0.0;Number
Kassel;DE73;Household composed of couple in registered partnership with at least one resident child under 25 years;Other;2011;0.0;Number
Kassel;DE73;Household composed of couple in registered partnership with at least one resident child under 25 years;Owner;2011;18.0;Number
Kassel;DE73;Household composed of couple in registered partnership with at least one resident child under 25 years;Tenant;2011;13.0;Number
Kassel;DE73;Household composed of couple in registered partnership with at least one resident child under 25 years;Total;2011;31.0;Number
Kassel;DE73;Household composed of couple in registered partnership with at least one resident child under 25 years;Unknown;2011;0.0;Number
Kassel;DE73;Total;Other;2011;0.0;Number
Kassel;DE73;Total;Owner;2011;293747.0;Number
Kassel;DE73;Total;Tenant;2011;242563.0;Number
Kassel;DE73;Total;Total;2011;536310.0;Number
Kassel;DE73;Total;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in consensual union;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in consensual union;Owner;2011;19893.0;Number
Braunschweig;DE91;Household composed of couple in consensual union;Tenant;2011;30851.0;Number
Braunschweig;DE91;Household composed of couple in consensual union;Total;2011;50744.0;Number
Braunschweig;DE91;Household composed of couple in consensual union;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in consensual union without resident children;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in consensual union without resident children;Owner;2011;13259.0;Number
Braunschweig;DE91;Household composed of couple in consensual union without resident children;Tenant;2011;22023.0;Number
Braunschweig;DE91;Household composed of couple in consensual union without resident children;Total;2011;35282.0;Number
Braunschweig;DE91;Household composed of couple in consensual union without resident children;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in consensual union with youngest resident child 25 years or older;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in consensual union with youngest resident child 25 years or older;Owner;2011;340.0;Number
Braunschweig;DE91;Household composed of couple in consensual union with youngest resident child 25 years or older;Tenant;2011;111.0;Number
Braunschweig;DE91;Household composed of couple in consensual union with youngest resident child 25 years or older;Total;2011;451.0;Number
Braunschweig;DE91;Household composed of couple in consensual union with youngest resident child 25 years or older;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in consensual union with at least one resident child under 25 years;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in consensual union with at least one resident child under 25 years;Owner;2011;6294.0;Number
Braunschweig;DE91;Household composed of couple in consensual union with at least one resident child under 25 years;Tenant;2011;8717.0;Number
Braunschweig;DE91;Household composed of couple in consensual union with at least one resident child under 25 years;Total;2011;15011.0;Number
Braunschweig;DE91;Household composed of couple in consensual union with at least one resident child under 25 years;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of lone mother living with at least one child;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of lone mother living with at least one child;Owner;2011;16087.0;Number
Braunschweig;DE91;Household composed of lone mother living with at least one child;Tenant;2011;27427.0;Number
Braunschweig;DE91;Household composed of lone mother living with at least one child;Total;2011;43514.0;Number
Braunschweig;DE91;Household composed of lone mother living with at least one child;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of lone mother with at least one resident child 25 years or older;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of lone mother with at least one resident child 25 years or older;Owner;2011;6717.0;Number
Braunschweig;DE91;Household composed of lone mother with at least one resident child 25 years or older;Tenant;2011;3380.0;Number
Braunschweig;DE91;Household composed of lone mother with at least one resident child 25 years or older;Total;2011;10097.0;Number
Braunschweig;DE91;Household composed of lone mother with at least one resident child 25 years or older;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of lone mother with at least one resident child under 25 years;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of lone mother with at least one resident child under 25 years;Owner;2011;9370.0;Number
Braunschweig;DE91;Household composed of lone mother with at least one resident child under 25 years;Tenant;2011;24047.0;Number
Braunschweig;DE91;Household composed of lone mother with at least one resident child under 25 years;Total;2011;33417.0;Number
Braunschweig;DE91;Household composed of lone mother with at least one resident child under 25 years;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of one-family nucleus;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of one-family nucleus;Owner;2011;267157.0;Number
Braunschweig;DE91;Household composed of one-family nucleus;Tenant;2011;166134.0;Number
Braunschweig;DE91;Household composed of one-family nucleus;Total;2011;433291.0;Number
Braunschweig;DE91;Household composed of one-family nucleus;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of two-or-more-family nucleus;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of two-or-more-family nucleus;Owner;2011;6859.0;Number
Braunschweig;DE91;Household composed of two-or-more-family nucleus;Tenant;2011;2172.0;Number
Braunschweig;DE91;Household composed of two-or-more-family nucleus;Total;2011;9031.0;Number
Braunschweig;DE91;Household composed of two-or-more-family nucleus;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of lone father living with at least one child;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of lone father living with at least one child;Owner;2011;4953.0;Number
Braunschweig;DE91;Household composed of lone father living with at least one child;Tenant;2011;3775.0;Number
Braunschweig;DE91;Household composed of lone father living with at least one child;Total;2011;8728.0;Number
Braunschweig;DE91;Household composed of lone father living with at least one child;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of lone father with at least one resident child 25 years or older;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of lone father with at least one resident child 25 years or older;Owner;2011;1783.0;Number
Braunschweig;DE91;Household composed of lone father with at least one resident child 25 years or older;Tenant;2011;672.0;Number
Braunschweig;DE91;Household composed of lone father with at least one resident child 25 years or older;Total;2011;2455.0;Number
Braunschweig;DE91;Household composed of lone father with at least one resident child 25 years or older;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of lone father with at least one resident child under 25 years;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of lone father with at least one resident child under 25 years;Owner;2011;3170.0;Number
Braunschweig;DE91;Household composed of lone father with at least one resident child under 25 years;Tenant;2011;3103.0;Number
Braunschweig;DE91;Household composed of lone father with at least one resident child under 25 years;Total;2011;6273.0;Number
Braunschweig;DE91;Household composed of lone father with at least one resident child under 25 years;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of married couple;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of married couple;Owner;2011;226039.0;Number
Braunschweig;DE91;Household composed of married couple;Tenant;2011;103874.0;Number
Braunschweig;DE91;Household composed of married couple;Total;2011;329913.0;Number
Braunschweig;DE91;Household composed of married couple;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of married couple without resident children;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of married couple without resident children;Owner;2011;118786.0;Number
Braunschweig;DE91;Household composed of married couple without resident children;Tenant;2011;60432.0;Number
Braunschweig;DE91;Household composed of married couple without resident children;Total;2011;179218.0;Number
Braunschweig;DE91;Household composed of married couple without resident children;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of married couple with youngest resident child 25 years or older;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of married couple with youngest resident child 25 years or older;Owner;2011;14234.0;Number
Braunschweig;DE91;Household composed of married couple with youngest resident child 25 years or older;Tenant;2011;3372.0;Number
Braunschweig;DE91;Household composed of married couple with youngest resident child 25 years or older;Total;2011;17606.0;Number
Braunschweig;DE91;Household composed of married couple with youngest resident child 25 years or older;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of married couple with at least one resident child under 25 years;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of married couple with at least one resident child under 25 years;Owner;2011;93019.0;Number
Braunschweig;DE91;Household composed of married couple with at least one resident child under 25 years;Tenant;2011;40070.0;Number
Braunschweig;DE91;Household composed of married couple with at least one resident child under 25 years;Total;2011;133089.0;Number
Braunschweig;DE91;Household composed of married couple with at least one resident child under 25 years;Unknown;2011;0.0;Number
Braunschweig;DE91;Multiperson household other than family nucleus;Other;2011;0.0;Number
Braunschweig;DE91;Multiperson household other than family nucleus;Owner;2011;5041.0;Number
Braunschweig;DE91;Multiperson household other than family nucleus;Tenant;2011;10623.0;Number
Braunschweig;DE91;Multiperson household other than family nucleus;Total;2011;15664.0;Number
Braunschweig;DE91;Multiperson household other than family nucleus;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of non-family nucleus;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of non-family nucleus;Owner;2011;92077.0;Number
Braunschweig;DE91;Household composed of non-family nucleus;Tenant;2011;197943.0;Number
Braunschweig;DE91;Household composed of non-family nucleus;Total;2011;290020.0;Number
Braunschweig;DE91;Household composed of non-family nucleus;Unknown;2011;0.0;Number
Braunschweig;DE91;One-person household;Other;2011;0.0;Number
Braunschweig;DE91;One-person household;Owner;2011;87036.0;Number
Braunschweig;DE91;One-person household;Tenant;2011;187320.0;Number
Braunschweig;DE91;One-person household;Total;2011;274356.0;Number
Braunschweig;DE91;One-person household;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership;Owner;2011;185.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership;Tenant;2011;207.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership;Total;2011;392.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership without resident children;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership without resident children;Owner;2011;160.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership without resident children;Tenant;2011;178.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership without resident children;Total;2011;338.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership without resident children;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership with youngest resident child 25 years or older;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership with youngest resident child 25 years or older;Owner;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership with youngest resident child 25 years or older;Tenant;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership with youngest resident child 25 years or older;Total;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership with youngest resident child 25 years or older;Unknown;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership with at least one resident child under 25 years;Other;2011;0.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership with at least one resident child under 25 years;Owner;2011;25.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership with at least one resident child under 25 years;Tenant;2011;29.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership with at least one resident child under 25 years;Total;2011;54.0;Number
Braunschweig;DE91;Household composed of couple in registered partnership with at least one resident child under 25 years;Unknown;2011;0.0;Number
Braunschweig;DE91;Total;Other;2011;0.0;Number
Braunschweig;DE91;Total;Owner;2011;366093.0;Number
Braunschweig;DE91;Total;Tenant;2011;366249.0;Number
Braunschweig;DE91;Total;Total;2011;732342.0;Number
Braunschweig;DE91;Total;Unknown;2011;0.0;Number
Hannover;DE92;Household composed of couple in consensual union;Other;2011;0.0;Number
Hannover;DE92;Household composed of couple in consensual union;Owner;2011;25427.0;Number
Hannover;DE92;Household composed of couple in consensual union;Tenant;2011;43456.0;Number
Hannover;DE92;Household composed of couple in consensual union;Total;2011;68883.0;Number
Hannover;DE92;Household composed of couple in consensual union;Unknown;2011;0.0;Number
Hannover;DE92;Household composed of couple in consensual union without resident children;Other;2011;0.0;Number
Hannover;DE92;Household composed of couple in consensual union without resident children;Owner;2011;17145.0;Number
Hannover;DE92;Household composed of couple in consensual union without resident children;Tenant;2011;31259.0;Number
Hannover;DE92;Household composed of couple in consensual union without resident children;Total;2011;48404.0;Number
Hannover;DE92;Household composed of couple in consensual union without resident children;Unknown;2011;0.0;Number
Hannover;DE92;Household composed of couple in consensual union with youngest resident child 25 years or older;Other;2011;0.0;Number
Hannover;DE92;Household composed of couple in consensual union with youngest resident child 25 years or older;Owner;2011;430.0;Number
Hannover;DE92;Household composed of couple in consensual union with youngest resident child 25 years or older;Tenant;2011;186.0;Number
Hannover;DE92;Household composed of couple in consensual union with youngest resident child 25 years or older;Total;2011;616.0;Number
Hannover;DE92;Household composed of couple in consensual union with youngest resident child 25 years or older;Unknown;2011;0.0;Number
Hannover;DE92;Household composed of couple in consensual union with at least one resident child under 25 years;Other;2011;0.0;Number
Hannover;DE92;Household composed of couple in consensual union with at least one resident child under 25 years;Owner;2011;7852.0;Number
Hannover;DE92;Household composed of couple in consensual union with at least one resident child under 25 years;Tenant;2011;12011.0;Number
Hannover;DE92;Household composed of couple in consensual union with at least one resident child under 25 years;Total;2011;19863.0;Number
Hannover;DE92;Household composed of couple in consensual union with at least one resident child under 25 years;Unknown;2011;0.0;Number
Hannover;DE92;Household composed of lone mother living with at least one child;Other;2011;0.0;Number
Hannover;DE92;Household composed of lone mother living with at least one child;Owner;2011;20700.0;Number
Hannover;DE92;Household composed of lone mother living with at least one child;Tenant;2011;39004.0;Number
Hannover;DE92;Household composed of lone mother living with at least one child;Total;2011;59704.0;Number
Hannover;DE92;Household composed of lone mother living with at least one child;Unknown;2011;0.0;Number
Hannover;DE92;Household composed of lone mother with at least one resident child 25 years or older;Other;2011;0.0;Number
