city_name;city_code;housing_structure;tenure;year;value;unit
Burgenland (AT);AT11;Household composed of couple in consensual union;Other;2011;474.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union;Owner;2011;5239.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union;Tenant;2011;2336.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union;Total;2011;8069.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union;Unknown;2011;20.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union without resident children;Other;2011;230.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union without resident children;Owner;2011;2460.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union without resident children;Tenant;2011;1319.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union without resident children;Total;2011;4019.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union without resident children;Unknown;2011;10.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union with youngest resident child 25 years or older;Other;2011;22.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union with youngest resident child 25 years or older;Owner;2011;202.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union with youngest resident child 25 years or older;Tenant;2011;22.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union with youngest resident child 25 years or older;Total;2011;248.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union with youngest resident child 25 years or older;Unknown;2011;2.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union with at least one resident child under 25 years;Other;2011;222.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union with at least one resident child under 25 years;Owner;2011;2577.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union with at least one resident child under 25 years;Tenant;2011;995.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union with at least one resident child under 25 years;Total;2011;3802.0;Number
Burgenland (AT);AT11;Household composed of couple in consensual union with at least one resident child under 25 years;Unknown;2011;8.0;Number
Burgenland (AT);AT11;Household composed of lone mother living with at least one child;Other;2011;672.0;Number
Burgenland (AT);AT11;Household composed of lone mother living with at least one child;Owner;2011;6649.0;Number
Burgenland (AT);AT11;Household composed of lone mother living with at least one child;Tenant;2011;2317.0;Number
Burgenland (AT);AT11;Household composed of lone mother living with at least one child;Total;2011;9666.0;Number
Burgenland (AT);AT11;Household composed of lone mother living with at least one child;Unknown;2011;28.0;Number
Burgenland (AT);AT11;Household composed of lone mother with at least one resident child 25 years or older;Other;2011;273.0;Number
Burgenland (AT);AT11;Household composed of lone mother with at least one resident child 25 years or older;Owner;2011;3692.0;Number
Burgenland (AT);AT11;Household composed of lone mother with at least one resident child 25 years or older;Tenant;2011;295.0;Number
Burgenland (AT);AT11;Household composed of lone mother with at least one resident child 25 years or older;Total;2011;4264.0;Number
Burgenland (AT);AT11;Household composed of lone mother with at least one resident child 25 years or older;Unknown;2011;4.0;Number
Burgenland (AT);AT11;Household composed of lone mother with at least one resident child under 25 years;Other;2011;399.0;Number
Burgenland (AT);AT11;Household composed of lone mother with at least one resident child under 25 years;Owner;2011;2957.0;Number
Burgenland (AT);AT11;Household composed of lone mother with at least one resident child under 25 years;Tenant;2011;2022.0;Number
Burgenland (AT);AT11;Household composed of lone mother with at least one resident child under 25 years;Total;2011;5402.0;Number
Burgenland (AT);AT11;Household composed of lone mother with at least one resident child under 25 years;Unknown;2011;24.0;Number
Burgenland (AT);AT11;Household composed of one-family nucleus;Other;2011;4509.0;Number
Burgenland (AT);AT11;Household composed of one-family nucleus;Owner;2011;62926.0;Number
Burgenland (AT);AT11;Household composed of one-family nucleus;Tenant;2011;10127.0;Number
Burgenland (AT);AT11;Household composed of one-family nucleus;Total;2011;77677.0;Number
Burgenland (AT);AT11;Household composed of one-family nucleus;Unknown;2011;115.0;Number
Burgenland (AT);AT11;Household composed of two-or-more-family nucleus;Other;2011;172.0;Number
Burgenland (AT);AT11;Household composed of two-or-more-family nucleus;Owner;2011;2425.0;Number
Burgenland (AT);AT11;Household composed of two-or-more-family nucleus;Tenant;2011;142.0;Number
Burgenland (AT);AT11;Household composed of two-or-more-family nucleus;Total;2011;2741.0;Number
Burgenland (AT);AT11;Household composed of two-or-more-family nucleus;Unknown;2011;2.0;Number
Burgenland (AT);AT11;Household composed of lone father living with at least one child;Other;2011;112.0;Number
Burgenland (AT);AT11;Household composed of lone father living with at least one child;Owner;2011;1510.0;Number
Burgenland (AT);AT11;Household composed of lone father living with at least one child;Tenant;2011;221.0;Number
Burgenland (AT);AT11;Household composed of lone father living with at least one child;Total;2011;1848.0;Number
Burgenland (AT);AT11;Household composed of lone father living with at least one child;Unknown;2011;5.0;Number
Burgenland (AT);AT11;Household composed of lone father with at least one resident child 25 years or older;Other;2011;48.0;Number
Burgenland (AT);AT11;Household composed of lone father with at least one resident child 25 years or older;Owner;2011;664.0;Number
Burgenland (AT);AT11;Household composed of lone father with at least one resident child 25 years or older;Tenant;2011;67.0;Number
Burgenland (AT);AT11;Household composed of lone father with at least one resident child 25 years or older;Total;2011;781.0;Number
Burgenland (AT);AT11;Household composed of lone father with at least one resident child 25 years or older;Unknown;2011;2.0;Number
Burgenland (AT);AT11;Household composed of lone father with at least one resident child under 25 years;Other;2011;64.0;Number
Burgenland (AT);AT11;Household composed of lone father with at least one resident child under 25 years;Owner;2011;846.0;Number
Burgenland (AT);AT11;Household composed of lone father with at least one resident child under 25 years;Tenant;2011;154.0;Number
Burgenland (AT);AT11;Household composed of lone father with at least one resident child under 25 years;Total;2011;1067.0;Number
Burgenland (AT);AT11;Household composed of lone father with at least one resident child under 25 years;Unknown;2011;3.0;Number
Burgenland (AT);AT11;Household composed of married couple;Other;2011;3251.0;Number
Burgenland (AT);AT11;Household composed of married couple;Owner;2011;49528.0;Number
Burgenland (AT);AT11;Household composed of married couple;Tenant;2011;5253.0;Number
Burgenland (AT);AT11;Household composed of married couple;Total;2011;58094.0;Number
Burgenland (AT);AT11;Household composed of married couple;Unknown;2011;62.0;Number
Burgenland (AT);AT11;Household composed of married couple without resident children;Other;2011;1766.0;Number
Burgenland (AT);AT11;Household composed of married couple without resident children;Owner;2011;20704.0;Number
Burgenland (AT);AT11;Household composed of married couple without resident children;Tenant;2011;2037.0;Number
Burgenland (AT);AT11;Household composed of married couple without resident children;Total;2011;24534.0;Number
Burgenland (AT);AT11;Household composed of married couple without resident children;Unknown;2011;27.0;Number
Burgenland (AT);AT11;Household composed of married couple with youngest resident child 25 years or older;Other;2011;281.0;Number
Burgenland (AT);AT11;Household composed of married couple with youngest resident child 25 years or older;Owner;2011;7528.0;Number
Burgenland (AT);AT11;Household composed of married couple with youngest resident child 25 years or older;Tenant;2011;251.0;Number
Burgenland (AT);AT11;Household composed of married couple with youngest resident child 25 years or older;Total;2011;8060.0;Number
Burgenland (AT);AT11;Household composed of married couple with youngest resident child 25 years or older;Unknown;2011;0.0;Number
Burgenland (AT);AT11;Household composed of married couple with at least one resident child under 25 years;Other;2011;1204.0;Number
Burgenland (AT);AT11;Household composed of married couple with at least one resident child under 25 years;Owner;2011;21296.0;Number
Burgenland (AT);AT11;Household composed of married couple with at least one resident child under 25 years;Tenant;2011;2965.0;Number
Burgenland (AT);AT11;Household composed of married couple with at least one resident child under 25 years;Total;2011;25500.0;Number
Burgenland (AT);AT11;Household composed of married couple with at least one resident child under 25 years;Unknown;2011;35.0;Number
Burgenland (AT);AT11;Multiperson household other than family nucleus;Other;2011;213.0;Number
Burgenland (AT);AT11;Multiperson household other than family nucleus;Owner;2011;1345.0;Number
Burgenland (AT);AT11;Multiperson household other than family nucleus;Tenant;2011;376.0;Number
Burgenland (AT);AT11;Multiperson household other than family nucleus;Total;2011;1948.0;Number
Burgenland (AT);AT11;Multiperson household other than family nucleus;Unknown;2011;14.0;Number
Burgenland (AT);AT11;Household composed of non-family nucleus;Other;2011;4587.0;Number
Burgenland (AT);AT11;Household composed of non-family nucleus;Owner;2011;22954.0;Number
Burgenland (AT);AT11;Household composed of non-family nucleus;Tenant;2011;8797.0;Number
Burgenland (AT);AT11;Household composed of non-family nucleus;Total;2011;36480.0;Number
Burgenland (AT);AT11;Household composed of non-family nucleus;Unknown;2011;142.0;Number
Burgenland (AT);AT11;One-person household;Other;2011;4374.0;Number
Burgenland (AT);AT11;One-person household;Owner;2011;21609.0;Number
Burgenland (AT);AT11;One-person household;Tenant;2011;8421.0;Number
Burgenland (AT);AT11;One-person household;Total;2011;34532.0;Number
Burgenland (AT);AT11;One-person household;Unknown;2011;128.0;Number
Burgenland (AT);AT11;Total;Other;2011;9268.0;Number
Burgenland (AT);AT11;Total;Owner;2011;88305.0;Number
Burgenland (AT);AT11;Total;Tenant;2011;19066.0;Number
Burgenland (AT);AT11;Total;Total;2011;116898.0;Number
Burgenland (AT);AT11;Total;Unknown;2011;259.0;Number
Wien;AT13;Household composed of couple in consensual union;Other;2011;3544.0;Number
Wien;AT13;Household composed of couple in consensual union;Owner;2011;11913.0;Number
Wien;AT13;Household composed of couple in consensual union;Tenant;2011;51508.0;Number
Wien;AT13;Household composed of couple in consensual union;Total;2011;67000.0;Number
Wien;AT13;Household composed of couple in consensual union;Unknown;2011;35.0;Number
Wien;AT13;Household composed of couple in consensual union without resident children;Other;2011;2356.0;Number
Wien;AT13;Household composed of couple in consensual union without resident children;Owner;2011;7730.0;Number
Wien;AT13;Household composed of couple in consensual union without resident children;Tenant;2011;33867.0;Number
Wien;AT13;Household composed of couple in consensual union without resident children;Total;2011;43977.0;Number
Wien;AT13;Household composed of couple in consensual union without resident children;Unknown;2011;24.0;Number
Wien;AT13;Household composed of couple in consensual union with youngest resident child 25 years or older;Other;2011;56.0;Number
Wien;AT13;Household composed of couple in consensual union with youngest resident child 25 years or older;Owner;2011;215.0;Number
Wien;AT13;Household composed of couple in consensual union with youngest resident child 25 years or older;Tenant;2011;873.0;Number
Wien;AT13;Household composed of couple in consensual union with youngest resident child 25 years or older;Total;2011;1145.0;Number
Wien;AT13;Household composed of couple in consensual union with youngest resident child 25 years or older;Unknown;2011;1.0;Number
Wien;AT13;Household composed of couple in consensual union with at least one resident child under 25 years;Other;2011;1132.0;Number
Wien;AT13;Household composed of couple in consensual union with at least one resident child under 25 years;Owner;2011;3968.0;Number
Wien;AT13;Household composed of couple in consensual union with at least one resident child under 25 years;Tenant;2011;16768.0;Number
Wien;AT13;Household composed of couple in consensual union with at least one resident child under 25 years;Total;2011;21878.0;Number
Wien;AT13;Household composed of couple in consensual union with at least one resident child under 25 years;Unknown;2011;10.0;Number
Wien;AT13;Household composed of lone mother living with at least one child;Other;2011;3559.0;Number
Wien;AT13;Household composed of lone mother living with at least one child;Owner;2011;11435.0;Number
Wien;AT13;Household composed of lone mother living with at least one child;Tenant;2011;59298.0;Number
Wien;AT13;Household composed of lone mother living with at least one child;Total;2011;74336.0;Number
Wien;AT13;Household composed of lone mother living with at least one child;Unknown;2011;44.0;Number
Wien;AT13;Household composed of lone mother with at least one resident child 25 years or older;Other;2011;808.0;Number
Wien;AT13;Household composed of lone mother with at least one resident child 25 years or older;Owner;2011;3406.0;Number
Wien;AT13;Household composed of lone mother with at least one resident child 25 years or older;Tenant;2011;13920.0;Number
Wien;AT13;Household composed of lone mother with at least one resident child 25 years or older;Total;2011;18141.0;Number
Wien;AT13;Household composed of lone mother with at least one resident child 25 years or older;Unknown;2011;7.0;Number
Wien;AT13;Household composed of lone mother with at least one resident child under 25 years;Other;2011;2751.0;Number
Wien;AT13;Household composed of lone mother with at least one resident child under 25 years;Owner;2011;8029.0;Number
Wien;AT13;Household composed of lone mother with at least one resident child under 25 years;Tenant;2011;45378.0;Number
Wien;AT13;Household composed of lone mother with at least one resident child under 25 years;Total;2011;56195.0;Number
Wien;AT13;Household composed of lone mother with at least one resident child under 25 years;Unknown;2011;37.0;Number
Wien;AT13;Household composed of one-family nucleus;Other;2011;20491.0;Number
Wien;AT13;Household composed of one-family nucleus;Owner;2011;87311.0;Number
Wien;AT13;Household composed of one-family nucleus;Tenant;2011;313644.0;Number
Wien;AT13;Household composed of one-family nucleus;Total;2011;421701.0;Number
Wien;AT13;Household composed of one-family nucleus;Unknown;2011;255.0;Number
Wien;AT13;Household composed of two-or-more-family nucleus;Other;2011;426.0;Number
Wien;AT13;Household composed of two-or-more-family nucleus;Owner;2011;1603.0;Number
Wien;AT13;Household composed of two-or-more-family nucleus;Tenant;2011;5072.0;Number
Wien;AT13;Household composed of two-or-more-family nucleus;Total;2011;7117.0;Number
Wien;AT13;Household composed of two-or-more-family nucleus;Unknown;2011;16.0;Number
Wien;AT13;Household composed of lone father living with at least one child;Other;2011;721.0;Number
Wien;AT13;Household composed of lone father living with at least one child;Owner;2011;2444.0;Number
Wien;AT13;Household composed of lone father living with at least one child;Tenant;2011;9906.0;Number
Wien;AT13;Household composed of lone father living with at least one child;Total;2011;13081.0;Number
Wien;AT13;Household composed of lone father living with at least one child;Unknown;2011;10.0;Number
Wien;AT13;Household composed of lone father with at least one resident child 25 years or older;Other;2011;243.0;Number
Wien;AT13;Household composed of lone father with at least one resident child 25 years or older;Owner;2011;808.0;Number
Wien;AT13;Household composed of lone father with at least one resident child 25 years or older;Tenant;2011;3249.0;Number
Wien;AT13;Household composed of lone father with at least one resident child 25 years or older;Total;2011;4305.0;Number
Wien;AT13;Household composed of lone father with at least one resident child 25 years or older;Unknown;2011;5.0;Number
Wien;AT13;Household composed of lone father with at least one resident child under 25 years;Other;2011;478.0;Number
Wien;AT13;Household composed of lone father with at least one resident child under 25 years;Owner;2011;1636.0;Number
Wien;AT13;Household composed of lone father with at least one resident child under 25 years;Tenant;2011;6657.0;Number
Wien;AT13;Household composed of lone father with at least one resident child under 25 years;Total;2011;8776.0;Number
Wien;AT13;Household composed of lone father with at least one resident child under 25 years;Unknown;2011;5.0;Number
Wien;AT13;Household composed of married couple;Other;2011;12667.0;Number
Wien;AT13;Household composed of married couple;Owner;2011;61519.0;Number
Wien;AT13;Household composed of married couple;Tenant;2011;192932.0;Number
Wien;AT13;Household composed of married couple;Total;2011;267284.0;Number
Wien;AT13;Household composed of married couple;Unknown;2011;166.0;Number
Wien;AT13;Household composed of married couple without resident children;Other;2011;6131.0;Number
Wien;AT13;Household composed of married couple without resident children;Owner;2011;32127.0;Number
Wien;AT13;Household composed of married couple without resident children;Tenant;2011;91893.0;Number
Wien;AT13;Household composed of married couple without resident children;Total;2011;130219.0;Number
Wien;AT13;Household composed of married couple without resident children;Unknown;2011;68.0;Number
Wien;AT13;Household composed of married couple with youngest resident child 25 years or older;Other;2011;756.0;Number
Wien;AT13;Household composed of married couple with youngest resident child 25 years or older;Owner;2011;4289.0;Number
Wien;AT13;Household composed of married couple with youngest resident child 25 years or older;Tenant;2011;10044.0;Number
Wien;AT13;Household composed of married couple with youngest resident child 25 years or older;Total;2011;15097.0;Number
Wien;AT13;Household composed of married couple with youngest resident child 25 years or older;Unknown;2011;8.0;Number
Wien;AT13;Household composed of married couple with at least one resident child under 25 years;Other;2011;5780.0;Number
Wien;AT13;Household composed of married couple with at least one resident child under 25 years;Owner;2011;25103.0;Number
Wien;AT13;Household composed of married couple with at least one resident child under 25 years;Tenant;2011;90995.0;Number
Wien;AT13;Household composed of married couple with at least one resident child under 25 years;Total;2011;121968.0;Number
Wien;AT13;Household composed of married couple with at least one resident child under 25 years;Unknown;2011;90.0;Number
Wien;AT13;Multiperson household other than family nucleus;Other;2011;1967.0;Number
Wien;AT13;Multiperson household other than family nucleus;Owner;2011;4427.0;Number
Wien;AT13;Multiperson household other than family nucleus;Tenant;2011;22728.0;Number
Wien;AT13;Multiperson household other than family nucleus;Total;2011;29148.0;Number
Wien;AT13;Multiperson household other than family nucleus;Unknown;2011;26.0;Number
Wien;AT13;Household composed of non-family nucleus;Other;2011;23240.0;Number
Wien;AT13;Household composed of non-family nucleus;Owner;2011;70475.0;Number
Wien;AT13;Household composed of non-family nucleus;Tenant;2011;314698.0;Number
Wien;AT13;Household composed of non-family nucleus;Total;2011;408660.0;Number
Wien;AT13;Household composed of non-family nucleus;Unknown;2011;247.0;Number
Wien;AT13;One-person household;Other;2011;21273.0;Number
Wien;AT13;One-person household;Owner;2011;66048.0;Number
Wien;AT13;One-person household;Tenant;2011;291970.0;Number
Wien;AT13;One-person household;Total;2011;379512.0;Number
Wien;AT13;One-person household;Unknown;2011;221.0;Number
Wien;AT13;Total;Other;2011;44157.0;Number
Wien;AT13;Total;Owner;2011;159389.0;Number
Wien;AT13;Total;Tenant;2011;633414.0;Number
Wien;AT13;Total;Total;2011;837478.0;Number
Wien;AT13;Total;Unknown;2011;518.0;Number
Kärnten;AT21;Household composed of couple in consensual union;Other;2011;1683.0;Number
Kärnten;AT21;Household composed of couple in consensual union;Owner;2011;11529.0;Number
Kärnten;AT21;Household composed of couple in consensual union;Tenant;2011;8420.0;Number
Kärnten;AT21;Household composed of couple in consensual union;Total;2011;21694.0;Number
Kärnten;AT21;Household composed of couple in consensual union;Unknown;2011;62.0;Number
Kärnten;AT21;Household composed of couple in consensual union without resident children;Other;2011;766.0;Number
Kärnten;AT21;Household composed of couple in consensual union without resident children;Owner;2011;4731.0;Number
Kärnten;AT21;Household composed of couple in consensual union without resident children;Tenant;2011;4634.0;Number
Kärnten;AT21;Household composed of couple in consensual union without resident children;Total;2011;10163.0;Number
Kärnten;AT21;Household composed of couple in consensual union without resident children;Unknown;2011;32.0;Number
Kärnten;AT21;Household composed of couple in consensual union with youngest resident child 25 years or older;Other;2011;54.0;Number
Kärnten;AT21;Household composed of couple in consensual union with youngest resident child 25 years or older;Owner;2011;491.0;Number
Kärnten;AT21;Household composed of couple in consensual union with youngest resident child 25 years or older;Tenant;2011;131.0;Number
Kärnten;AT21;Household composed of couple in consensual union with youngest resident child 25 years or older;Total;2011;678.0;Number
Kärnten;AT21;Household composed of couple in consensual union with youngest resident child 25 years or older;Unknown;2011;2.0;Number
Kärnten;AT21;Household composed of couple in consensual union with at least one resident child under 25 years;Other;2011;863.0;Number
Kärnten;AT21;Household composed of couple in consensual union with at least one resident child under 25 years;Owner;2011;6307.0;Number
Kärnten;AT21;Household composed of couple in consensual union with at least one resident child under 25 years;Tenant;2011;3655.0;Number
Kärnten;AT21;Household composed of couple in consensual union with at least one resident child under 25 years;Total;2011;10853.0;Number
Kärnten;AT21;Household composed of couple in consensual union with at least one resident child under 25 years;Unknown;2011;28.0;Number
Kärnten;AT21;Household composed of lone mother living with at least one child;Other;2011;1737.0;Number
Kärnten;AT21;Household composed of lone mother living with at least one child;Owner;2011;10681.0;Number
Kärnten;AT21;Household composed of lone mother living with at least one child;Tenant;2011;9201.0;Number
Kärnten;AT21;Household composed of lone mother living with at least one child;Total;2011;21680.0;Number
Kärnten;AT21;Household composed of lone mother living with at least one child;Unknown;2011;61.0;Number
Kärnten;AT21;Household composed of lone mother with at least one resident child 25 years or older;Other;2011;643.0;Number
Kärnten;AT21;Household composed of lone mother with at least one resident child 25 years or older;Owner;2011;5002.0;Number
Kärnten;AT21;Household composed of lone mother with at least one resident child 25 years or older;Tenant;2011;1707.0;Number
Kärnten;AT21;Household composed of lone mother with at least one resident child 25 years or older;Total;2011;7362.0;Number
Kärnten;AT21;Household composed of lone mother with at least one resident child 25 years or older;Unknown;2011;10.0;Number
Kärnten;AT21;Household composed of lone mother with at least one resident child under 25 years;Other;2011;1094.0;Number
Kärnten;AT21;Household composed of lone mother with at least one resident child under 25 years;Owner;2011;5679.0;Number
Kärnten;AT21;Household composed of lone mother with at least one resident child under 25 years;Tenant;2011;7494.0;Number
Kärnten;AT21;Household composed of lone mother with at least one resident child under 25 years;Total;2011;14318.0;Number
Kärnten;AT21;Household composed of lone mother with at least one resident child under 25 years;Unknown;2011;51.0;Number
Kärnten;AT21;Household composed of one-family nucleus;Other;2011;11789.0;Number
Kärnten;AT21;Household composed of one-family nucleus;Owner;2011;93864.0;Number
Kärnten;AT21;Household composed of one-family nucleus;Tenant;2011;38927.0;Number
Kärnten;AT21;Household composed of one-family nucleus;Total;2011;144855.0;Number
Kärnten;AT21;Household composed of one-family nucleus;Unknown;2011;275.0;Number
Kärnten;AT21;Household composed of two-or-more-family nucleus;Other;2011;304.0;Number
Kärnten;AT21;Household composed of two-or-more-family nucleus;Owner;2011;4625.0;Number
Kärnten;AT21;Household composed of two-or-more-family nucleus;Tenant;2011;535.0;Number
Kärnten;AT21;Household composed of two-or-more-family nucleus;Total;2011;5473.0;Number
Kärnten;AT21;Household composed of two-or-more-family nucleus;Unknown;2011;9.0;Number
Kärnten;AT21;Household composed of lone father living with at least one child;Other;2011;343.0;Number
Kärnten;AT21;Household composed of lone father living with at least one child;Owner;2011;2354.0;Number
Kärnten;AT21;Household composed of lone father living with at least one child;Tenant;2011;798.0;Number
Kärnten;AT21;Household composed of lone father living with at least one child;Total;2011;3508.0;Number
Kärnten;AT21;Household composed of lone father living with at least one child;Unknown;2011;13.0;Number
Kärnten;AT21;Household composed of lone father with at least one resident child 25 years or older;Other;2011;117.0;Number
Kärnten;AT21;Household composed of lone father with at least one resident child 25 years or older;Owner;2011;1034.0;Number
Kärnten;AT21;Household composed of lone father with at least one resident child 25 years or older;Tenant;2011;235.0;Number
Kärnten;AT21;Household composed of lone father with at least one resident child 25 years or older;Total;2011;1393.0;Number
Kärnten;AT21;Household composed of lone father with at least one resident child 25 years or older;Unknown;2011;7.0;Number
Kärnten;AT21;Household composed of lone father with at least one resident child under 25 years;Other;2011;226.0;Number
Kärnten;AT21;Household composed of lone father with at least one resident child under 25 years;Owner;2011;1320.0;Number
Kärnten;AT21;Household composed of lone father with at least one resident child under 25 years;Tenant;2011;563.0;Number
Kärnten;AT21;Household composed of lone father with at least one resident child under 25 years;Total;2011;2115.0;Number
Kärnten;AT21;Household composed of lone father with at least one resident child under 25 years;Unknown;2011;6.0;Number
Kärnten;AT21;Household composed of married couple;Other;2011;8026.0;Number
Kärnten;AT21;Household composed of married couple;Owner;2011;69300.0;Number
Kärnten;AT21;Household composed of married couple;Tenant;2011;20508.0;Number
Kärnten;AT21;Household composed of married couple;Total;2011;97973.0;Number
Kärnten;AT21;Household composed of married couple;Unknown;2011;139.0;Number
Kärnten;AT21;Household composed of married couple without resident children;Other;2011;3679.0;Number
Kärnten;AT21;Household composed of married couple without resident children;Owner;2011;29126.0;Number
Kärnten;AT21;Household composed of married couple without resident children;Tenant;2011;10034.0;Number
Kärnten;AT21;Household composed of married couple without resident children;Total;2011;42885.0;Number
Kärnten;AT21;Household composed of married couple without resident children;Unknown;2011;46.0;Number
Kärnten;AT21;Household composed of married couple with youngest resident child 25 years or older;Other;2011;700.0;Number
Kärnten;AT21;Household composed of married couple with youngest resident child 25 years or older;Owner;2011;9860.0;Number
Kärnten;AT21;Household composed of married couple with youngest resident child 25 years or older;Tenant;2011;1189.0;Number
Kärnten;AT21;Household composed of married couple with youngest resident child 25 years or older;Total;2011;11766.0;Number
Kärnten;AT21;Household composed of married couple with youngest resident child 25 years or older;Unknown;2011;17.0;Number
Kärnten;AT21;Household composed of married couple with at least one resident child under 25 years;Other;2011;3647.0;Number
Kärnten;AT21;Household composed of married couple with at least one resident child under 25 years;Owner;2011;30314.0;Number
Kärnten;AT21;Household composed of married couple with at least one resident child under 25 years;Tenant;2011;9285.0;Number
Kärnten;AT21;Household composed of married couple with at least one resident child under 25 years;Total;2011;43322.0;Number
Kärnten;AT21;Household composed of married couple with at least one resident child under 25 years;Unknown;2011;76.0;Number
Kärnten;AT21;Multiperson household other than family nucleus;Other;2011;480.0;Number
Kärnten;AT21;Multiperson household other than family nucleus;Owner;2011;2256.0;Number
Kärnten;AT21;Multiperson household other than family nucleus;Tenant;2011;1710.0;Number
Kärnten;AT21;Multiperson household other than family nucleus;Total;2011;4478.0;Number
Kärnten;AT21;Multiperson household other than family nucleus;Unknown;2011;32.0;Number
Kärnten;AT21;Household composed of non-family nucleus;Other;2011;10061.0;Number
Kärnten;AT21;Household composed of non-family nucleus;Owner;2011;39889.0;Number
Kärnten;AT21;Household composed of non-family nucleus;Tenant;2011;39992.0;Number
Kärnten;AT21;Household composed of non-family nucleus;Total;2011;90274.0;Number
Kärnten;AT21;Household composed of non-family nucleus;Unknown;2011;332.0;Number
Kärnten;AT21;One-person household;Other;2011;9581.0;Number
Kärnten;AT21;One-person household;Owner;2011;37633.0;Number
Kärnten;AT21;One-person household;Tenant;2011;38282.0;Number
Kärnten;AT21;One-person household;Total;2011;85796.0;Number
Kärnten;AT21;One-person household;Unknown;2011;300.0;Number
Kärnten;AT21;Total;Other;2011;22154.0;Number
Kärnten;AT21;Total;Owner;2011;138378.0;Number
Kärnten;AT21;Total;Tenant;2011;79454.0;Number
Kärnten;AT21;Total;Total;2011;240602.0;Number
Kärnten;AT21;Total;Unknown;2011;616.0;Number
Salzburg;AT32;Household composed of couple in consensual union;Other;2011;1881.0;Number
Salzburg;AT32;Household composed of couple in consensual union;Owner;2011;10053.0;Number
Salzburg;AT32;Household composed of couple in consensual union;Tenant;2011;6946.0;Number
Salzburg;AT32;Household composed of couple in consensual union;Total;2011;18973.0;Number
Salzburg;AT32;Household composed of couple in consensual union;Unknown;2011;93.0;Number
Salzburg;AT32;Household composed of couple in consensual union without resident children;Other;2011;962.0;Number
Salzburg;AT32;Household composed of couple in consensual union without resident children;Owner;2011;4868.0;Number
Salzburg;AT32;Household composed of couple in consensual union without resident children;Tenant;2011;3948.0;Number
Salzburg;AT32;Household composed of couple in consensual union without resident children;Total;2011;9838.0;Number
Salzburg;AT32;Household composed of couple in consensual union without resident children;Unknown;2011;60.0;Number
Salzburg;AT32;Household composed of couple in consensual union with youngest resident child 25 years or older;Other;2011;42.0;Number
Salzburg;AT32;Household composed of couple in consensual union with youngest resident child 25 years or older;Owner;2011;349.0;Number
Salzburg;AT32;Household composed of couple in consensual union with youngest resident child 25 years or older;Tenant;2011;134.0;Number
Salzburg;AT32;Household composed of couple in consensual union with youngest resident child 25 years or older;Total;2011;525.0;Number
Salzburg;AT32;Household composed of couple in consensual union with youngest resident child 25 years or older;Unknown;2011;0.0;Number
Salzburg;AT32;Household composed of couple in consensual union with at least one resident child under 25 years;Other;2011;877.0;Number
Salzburg;AT32;Household composed of couple in consensual union with at least one resident child under 25 years;Owner;2011;4836.0;Number
Salzburg;AT32;Household composed of couple in consensual union with at least one resident child under 25 years;Tenant;2011;2864.0;Number
Salzburg;AT32;Household composed of couple in consensual union with at least one resident child under 25 years;Total;2011;8610.0;Number
Salzburg;AT32;Household composed of couple in consensual union with at least one resident child under 25 years;Unknown;2011;33.0;Number
Salzburg;AT32;Household composed of lone mother living with at least one child;Other;2011;1559.0;Number
Salzburg;AT32;Household composed of lone mother living with at least one child;Owner;2011;9251.0;Number
Salzburg;AT32;Household composed of lone mother living with at least one child;Tenant;2011;7481.0;Number
Salzburg;AT32;Household composed of lone mother living with at least one child;Total;2011;18333.0;Number
Salzburg;AT32;Household composed of lone mother living with at least one child;Unknown;2011;42.0;Number
Salzburg;AT32;Household composed of lone mother with at least one resident child 25 years or older;Other;2011;501.0;Number
Salzburg;AT32;Household composed of lone mother with at least one resident child 25 years or older;Owner;2011;3380.0;Number
Salzburg;AT32;Household composed of lone mother with at least one resident child 25 years or older;Tenant;2011;1433.0;Number
Salzburg;AT32;Household composed of lone mother with at least one resident child 25 years or older;Total;2011;5321.0;Number
Salzburg;AT32;Household composed of lone mother with at least one resident child 25 years or older;Unknown;2011;7.0;Number
Salzburg;AT32;Household composed of lone mother with at least one resident child under 25 years;Other;2011;1058.0;Number
Salzburg;AT32;Household composed of lone mother with at least one resident child under 25 years;Owner;2011;5871.0;Number
Salzburg;AT32;Household composed of lone mother with at least one resident child under 25 years;Tenant;2011;6048.0;Number
Salzburg;AT32;Household composed of lone mother with at least one resident child under 25 years;Total;2011;13012.0;Number
