DATAFLOW,LAST UPDATE,freq,unit,iccs,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES614,2009,12,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES614,2010,6,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES615,2008,6,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES615,2009,9,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES615,2010,2,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES616,2008,4,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES616,2009,4,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES616,2010,3,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES617,2008,14,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES617,2009,19,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES617,2010,15,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES618,2008,11,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES618,2009,13,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES618,2010,17,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES62,2008,25,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES62,2009,12,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES62,2010,15,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES620,2008,25,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES620,2009,12,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES620,2010,15,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES63,2008,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES63,2009,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES63,2010,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES630,2008,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES630,2009,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES630,2010,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES64,2008,2,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES64,2009,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES64,2010,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES640,2008,2,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES640,2009,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES640,2010,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES7,2008,27,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES7,2009,15,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES7,2010,17,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES70,2008,27,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES70,2009,15,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES70,2010,17,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES703,2008,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES703,2009,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES703,2010,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES704,2008,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES704,2009,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES704,2010,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES705,2008,13,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES705,2009,7,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES705,2010,3,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES706,2008,2,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES706,2009,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES706,2010,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES707,2008,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES707,2009,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES707,2010,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES708,2008,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES708,2009,2,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES708,2010,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES709,2008,9,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES709,2009,6,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ES709,2010,12,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ESXXX,2008,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ESXXX,2009,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ESXXX,2010,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ESZZZ,2008,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ESZZZ,2009,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,ESZZZ,2010,2,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI,2008,132,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI,2009,116,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI,2010,112,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1,2008,132,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1,2009,114,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1,2010,112,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI19,2008,38,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI19,2009,30,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI19,2010,26,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI193,2008,5,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI193,2009,9,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI193,2010,4,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI194,2008,14,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI194,2009,6,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI194,2010,6,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI195,2008,3,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI195,2009,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI195,2010,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI196,2008,5,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI196,2009,5,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI196,2010,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI197,2008,11,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI197,2009,9,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI197,2010,14,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1B,2008,25,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1B,2009,23,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1B,2010,26,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1B1,2008,25,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1B1,2009,23,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1B1,2010,26,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C,2008,37,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C,2009,30,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C,2010,13,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C1,2008,9,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C1,2009,5,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C1,2010,4,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C2,2008,11,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C2,2009,10,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C2,2010,3,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C3,2008,6,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C3,2009,7,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C3,2010,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C4,2008,9,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C4,2009,5,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C4,2010,4,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C5,2008,2,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C5,2009,3,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1C5,2010,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D,2008,32,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D,2009,31,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D,2010,47,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D1,2008,8,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D1,2009,4,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D1,2010,4,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D2,2008,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D2,2009,4,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D2,2010,6,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D3,2008,6,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D3,2009,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D3,2010,5,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D4,2008,2,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D4,2009,8,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D4,2010,2,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D5,2008,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D5,2009,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D5,2010,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D6,2008,6,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D6,2009,9,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D6,2010,17,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D7,2008,9,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D7,2009,5,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI1D7,2010,12,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI2,2008,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI2,2009,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI2,2010,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI20,2008,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI20,2009,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI20,2010,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI200,2008,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI200,2009,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FI200,2010,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR,2008,839,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR,2009,682,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR,2010,675,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR1,2008,133,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR1,2009,130,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR1,2010,139,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR10,2008,133,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR10,2009,130,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR10,2010,139,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR101,2008,35,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR101,2009,25,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR101,2010,42,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR102,2008,17,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR102,2009,12,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR102,2010,6,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR103,2008,9,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR103,2009,3,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR103,2010,10,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR104,2008,12,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR104,2009,14,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR104,2010,7,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR105,2008,13,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR105,2009,12,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR105,2010,19,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR106,2008,26,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR106,2009,35,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR106,2010,18,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR107,2008,12,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR107,2009,21,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR107,2010,22,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR108,2008,9,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR108,2009,8,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR108,2010,15,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR2,2008,130,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR2,2009,106,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR2,2010,109,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR21,2008,11,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR21,2009,14,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR21,2010,13,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR211,2008,3,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR211,2009,4,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR211,2010,2,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR212,2008,3,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR212,2009,2,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR212,2010,2,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR213,2008,5,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR213,2009,7,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR213,2010,6,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR214,2008,0,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR214,2009,1,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR214,2010,3,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR22,2008,28,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR22,2009,28,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR22,2010,18,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR221,2008,9,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR221,2009,8,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR221,2010,8,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR222,2008,9,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR222,2009,7,
ESTAT:CRIM_GEN_REG$DEFAULTVIEW(1.0),17/09/15 23:00:00,A,NR,ICCS0101,FR222,2010,5,
